signal,horizon_h,count,mean_points_short,median_points_short,win_rate_short,mean_pct_short
early_setup_core,6,27,114.56481481481481,47.75,0.5925925925925926,0.6642300370567475
early_setup_core,12,27,46.157407407407405,62.5,0.6296296296296297,0.37271246104944894
early_setup_core,24,27,-50.47222222222222,59.75,0.6666666666666666,-0.9900174810593909
early_setup_core,48,27,-29.305555555555557,205.0,0.8148148148148148,-1.113751167302871
