signal,entry_time,exit_time,entry_price,exit_price,gross_points,gross_dollars,net_dollars,exit_reason,bear_window_id,hours_from_bear_start,bear_prob,exhaust_prob,daily_model_rsi,daily_model_adx,proto_has_rsi70_context,proto_has_stall_or_reject,stop_points,time_exit_h,mode,r_mult
early_short_proto_v1,2021-02-18 20:00:00+00:00,2021-02-22 17:00:00+00:00,13675.0,13379.0,296.0,592.0,590.5,time_exit_48h,4.0,92.0,0.4079262027487332,0.0050210772475776,56.25824680257536,15.164540029039143,0,0,300.0,48,stop_time,2.0
early_short_proto_v1,2022-04-04 16:00:00+00:00,2022-04-06 18:00:00+00:00,15289.0,14795.5,493.5,987.0,985.5,time_exit_48h,7.0,16.0,0.4666109923926876,0.0557755906235289,62.46339297890856,19.3700209693612,0,0,300.0,48,stop_time,2.0
early_short_proto_v1,2022-04-04 20:00:00+00:00,2022-04-06 23:00:00+00:00,15350.25,14643.5,706.75,1413.5,1412.0,time_exit_48h,7.0,20.0,0.4666109923926876,0.0557755906235289,62.46339297890856,19.3700209693612,0,0,300.0,48,stop_time,2.0
early_short_proto_v1,2022-04-07 19:00:00+00:00,2022-04-11 22:00:00+00:00,14730.75,14210.5,520.25,1040.5,1039.0,time_exit_48h,7.0,91.0,0.6171012931295861,0.443276247155396,49.93780707880706,17.39609369807947,0,0,300.0,48,stop_time,2.0
early_short_proto_v1,2024-03-28 14:00:00+00:00,2024-04-02 15:00:00+00:00,18749.0,18479.25,269.75,539.5,538.0,time_exit_48h,9.0,110.0,0.359225695898742,0.014627209899923,57.7346154265792,19.370836459882305,0,0,300.0,48,stop_time,2.0
early_short_proto_v1,2024-07-12 15:00:00+00:00,2024-07-16 16:00:00+00:00,20810.75,20763.5,47.25,94.5,93.0,time_exit_48h,10.0,63.0,0.3289732293127288,0.0138749014630614,61.27082853020463,39.07050495706837,0,0,300.0,48,stop_time,2.0
early_short_proto_v1,2024-07-15 15:00:00+00:00,2024-07-17 17:00:00+00:00,20918.25,20252.75,665.5,1331.0,1329.5,time_exit_48h,10.0,135.0,0.3385373400147463,0.0112561657720753,61.19617639198446,38.33742570043124,0,0,300.0,48,stop_time,2.0
early_short_proto_v1,2025-02-19 18:00:00+00:00,2025-02-21 20:00:00+00:00,22824.75,22278.5,546.25,1092.5,1091.0,time_exit_48h,11.0,66.0,0.4035976096342429,0.0205460389752622,59.39294033505003,12.187769858585414,0,0,300.0,48,stop_time,2.0
