signal_name,time,bear_window_id,hours_from_bear_start,conditions_passed,conditions_total,conditions_failed,bear_prob,exhaust_prob,daily_model_rsi,daily_model_adx,daily_model_ema20_slope_5,daily_model_ema50_slope_5,daily_model_atr,rsi70_streak,ob_streak_not_making_higher_high,rsi_rolling_over,range_pos,hh_8,high,close,open,h1_rsi,h1_ema_20,h1_ret_4,fail_in_session,fail_hours_from_bear_start_ge_12,fail_hours_from_bear_start_le_144,fail_bear_prob_ge_0_45,fail_exhaust_prob_le_0_50,fail_daily_rsi_32_55,fail_daily_adx_ge_15,fail_high_ge_hh8,fail_close_lt_open,fail_close_lt_h1_ema20,fail_h1_ret_4_gt_0
first_rally_short_relaxed,2023-08-03 14:00:00+00:00,8.0,110.0,10,11,1,0.5758431846624765,0.0246640537711257,46.00649805483583,20.30528794303356,28.0374031797146,80.8444481670449,192.89901295941323,0,0,0,0.4935251798561151,15429.25,15427.0,15385.25,15396.0,41.34676367375413,15414.510611662408,0.0007643022083454,0,0,0,0,0,0,0,1,0,0,0
first_rally_short_relaxed,2023-08-03 15:00:00+00:00,8.0,111.0,10,11,1,0.5758431846624765,0.0246640537711257,46.00649805483583,20.30528794303356,28.0374031797146,80.8444481670449,192.89901295941323,0,0,0,0.6561151079136691,15427.0,15446.25,15413.5,15385.5,45.91540622007459,15414.414362932655,0.0032381417297209,0,0,0,0,0,0,0,0,1,0,0
first_rally_short_relaxed,2023-08-03 17:00:00+00:00,8.0,113.0,10,11,1,0.5758431846624765,0.0246640537711257,46.00649805483583,20.30528794303356,28.0374031797146,80.8444481670449,192.89901295941323,0,0,0,0.6165311653116531,15484.0,15476.0,15413.25,15469.0,46.45318588826006,15418.963911607005,0.0010716547323299,0,0,0,0,0,0,0,1,0,0,0
first_rally_short_relaxed,2020-02-23 19:00:00+00:00,1.0,139.0,9,11,2,0.5508193569452619,0.0426816634770761,48.75346803692307,43.73533125530674,51.54172442046547,65.2788301140663,131.6276630970253,0,0,0,0.2303732303732303,9014.25,8934.75,8934.75,8934.75,30.261379243429342,8987.609440010987,0.00050390526581,0,0,0,0,0,0,0,1,1,0,0
first_rally_short_relaxed,2020-02-25 14:00:00+00:00,1.0,182.0,9,11,2,0.6948221449468774,0.2327379734585271,35.63018425099776,42.82334098777909,-81.36947275331659,8.231053865385547,161.87283195610857,0,0,0,0.4615384615384615,8703.0,8669.25,8606.75,8643.25,41.84998755997077,8644.020675687721,0.002329169942062,0,0,1,0,0,0,0,1,0,0,0
first_rally_short_relaxed,2020-09-03 14:00:00+00:00,2.0,62.0,9,11,2,0.4850646926015604,0.1104015215135786,50.29337225039272,45.420365383571465,243.18043434196443,193.85813732478343,224.36431240929284,0,0,0,-0.4824489795918367,12227.25,12024.5,11800.75,11992.5,17.23286553778506,12113.584906977569,-0.0250134258685503,0,0,0,0,0,0,0,1,0,0,1
first_rally_short_relaxed,2020-09-03 15:00:00+00:00,2.0,63.0,9,11,2,0.4850646926015604,0.1104015215135786,50.29337225039272,45.420365383571465,243.18043434196443,193.85813732478343,224.36431240929284,0,0,0,-0.0383036935704514,12227.25,11807.25,11685.5,11800.5,13.987495614709104,12072.814915836849,-0.0336172676149519,0,0,0,0,0,0,0,1,0,0,1
first_rally_short_relaxed,2020-09-03 16:00:00+00:00,2.0,64.0,9,11,2,0.4850646926015604,0.1104015215135786,50.29337225039272,45.420365383571465,243.18043434196443,193.85813732478343,224.36431240929284,0,0,0,0.0525747209218581,12211.25,11720.0,11597.0,11685.5,12.10265594039268,12027.499209566671,-0.0402813696079445,0,0,0,0,0,0,0,1,0,0,1
first_rally_short_relaxed,2020-09-03 18:00:00+00:00,2.0,66.0,9,11,2,0.4850646926015604,0.1104015215135786,50.29337225039272,45.420365383571465,243.18043434196443,193.85813732478343,224.36431240929284,0,0,0,-0.0034891835310537,12139.25,11656.5,11535.75,11601.0,11.345532333304163,11943.893910779068,-0.0224561998178082,0,0,0,0,0,0,0,1,0,0,1
first_rally_short_relaxed,2020-09-03 20:00:00+00:00,2.0,68.0,9,11,2,0.4850646926015604,0.1104015215135786,50.29337225039272,45.420365383571465,243.18043434196443,193.85813732478343,224.36431240929284,0,0,0,0.1870291516541107,12105.25,11645.0,11617.25,11599.25,22.27726667094643,11883.066217213704,0.0017461412434249,0,0,0,0,0,0,0,1,1,0,0
first_rally_short_relaxed,2020-09-04 05:00:00+00:00,2.0,77.0,9,11,2,0.5132209733230575,0.1177261212045386,48.719151673592,42.90654624545324,171.71086916653985,166.36370056694795,258.4811472372005,0,0,0,0.1294986158105198,11645.0,11522.0,11503.75,11506.0,29.984059130704807,11655.344166104542,0.0020688153310104,1,0,0,0,0,0,0,1,0,0,0
first_rally_short_relaxed,2020-09-04 06:00:00+00:00,2.0,78.0,9,11,2,0.5132209733230575,0.1177261212045386,48.719151673592,42.90654624545324,171.71086916653985,166.36370056694795,258.4811472372005,0,0,0,0.0708359923420548,11565.0,11507.0,11454.0,11504.25,27.54201543032343,11636.168531237445,0.0012018968116955,1,0,0,0,0,0,0,1,0,0,0
first_rally_short_relaxed,2020-09-04 07:00:00+00:00,2.0,79.0,9,11,2,0.5132209733230575,0.1177261212045386,48.719151673592,42.90654624545324,171.71086916653985,166.36370056694795,258.4811472372005,0,0,0,0.2521093486331421,11526.75,11594.0,11585.25,11454.25,41.15780373130192,11631.319147310069,0.0109293193717276,1,0,0,0,0,0,0,0,1,0,0
first_rally_short_relaxed,2020-09-04 08:00:00+00:00,2.0,80.0,9,11,2,0.5132209733230575,0.1177261212045386,48.719151673592,42.90654624545324,171.71086916653985,166.36370056694795,258.4811472372005,0,0,0,0.2569563723806252,11594.0,11605.25,11585.5,11585.25,41.18047644076324,11626.955418994825,0.0068875611080934,1,0,0,0,0,0,0,0,1,0,0
first_rally_short_relaxed,2020-09-04 09:00:00+00:00,2.0,81.0,9,11,2,0.5132209733230575,0.1177261212045386,48.719151673592,42.90654624545324,171.71086916653985,166.36370056694795,258.4811472372005,0,0,0,0.2964273081004598,11605.25,11610.0,11608.0,11585.25,43.29805578358097,11625.150140995316,0.0090622623057698,1,0,0,0,0,0,0,0,1,0,0
first_rally_short_relaxed,2020-09-04 13:00:00+00:00,2.0,85.0,9,11,2,0.5132209733230575,0.1177261212045386,48.719151673592,42.90654624545324,171.71086916653985,166.36370056694795,258.4811472372005,0,0,0,-0.1220839813374805,11615.25,11659.5,11359.25,11505.0,31.33397213797528,11572.27888855287,-0.0214291867677464,1,0,0,0,0,0,0,0,0,0,1
first_rally_short_relaxed,2020-09-04 14:00:00+00:00,2.0,86.0,9,11,2,0.5132209733230575,0.1177261212045386,48.719151673592,42.90654624545324,171.71086916653985,166.36370056694795,258.4811472372005,0,0,0,-0.4289752650176678,11659.5,11428.25,11165.5,11356.0,24.720086365798508,11533.538042024024,-0.0343977687933755,0,0,0,0,0,0,0,1,0,0,1
first_rally_short_relaxed,2020-09-04 17:00:00+00:00,2.0,89.0,9,11,2,0.5132209733230575,0.1177261212045386,48.719151673592,42.90654624545324,171.71086916653985,166.36370056694795,258.4811472372005,0,0,0,0.4797008547008547,11659.5,11326.5,11294.25,11324.5,35.45145534906891,11475.104894746008,-0.0057222087725862,0,0,0,0,0,0,0,1,0,0,1
first_rally_short_relaxed,2020-09-08 15:00:00+00:00,2.0,183.0,9,11,2,0.7355374309600398,0.3286328617274555,38.45404857270393,37.46381204717899,-128.51853454127377,37.60203849198842,281.8686517784729,0,0,0,0.2631859350026638,11368.75,11157.25,11056.0,11112.25,34.11248659985185,11200.062427204446,0.0016080447534709,0,0,1,0,0,0,0,1,0,0,0
first_rally_short_relaxed,2021-04-30 14:00:00+00:00,5.0,110.0,9,11,2,0.4173174638979151,0.0153480064394524,54.30188718414678,14.077882281376914,73.20067700949221,77.43893283556463,179.219247527724,0,0,0,0.4953416149068323,13825.0,13858.25,13800.5,13808.5,47.49297264659801,13804.149641986352,0.0033808346662789,0,0,0,1,0,0,1,0,0,0,0
first_rally_short_relaxed,2022-04-04 16:00:00+00:00,7.0,16.0,9,11,2,0.4666109923926876,0.0557755906235289,62.46339297890856,19.3700209693612,211.26984961815288,95.80749912041938,306.9065035508656,0,0,0,0.937123745819398,15314.5,15324.0,15291.0,15302.0,69.89576155210966,15138.221573926108,0.0141601724423809,0,0,0,0,0,1,0,0,0,1,0
first_rally_short_relaxed,2022-04-04 20:00:00+00:00,7.0,20.0,9,11,2,0.4666109923926876,0.0557755906235289,62.46339297890856,19.3700209693612,211.26984961815288,95.80749912041938,306.9065035508656,0,0,0,0.9787671232876712,15360.0,15367.0,15352.25,15356.0,73.59095035250994,15204.05369540276,0.0040056242233994,0,0,0,0,0,1,0,0,0,1,0
first_rally_short_relaxed,2022-04-06 14:00:00+00:00,7.0,62.0,9,11,2,0.6323389350397115,0.4849619997790792,47.75107516802375,18.69131952783756,105.61772270329492,60.12795285971879,324.5252505106953,0,0,0,-0.0590573537762634,15036.0,14718.75,14667.75,14699.25,14.849999729584454,14924.155893053843,-0.0124389833361386,0,0,0,0,0,0,0,1,0,0,1
first_rally_short_relaxed,2022-04-06 16:00:00+00:00,7.0,64.0,9,11,2,0.6323389350397115,0.4849619997790792,47.75107516802375,18.69131952783756,105.61772270329492,60.12795285971879,324.5252505106953,0,0,0,0.0045688178183894,14942.5,14697.5,14640.0,14689.0,16.98190780464384,14876.895186830923,-0.0105266715103999,0,0,0,0,0,0,0,1,0,0,1
first_rally_short_relaxed,2022-04-06 17:00:00+00:00,7.0,65.0,9,11,2,0.6323389350397115,0.4849619997790792,47.75107516802375,18.69131952783756,105.61772270329492,60.12795285971879,324.5252505106953,0,0,0,0.2288613303269447,14941.0,14755.0,14715.0,14639.75,29.169753365993813,14861.47659760893,0.0010885094224097,0,0,0,0,0,0,0,1,1,0,0
first_rally_short_relaxed,2022-04-06 18:00:00+00:00,7.0,66.0,9,11,2,0.6323389350397115,0.4849619997790792,47.75107516802375,18.69131952783756,105.61772270329492,60.12795285971879,324.5252505106953,0,0,0,0.4058624577226606,14905.25,14827.25,14793.5,14718.75,39.22657967330022,14855.002635931887,0.0085732303863919,0,0,0,0,0,0,0,1,1,0,0
first_rally_short_relaxed,2022-04-07 03:00:00+00:00,7.0,75.0,9,11,2,0.6171012931295861,0.443276247155396,49.93780707880706,17.39609369807947,68.17793958869697,46.495484120123365,323.8984469027885,0,0,0,0.1212290502793296,14845.5,14672.25,14642.75,14668.5,32.89208184882898,14752.664194891096,8.537376634909499e-05,1,0,0,0,0,0,0,1,0,0,0
first_rally_short_relaxed,2022-04-07 06:00:00+00:00,7.0,78.0,9,11,2,0.6171012931295861,0.443276247155396,49.93780707880706,17.39609369807947,68.17793958869697,46.495484120123365,323.8984469027885,0,0,0,0.3815602836879432,14713.25,14732.25,14723.0,14664.5,44.03170324240429,14733.78589922881,0.0037325515995432,1,0,0,0,0,0,0,0,1,0,0
first_rally_short_relaxed,2022-04-07 10:00:00+00:00,7.0,82.0,9,11,2,0.6171012931295861,0.443276247155396,49.93780707880706,17.39609369807947,68.17793958869697,46.495484120123365,323.8984469027885,0,0,0,0.6381322957198443,14777.5,14781.5,14752.5,14774.25,47.8954588348211,14740.15567933833,0.0020036677307613,1,0,0,0,0,0,0,0,0,1,0
first_rally_short_relaxed,2022-04-07 11:00:00+00:00,7.0,83.0,9,11,2,0.6171012931295861,0.443276247155396,49.93780707880706,17.39609369807947,68.17793958869697,46.495484120123365,323.8984469027885,0,0,0,0.607976653696498,14781.5,14796.75,14744.75,14752.5,47.001090906899584,14740.59323368706,0.0023282689235579,1,0,0,0,0,0,0,0,0,1,0
