signal_name,time,bear_window_id,hours_from_bear_start,conditions_passed,conditions_total,conditions_failed,bear_prob,exhaust_prob,daily_model_rsi,daily_model_adx,daily_model_ema20_slope_5,daily_model_ema50_slope_5,daily_model_atr,rsi70_streak,ob_streak_not_making_higher_high,rsi_rolling_over,range_pos,hh_8,high,close,open,h1_rsi,h1_ema_20,h1_ret_4,fail_is_early_window,fail_in_session,fail_upper_range_failure,fail_soft_daily_weakening,fail_soft_slope_condition
early_relaxed_signal_A,2022-04-08 15:00:00+00:00,7.0,111.0,4,5,1,0.7322240580659166,0.4731780513472429,45.7600769991834,16.1612593925425,14.970516770727045,25.43683768404117,324.47712926687507,0,0,0,0.4034822104466313,14835.5,14688.75,14638.5,14662.5,43.41516501784788,14711.874957382552,-0.0093894330812566,0,0,1,0,0
early_relaxed_signal_A,2022-04-08 16:00:00+00:00,7.0,112.0,4,5,1,0.7322240580659166,0.4731780513472429,45.7600769991834,16.1612593925425,14.970516770727045,25.43683768404117,324.47712926687507,0,0,0,0.5087055261165784,14835.5,14691.0,14673.25,14638.25,46.41405009346277,14708.196390012788,-0.0024813474056323,0,0,1,0,0
early_relaxed_signal_A,2022-04-08 17:00:00+00:00,7.0,113.0,4,5,1,0.7322240580659166,0.4731780513472429,45.7600769991834,16.1612593925425,14.970516770727045,25.43683768404117,324.47712926687507,0,0,0,0.2399697199091597,14793.0,14673.75,14584.5,14673.25,40.50916682934585,14696.41578144014,0.0046670225773675,0,0,1,0,0
early_relaxed_signal_A,2022-04-08 18:00:00+00:00,7.0,114.0,4,5,1,0.7322240580659166,0.4731780513472429,45.7600769991834,16.1612593925425,14.970516770727045,25.43683768404117,324.47712926687507,0,0,0,0.2066616199848599,14793.0,14610.75,14573.5,14584.5,39.832754988611605,14684.70951654108,-0.0060699062233589,0,0,1,0,0
early_relaxed_signal_A,2022-04-08 19:00:00+00:00,7.0,115.0,4,5,1,0.7322240580659166,0.4731780513472429,45.7600769991834,16.1612593925425,14.970516770727045,25.43683768404117,324.47712926687507,0,0,0,0.0704012112036336,14793.0,14607.5,14528.5,14573.5,37.103305833287024,14669.832419727643,-0.0075144311234074,0,0,1,0,0
early_relaxed_signal_A,2022-04-08 20:00:00+00:00,7.0,116.0,4,5,1,0.7322240580659166,0.4731780513472429,45.7600769991834,16.1612593925425,14.970516770727045,25.43683768404117,324.47712926687507,0,0,0,0.0534638554216867,14782.0,14549.0,14521.25,14529.0,36.66736798439804,14655.681713086917,-0.010358986591246,0,0,1,0,0
early_relaxed_signal_A,2022-04-11 14:00:00+00:00,7.0,182.0,4,5,1,0.8119837206018744,0.4714060955943633,40.10733044564172,15.17218546627969,-141.17039330105945,-41.534660792240174,308.4917594188872,0,0,0,-0.1311475409836065,14499.0,14382.0,14242.5,14332.0,28.014239094539448,14434.642704814967,-0.0127200887286843,0,0,1,0,0
early_relaxed_signal_A,2022-04-11 15:00:00+00:00,7.0,183.0,4,5,1,0.8119837206018744,0.4714060955943633,40.10733044564172,15.17218546627969,-141.17039330105945,-41.534660792240174,308.4917594188872,0,0,0,0.1042345276872964,14499.0,14291.75,14267.0,14242.25,31.23707519585944,14418.676732927828,-0.0072540662781594,0,0,1,0,0
early_relaxed_signal_A,2022-04-11 16:00:00+00:00,7.0,184.0,4,5,1,0.8119837206018744,0.4714060955943633,40.10733044564172,15.17218546627969,-141.17039330105945,-41.534660792240174,308.4917594188872,0,0,0,0.1484888304862023,14463.25,14292.25,14283.5,14267.0,33.39964776303596,14405.802758363274,-0.0046861662282459,0,0,1,0,0
early_relaxed_signal_A,2022-04-11 17:00:00+00:00,7.0,185.0,4,5,1,0.8119837206018744,0.4714060955943633,40.10733044564172,15.17218546627969,-141.17039330105945,-41.534660792240174,308.4917594188872,0,0,0,0.1699204627621113,14437.5,14324.5,14285.75,14283.25,33.705826457358185,14394.369162328676,-0.0031922687785647,0,0,1,0,0
early_relaxed_signal_A,2022-04-11 18:00:00+00:00,7.0,186.0,4,5,1,0.8119837206018744,0.4714060955943633,40.10733044564172,15.17218546627969,-141.17039330105945,-41.534660792240174,308.4917594188872,0,0,0,0.1785972523499638,14437.5,14311.0,14288.75,14286.0,34.14057665128904,14384.31019448785,0.0032473231525365,0,0,1,0,0
early_relaxed_signal_A,2022-04-11 19:00:00+00:00,7.0,187.0,4,5,1,0.8119837206018744,0.4714060955943633,40.10733044564172,15.17218546627969,-141.17039330105945,-41.534660792240174,308.4917594188872,0,0,0,-0.0909768829231916,14432.25,14316.0,14196.5,14288.75,28.049208620953262,14366.423509298533,-0.0049414733300623,0,0,1,0,0
early_relaxed_signal_A,2022-04-11 20:00:00+00:00,7.0,188.0,4,5,1,0.8119837206018744,0.4714060955943633,40.10733044564172,15.17218546627969,-141.17039330105945,-41.534660792240174,308.4917594188872,0,0,0,0.0576194086429113,14390.0,14204.75,14196.5,14196.0,28.049208620953262,14350.240317936765,-0.0060909440963349,0,0,1,0,0
early_relaxed_signal_A,2024-03-28 14:00:00+00:00,9.0,110.0,4,5,1,0.359225695898742,0.014627209899923,57.7346154265792,19.370836459882305,128.28393000843425,115.3508852705636,220.90112554533616,0,0,1,0.7839285714285714,18781.25,18783.5,18751.0,18760.0,53.3719836920825,18738.08116174125,0.0009875884158547,0,0,0,0,1
early_relaxed_signal_A,2026-02-03 14:00:00+00:00,12.0,158.0,4,5,1,0.6507446818870826,0.01558678546083,44.32539689843076,12.74207680433332,-49.498289812407165,-15.404456582436978,377.0225647631362,0,0,0,-0.9187878787878788,26027.75,25978.0,25632.0,25967.25,33.91842883553471,25882.855594816298,-0.0124826629680998,0,0,1,0,0
early_relaxed_signal_A,2026-02-03 15:00:00+00:00,12.0,159.0,4,5,1,0.6507446818870826,0.01558678546083,44.32539689843076,12.74207680433332,-49.498289812407165,-15.404456582436978,377.0225647631362,0,0,0,-0.0129709697344039,26027.75,25647.25,25617.75,25632.0,33.24457588385759,25857.60744292903,-0.0126417621383078,0,0,1,0,0
early_relaxed_signal_A,2026-02-03 16:00:00+00:00,12.0,160.0,4,5,1,0.6507446818870826,0.01558678546083,44.32539689843076,12.74207680433332,-49.498289812407165,-15.404456582436978,377.0225647631362,0,0,0,0.0385650224215246,26024.0,25620.0,25491.75,25618.0,27.95593790309711,25822.76387693579,-0.0188593916883966,0,0,1,0,0
early_relaxed_signal_A,2026-02-03 17:00:00+00:00,12.0,161.0,4,5,1,0.6507446818870826,0.01558678546083,44.32539689843076,12.74207680433332,-49.498289812407165,-15.404456582436978,377.0225647631362,0,0,0,-0.1396797153024911,26010.75,25502.25,25387.25,25491.5,24.47794686094037,25781.286364846663,-0.0223358268588318,0,0,1,0,0
early_relaxed_signal_A,2026-02-03 18:00:00+00:00,12.0,162.0,4,5,1,0.6507446818870826,0.01558678546083,44.32539689843076,12.74207680433332,-49.498289812407165,-15.404456582436978,377.0225647631362,0,0,0,-0.1437980241492865,26003.5,25424.0,25246.25,25387.0,20.73038167579169,25730.33052057556,-0.015049547440699,0,0,1,0,0
early_relaxed_signal_A,2026-02-03 19:00:00+00:00,12.0,163.0,4,5,1,0.6507446818870826,0.01558678546083,44.32539689843076,12.74207680433332,-49.498289812407165,-15.404456582436978,377.0225647631362,0,0,0,0.0905020786696514,26003.5,25359.25,25316.75,25246.25,26.767539402425925,25690.94189956836,-0.0117496657590928,0,0,1,0,0
early_relaxed_signal_A,2026-02-03 20:00:00+00:00,12.0,164.0,4,5,1,0.6507446818870826,0.01558678546083,44.32539689843076,12.74207680433332,-49.498289812407165,-15.404456582436978,377.0225647631362,0,0,0,0.2806421735103427,26003.5,25459.25,25445.25,25316.25,36.29158087426385,25667.54267103804,-0.0018241195680955,0,0,1,0,0
early_relaxed_signal_A,2026-02-04 14:00:00+00:00,12.0,182.0,4,5,1,0.8212923729580818,0.0288254801912692,38.73423303805773,12.731600004613556,-99.16511935407834,-37.19251710861863,402.2709529943408,0,0,0,-0.0691399662731871,25514.5,25389.25,25197.5,25357.75,29.828816664615204,25450.028063134512,-0.0099019627104658,0,0,1,0,0
early_relaxed_signal_A,2026-02-04 15:00:00+00:00,12.0,183.0,4,5,1,0.8212923729580818,0.0288254801912692,38.73423303805773,12.731600004613556,-99.16511935407834,-37.19251710861863,402.2709529943408,0,0,0,-0.1027397260273972,25514.5,25305.75,25152.25,25199.5,28.068243573356767,25421.66824759789,-0.0126983503920394,0,0,1,0,0
early_relaxed_signal_A,2026-02-04 16:00:00+00:00,12.0,184.0,4,5,1,0.8212923729580818,0.0288254801912692,38.73423303805773,12.731600004613556,-99.16511935407834,-37.19251710861863,402.2709529943408,0,0,0,-0.1770129071911493,25509.75,25171.5,25035.75,25152.5,24.120910625571213,25384.914128779044,-0.0146024186485874,0,0,1,0,0
early_relaxed_signal_A,2026-02-04 17:00:00+00:00,12.0,185.0,4,5,1,0.8212923729580818,0.0288254801912692,38.73423303805773,12.731600004613556,-99.16511935407834,-37.19251710861863,402.2709529943408,0,0,0,-0.0916453537936913,25491.0,25057.5,24874.25,25035.75,19.935429367691285,25336.27944984771,-0.0190864905898474,0,0,1,0,0
early_relaxed_signal_A,2026-02-04 18:00:00+00:00,12.0,186.0,4,5,1,0.8212923729580818,0.0288254801912692,38.73423303805773,12.731600004613556,-99.16511935407834,-37.19251710861863,402.2709529943408,0,0,0,0.1913073237508555,25491.0,24959.0,24923.75,24873.75,24.272747312171703,25296.990930814594,-0.0108641730330389,0,0,1,0,0
early_relaxed_signal_A,2026-02-04 19:00:00+00:00,12.0,187.0,4,5,1,0.8212923729580818,0.0288254801912692,38.73423303805773,12.731600004613556,-99.16511935407834,-37.19251710861863,402.2709529943408,0,0,0,0.4404517453798768,25491.0,25115.5,25105.75,24923.75,37.64749653264173,25278.77750883225,-0.0018487411662972,0,0,1,0,0
early_relaxed_signal_A,2026-02-04 20:00:00+00:00,12.0,188.0,4,5,1,0.8212923729580818,0.0288254801912692,38.73423303805773,12.731600004613556,-99.16511935407834,-37.19251710861863,402.2709529943408,0,0,0,0.2929500342231348,25491.0,25119.25,24998.0,25106.25,33.83720265461541,25252.03679370537,-0.0015078437833897,0,0,1,0,0
early_relaxed_signal_A,2020-02-18 20:00:00+00:00,1.0,20.0,3,5,2,0.2197375372639464,0.0138767923012155,71.53455781667317,52.29122706936608,137.78549203134207,96.22070454236382,114.86094869000816,1,0,0,0.8925438596491229,9126.5,9132.75,9114.25,9123.5,57.47666363672526,9083.142642498313,0.0059601004387295,0,0,0,1,1
early_relaxed_signal_A,2020-02-21 14:00:00+00:00,1.0,86.0,3,5,2,0.3983495688875695,0.0184816200664927,55.62909173544952,46.38234795576832,87.80927435946069,79.90245583300748,128.88748333525805,0,0,1,-0.2452380952380952,9084.25,9084.0,8991.25,9065.75,31.32752804246684,9068.625396687976,-0.0074513591831102,0,0,1,0,1
