pipeline,step,condition,remaining_rows,remaining_pct
signal_C_pipeline,1,is_early_window,1619,100.0
signal_C_pipeline,2,in_session,483,29.83323038912909
signal_C_pipeline,3,upper_range_failure,7,0.4323656578134651
signal_C_pipeline,4,near_end_of_avg_ob_streak,1,0.06176652254478073
signal_C_pipeline,5,close_back_below_ema20_fail,0,0.0
