pipeline,step,condition,remaining_rows,remaining_pct
signal_B_pipeline,1,is_early_window,1619,100.0
signal_B_pipeline,2,in_session,483,29.83323038912909
signal_B_pipeline,3,upper_range_failure,7,0.4323656578134651
signal_B_pipeline,4,overbought_stall_condition,0,0.0
