signal_time,entry_time,entry,d_rsi10,d_atr7,d_atr14,h1_atr14,pullback_depth_atr,bars_since_20bar_high,close_loc,body_ratio,dist_prev_day_high,dist_prev_day_low,dist_prev_day_close,max_favorable_points,max_adverse_points,final_move_points
2026-01-30 09:00:00+00:00,2026-01-30 10:00:00+00:00,25697.0,46.37478824991789,383.6093072247217,336.0874565995812,107.02951580072003,3.013187508018516,49.0,0.3442028985507246,0.5235507246376812,-584.25,160.5,-275.5,330.75,516.75,-247.5
2026-01-30 13:00:00+00:00,2026-01-30 14:00:00+00:00,25825.5,46.37478824991789,383.6093072247217,336.0874565995812,105.97264813578627,0.7478344779914752,53.0,0.4467120181405896,0.18820861678004536,-455.0,289.75,-146.25,202.25,645.25,-628.0
2026-01-30 16:00:00+00:00,2026-01-30 17:00:00+00:00,25757.5,46.37478824991789,383.6093072247217,336.0874565995812,112.9399263681933,1.6048354716392352,56.0,0.11177644710578842,0.6686626746506986,-522.75,222.0,-214.0,270.25,973.5,-883.25
2026-01-30 17:00:00+00:00,2026-01-30 18:00:00+00:00,25679.5,46.37478824991789,383.6093072247217,336.0874565995812,113.2477887704652,2.291435469225489,57.0,0.010660980810234541,0.6631130063965884,-601.0,143.75,-292.25,348.25,895.5,-755.75
2026-01-30 19:00:00+00:00,2026-01-30 20:00:00+00:00,25658.5,46.37478824991789,383.6093072247217,336.0874565995812,120.3271750112685,2.33322190081923,59.0,0.05029013539651837,0.6441005802707931,-622.25,122.5,-313.5,369.25,874.5,-660.5
2026-01-30 21:00:00+00:00,2026-01-30 22:00:00+00:00,25638.75,46.37478824991789,383.6093072247217,336.0874565995812,120.13542131073662,2.5013438727845374,61.0,0.16257668711656442,0.40797546012269936,-642.0,102.75,-333.25,389.0,854.75,-571.0
2026-02-02 01:00:00+00:00,2026-02-02 02:00:00+00:00,25407.25,56.46662581541558,388.1548407012825,343.7358389756851,126.90735442212942,3.640450958131698,66.0,0.03761755485893417,0.8244514106583072,-163.5,34.0,-126.25,620.5,623.25,-397.25
2026-02-02 02:00:00+00:00,2026-02-02 03:00:00+00:00,25366.75,56.46662581541558,388.1548407012825,343.7358389756851,124.50325767769161,3.4456929722319054,67.0,0.10723860589812333,0.4343163538873995,-204.0,-6.5,-166.75,661.0,582.75,-370.25
2026-02-02 03:00:00+00:00,2026-02-02 04:00:00+00:00,25280.75,56.46662581541558,388.1548407012825,343.7358389756851,124.59231070071364,4.023121468579753,68.0,0.1411530815109344,0.6898608349900597,-290.75,-93.25,-253.5,747.0,496.75,-208.75
2026-02-03 16:00:00+00:00,2026-02-03 17:00:00+00:00,25491.5,42.5491007724266,448.3827206010993,377.0225647631362,101.11774564462344,5.300751085608284,9.0,0.1685575364667747,0.8184764991896273,-487.0,311.5,-456.25,23.0,1251.0,-421.75
