signal_time,trigger,entry_time,entry_price,exit_time,exit_price,exit_reason,bars_held,pnl_usd,return_pct,r_multiple,rf_prob,stop_type,stop_value,target_type,target_value,trail_mode,trail_trigger_r,trail_distance_type,trail_distance_value,tighten_mode,rsi_threshold,atr_stretch_threshold,tighten_stop_factor,force_exit,initial_stop_points,initial_target_points,risk_usd,capital_before,capital_after
2022-03-08 06:00:00,atr_breakdown,2022-03-08 07:00:00,13482.75,2022-03-08 08:00:00,13582.75,stop,2,-200.0,-0.7362279361690427,-1.0,0.5062465260253133,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5000.0,4800.0
2022-03-10 08:00:00,atr_breakdown,2022-03-10 09:00:00,13953.0,2022-03-10 11:00:00,13893.0,target,3,120.0,0.4318721658389091,0.6,0.5273196499906223,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,4800.0,4920.0
2022-03-10 08:00:00,rsi_rollover,2022-03-10 09:00:00,13953.0,2022-03-10 11:00:00,13893.0,target,3,120.0,0.4318721658389091,0.6,0.5273196499906223,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,4920.0,5040.0
2022-03-21 05:00:00,atr_breakdown,2022-03-21 06:00:00,14523.25,2022-03-21 13:00:00,14623.25,stop,8,-200.0,-0.6838425110696988,-1.0,0.5387546933579884,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5040.0,4840.0
2022-03-23 11:00:00,atr_breakdown,2022-03-23 12:00:00,14739.25,2022-03-23 13:00:00,14679.25,target,2,120.0,0.40874022855390546,0.6,0.5145360842021928,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,4840.0,4960.0
2022-04-11 08:00:00,atr_breakdown,2022-04-11 09:00:00,14369.0,2022-04-11 13:00:00,14309.0,target,5,120.0,0.4193165140820465,0.6,0.5440626888904824,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,4960.0,5080.0
2022-04-11 19:00:00,atr_breakdown,2022-04-11 20:00:00,14196.0,2022-04-12 00:00:00,14160.875,trail_or_tightened_stop,4,70.25,0.2480425821144605,0.35125,0.5740444178161281,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5080.0,5150.25
2022-04-12 17:00:00,atr_breakdown,2022-04-12 18:00:00,14198.25,2022-04-12 18:00:00,14153.875,trail_or_tightened_stop,1,88.75,0.3135183827750243,0.44375,0.5192641792618674,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5150.25,5239.0
2022-04-13 11:00:00,atr_breakdown,2022-04-13 12:00:00,14173.25,2022-04-13 14:00:00,14273.25,stop,3,-200.0,-0.7006112833447209,-1.0,0.5658777677538948,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5239.0,5039.0
2022-04-14 12:00:00,atr_breakdown,2022-04-14 13:00:00,14381.5,2022-04-14 13:00:00,14339.375,trail_or_tightened_stop,1,84.25,0.29377152072527224,0.42125,0.5893987698604897,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5039.0,5123.25
2022-04-14 13:00:00,atr_breakdown,2022-04-14 14:00:00,14309.25,2022-04-14 14:00:00,14258.875,trail_or_tightened_stop,1,100.75,0.35328874122257936,0.50375,0.5161335436397627,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5123.25,5224.0
2022-04-14 16:00:00,atr_breakdown,2022-04-14 17:00:00,14176.25,2022-04-14 17:00:00,14169.375,trail_or_tightened_stop,1,13.75,0.048520135856389146,0.06875,0.5012852889712173,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5224.0,5237.75
2022-04-19 08:00:00,atr_breakdown,2022-04-19 09:00:00,14056.75,2022-04-19 09:00:00,14038.875,trail_or_tightened_stop,1,35.75,0.12732501713990096,0.17875,0.534864490218799,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5237.75,5273.5
2022-04-19 20:00:00,atr_breakdown,2022-04-19 22:00:00,14292.75,2022-04-19 22:00:00,14282.0,trail_or_tightened_stop,1,21.5,0.07526957008823221,0.1075,0.5338309929265702,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5273.5,5295.0
2022-04-28 12:00:00,atr_breakdown,2022-04-28 13:00:00,13387.75,2022-04-28 13:00:00,13338.125,trail_or_tightened_stop,1,99.25,0.3720537931680701,0.49625,0.54939968309064,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5295.0,5394.25
2022-05-04 13:00:00,atr_breakdown,2022-05-04 14:00:00,13211.25,2022-05-04 14:00:00,13160.875,trail_or_tightened_stop,1,100.75,0.38276330411162185,0.50375,0.5300230391827097,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5394.25,5495.0
2022-05-04 14:00:00,atr_breakdown,2022-05-04 15:00:00,13126.5,2022-05-04 15:00:00,13100.75,trail_or_tightened_stop,1,51.5,0.1965536324256334,0.2575,0.5273795605095702,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5495.0,5546.5
2022-05-11 17:00:00,atr_breakdown,2022-05-11 18:00:00,12201.25,2022-05-11 18:00:00,12200.125,trail_or_tightened_stop,1,2.25,0.009221216995736192,0.01125,0.5155469628147493,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5546.5,5548.75
2022-05-16 13:00:00,atr_breakdown,2022-05-16 14:00:00,12441.0,2022-05-16 14:00:00,12541.0,stop,1,-200.0,-0.7973845785822498,-1.0,0.5227642443079468,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5548.75,5348.75
2022-05-16 14:00:00,atr_breakdown,2022-05-16 15:00:00,12402.25,2022-05-16 15:00:00,12502.25,stop,1,-200.0,-0.7998560259153353,-1.0,0.5996321688527504,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5348.75,5148.75
2022-05-18 11:00:00,atr_breakdown,2022-05-18 12:00:00,12608.0,2022-05-18 12:00:00,12582.5,trail_or_tightened_stop,1,51.0,0.20266242797535305,0.255,0.6019249685092456,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5148.75,5199.75
2022-05-18 12:00:00,atr_breakdown,2022-05-18 13:00:00,12559.75,2022-05-18 13:00:00,12521.25,trail_or_tightened_stop,1,77.0,0.3074772886093591,0.385,0.5801833129455443,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5199.75,5276.75
2022-05-18 13:00:00,atr_breakdown,2022-05-18 14:00:00,12491.75,2022-05-18 14:00:00,12472.625,trail_or_tightened_stop,1,38.25,0.15333580541385672,0.19125,0.5901583703810832,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5276.75,5315.0
2022-05-18 18:00:00,atr_breakdown,2022-05-18 19:00:00,12120.75,2022-05-18 19:00:00,12100.875,trail_or_tightened_stop,1,39.75,0.1642443211751221,0.19875,0.5762360515599236,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5315.0,5354.75
2022-05-20 13:00:00,atr_breakdown,2022-05-20 14:00:00,12188.75,2022-05-20 14:00:00,12087.875,trail_or_tightened_stop,1,201.75,0.8345139240768074,1.00875,0.6315455132512076,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5354.75,5556.5
2022-05-20 15:00:00,atr_breakdown,2022-05-20 16:00:00,11927.0,2022-05-20 16:00:00,11827.0,trail_or_tightened_stop,1,200.0,0.8455229559482635,1.0,0.6087980053564518,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5556.5,5756.5
2022-05-23 08:00:00,atr_breakdown,2022-05-23 09:00:00,12091.25,2022-05-23 13:00:00,12031.25,target,5,120.0,0.4987012987013095,0.6,0.577471891363004,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5756.5,5876.5
2022-05-23 13:00:00,atr_breakdown,2022-05-23 14:00:00,12046.25,2022-05-23 14:00:00,11986.25,target,1,120.0,0.5005735738867534,0.6,0.5322135395105004,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5876.5,5996.5
2022-05-24 14:00:00,atr_breakdown,2022-05-24 15:00:00,11819.25,2022-05-24 15:00:00,11919.25,stop,1,-200.0,-0.8389789626025101,-1.0,0.502041908527728,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5996.5,5796.5
2022-05-25 11:00:00,atr_breakdown,2022-05-25 12:00:00,11894.0,2022-05-25 13:00:00,11994.0,stop,2,-200.0,-0.8337502084375559,-1.0,0.530868290993402,fixed,100,fixed,60,off,,,,either,30,1.25,0.5,False,100.0,60.0,200.0,5796.5,5596.5
