signal_time,trigger,label,return_pct,r_multiple,entry_time,exit_time,exit_reason,prob_target_hit_first,pred_label,fold_train_start,fold_train_end,fold_test_start,fold_test_end,threshold
2022-09-27 15:00:00,atr_breakdown,1,0.8429797139480888,1.4999999999999918,2022-09-27 16:00:00,2022-09-27 16:00:00,target,0.6458190534945282,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.55
2022-09-27 16:00:00,atr_breakdown,0,-0.6089634793980059,-0.9999999999999963,2022-09-27 17:00:00,2022-09-27 22:00:00,stop,0.7120348851975713,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.55
2022-09-29 13:00:00,atr_breakdown,1,0.8951912164143927,1.4999999999999922,2022-09-29 14:00:00,2022-09-29 14:00:00,target,0.6624461796061193,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.55
2022-09-29 14:00:00,atr_breakdown,1,0.9690333602042189,1.4999999999999964,2022-09-29 15:00:00,2022-09-29 18:00:00,target,0.7138265381759701,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.55
2022-09-30 19:00:00,atr_breakdown,1,1.2177732774708128,1.4999999999999911,2022-09-30 20:00:00,2022-10-03 00:00:00,target,0.6941952318810549,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.55
2022-10-07 13:00:00,atr_breakdown,1,0.8560445564960606,1.4999999999999878,2022-10-07 14:00:00,2022-10-07 16:00:00,target,0.623715981200651,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.55
2022-10-07 15:00:00,atr_breakdown,1,0.9512988888674911,1.5000000000000038,2022-10-07 16:00:00,2022-10-07 19:00:00,target,0.6579455775036547,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.55
2022-10-07 16:00:00,atr_breakdown,1,1.0003524014505771,1.5000000000000107,2022-10-07 17:00:00,2022-10-09 22:00:00,target,0.6207050884705836,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.55
2022-10-14 14:00:00,atr_breakdown,1,1.3610114144019025,1.5000000000000053,2022-10-14 15:00:00,2022-10-14 18:00:00,target,0.6704848243174834,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.55
2022-10-14 15:00:00,atr_breakdown,0,-0.9232170299960152,-1.0,2022-10-14 16:00:00,2022-10-17 12:00:00,stop,0.7187543373539834,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.55
2022-11-01 13:00:00,atr_breakdown,1,0.4843676414794995,1.4999999999999791,2022-11-01 14:00:00,2022-11-01 14:00:00,target,0.5710335103680247,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.55
2022-11-01 14:00:00,atr_breakdown,0,-0.41883020692021766,-1.0000000000000109,2022-11-01 15:00:00,2022-11-01 16:00:00,stop,0.6239465362904449,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.55
2022-11-02 19:00:00,atr_breakdown,1,1.1929994250902576,1.500000000000009,2022-11-02 20:00:00,2022-11-03 12:00:00,target,0.5931853983583931,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.55
2022-12-09 13:00:00,atr_breakdown,0,-0.33841825322473706,-1.0000000000000067,2022-12-09 14:00:00,2022-12-09 14:00:00,stop,0.6786213264123441,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.55
2022-12-09 13:00:00,rsi_rollover,0,-0.33841825322473706,-1.0000000000000067,2022-12-09 14:00:00,2022-12-09 14:00:00,stop,0.6786213264123441,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.55
2022-12-14 19:00:00,atr_breakdown,0,-0.542741660403101,-1.0000000000000082,2022-12-14 20:00:00,2022-12-14 20:00:00,stop,0.5622787898003642,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.55
2022-12-22 12:00:00,atr_breakdown,1,0.2899099056492327,1.5000000000000238,2022-12-22 13:00:00,2022-12-22 13:00:00,target,0.6333849257730367,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.55
2022-12-22 13:00:00,atr_breakdown,1,0.3788625851725014,1.4999999999999816,2022-12-22 14:00:00,2022-12-22 14:00:00,target,0.5799246952084084,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.55
2022-12-27 12:00:00,atr_breakdown,1,0.3779782662497011,1.5,2022-12-27 13:00:00,2022-12-27 13:00:00,target,0.6221312219110574,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.55
2022-12-30 12:00:00,atr_breakdown,1,0.36839990906119,1.4999999999999711,2022-12-30 13:00:00,2022-12-30 14:00:00,target,0.5626692445403841,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.55
2023-01-03 14:00:00,atr_breakdown,1,0.8043288105942015,1.5000000000000133,2023-01-03 15:00:00,2023-01-03 16:00:00,target,0.5698072383411416,1,2022-07-01,2023-01-01,2023-01-01,2023-03-01,0.55
2023-01-03 14:00:00,rsi_rollover,1,0.8043288105942015,1.5000000000000133,2023-01-03 15:00:00,2023-01-03 16:00:00,target,0.5698072383411416,1,2022-07-01,2023-01-01,2023-01-01,2023-03-01,0.55
2023-01-18 15:00:00,rsi_rollover,1,0.6549885757806573,1.499999999999995,2023-01-18 16:00:00,2023-01-18 16:00:00,target,0.5861816667719475,1,2022-07-01,2023-01-01,2023-01-01,2023-03-01,0.55
2022-05-11 17:00:00,atr_breakdown,0,-1.0621122059643384,-1.000000000000002,2022-05-11 18:00:00,2022-05-11 18:00:00,stop,0.608242329807664,1,2021-11-01,2022-05-01,2022-05-01,2022-07-01,0.6
2022-05-16 14:00:00,atr_breakdown,0,-0.6450320799387677,-0.9999999999999968,2022-05-16 15:00:00,2022-05-16 15:00:00,stop,0.645434846666938,1,2021-11-01,2022-05-01,2022-05-01,2022-07-01,0.6
2022-05-20 15:00:00,atr_breakdown,1,0.9018917065241494,1.5000000000000038,2022-05-20 16:00:00,2022-05-20 16:00:00,target,0.6227064416408075,1,2021-11-01,2022-05-01,2022-05-01,2022-07-01,0.6
2022-05-23 13:00:00,atr_breakdown,0,-0.5994182636909873,-0.9999999999999964,2022-05-23 14:00:00,2022-05-23 14:00:00,stop,0.6045425565842987,1,2021-11-01,2022-05-01,2022-05-01,2022-07-01,0.6
2022-05-31 12:00:00,atr_breakdown,0,-0.5372867573800622,-0.9999999999999963,2022-05-31 13:00:00,2022-05-31 13:00:00,stop,0.6356213700192526,1,2021-11-01,2022-05-01,2022-05-01,2022-07-01,0.6
2022-06-03 15:00:00,atr_breakdown,0,-0.4816524319053883,-0.9999999999999916,2022-06-03 16:00:00,2022-06-03 16:00:00,stop,0.6040591751931002,1,2021-11-01,2022-05-01,2022-05-01,2022-07-01,0.6
2022-06-06 16:00:00,atr_breakdown,0,-0.47686364254946323,-1.0000000000000127,2022-06-06 17:00:00,2022-06-06 17:00:00,stop,0.6129571667900517,1,2021-11-01,2022-05-01,2022-05-01,2022-07-01,0.6
2022-06-07 01:00:00,atr_breakdown,0,-0.6291712238566061,-0.9999999999999934,2022-06-07 02:00:00,2022-06-07 14:00:00,stop,0.6368341907534989,1,2021-11-01,2022-05-01,2022-05-01,2022-07-01,0.6
2022-06-16 17:00:00,atr_breakdown,0,-0.8669821422403357,-1.0000000000000027,2022-06-16 18:00:00,2022-06-16 22:00:00,stop,0.6113647030507559,1,2021-11-01,2022-05-01,2022-05-01,2022-07-01,0.6
2022-09-02 17:00:00,atr_breakdown,0,-0.4254279723980736,-0.5705928237129485,2022-09-02 18:00:00,2022-09-05 15:00:00,time,0.6437259409826044,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.6
2022-09-06 13:00:00,atr_breakdown,0,-0.4649155043778941,-0.9999999999999862,2022-09-06 14:00:00,2022-09-06 14:00:00,stop,0.6543144938937951,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.6
2022-09-20 17:00:00,atr_breakdown,0,-0.45942173598884084,-1.0000000000000095,2022-09-20 18:00:00,2022-09-20 18:00:00,stop,0.6524123056090511,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.6
2022-09-21 19:00:00,rsi_rollover,1,1.3117133702713835,1.5000000000000027,2022-09-21 20:00:00,2022-09-22 01:00:00,target,0.6561931681642117,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.6
2022-09-21 19:00:00,atr_breakdown,1,1.3117133702713835,1.5000000000000027,2022-09-21 20:00:00,2022-09-22 01:00:00,target,0.6561931681642117,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.6
2022-09-27 15:00:00,atr_breakdown,1,0.8429797139480888,1.4999999999999918,2022-09-27 16:00:00,2022-09-27 16:00:00,target,0.6458190534945282,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.6
2022-09-27 16:00:00,atr_breakdown,0,-0.6089634793980059,-0.9999999999999963,2022-09-27 17:00:00,2022-09-27 22:00:00,stop,0.7120348851975713,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.6
2022-09-29 13:00:00,atr_breakdown,1,0.8951912164143927,1.4999999999999922,2022-09-29 14:00:00,2022-09-29 14:00:00,target,0.6624461796061193,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.6
2022-09-29 14:00:00,atr_breakdown,1,0.9690333602042189,1.4999999999999964,2022-09-29 15:00:00,2022-09-29 18:00:00,target,0.7138265381759701,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.6
2022-09-30 19:00:00,atr_breakdown,1,1.2177732774708128,1.4999999999999911,2022-09-30 20:00:00,2022-10-03 00:00:00,target,0.6941952318810549,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.6
2022-10-07 13:00:00,atr_breakdown,1,0.8560445564960606,1.4999999999999878,2022-10-07 14:00:00,2022-10-07 16:00:00,target,0.623715981200651,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.6
2022-10-07 15:00:00,atr_breakdown,1,0.9512988888674911,1.5000000000000038,2022-10-07 16:00:00,2022-10-07 19:00:00,target,0.6579455775036547,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.6
2022-10-07 16:00:00,atr_breakdown,1,1.0003524014505771,1.5000000000000107,2022-10-07 17:00:00,2022-10-09 22:00:00,target,0.6207050884705836,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.6
2022-10-14 14:00:00,atr_breakdown,1,1.3610114144019025,1.5000000000000053,2022-10-14 15:00:00,2022-10-14 18:00:00,target,0.6704848243174834,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.6
2022-10-14 15:00:00,atr_breakdown,0,-0.9232170299960152,-1.0,2022-10-14 16:00:00,2022-10-17 12:00:00,stop,0.7187543373539834,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.6
2022-11-01 14:00:00,atr_breakdown,0,-0.41883020692021766,-1.0000000000000109,2022-11-01 15:00:00,2022-11-01 16:00:00,stop,0.6239465362904449,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.6
2022-12-09 13:00:00,atr_breakdown,0,-0.33841825322473706,-1.0000000000000067,2022-12-09 14:00:00,2022-12-09 14:00:00,stop,0.6786213264123441,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.6
2022-12-09 13:00:00,rsi_rollover,0,-0.33841825322473706,-1.0000000000000067,2022-12-09 14:00:00,2022-12-09 14:00:00,stop,0.6786213264123441,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.6
2022-12-22 12:00:00,atr_breakdown,1,0.2899099056492327,1.5000000000000238,2022-12-22 13:00:00,2022-12-22 13:00:00,target,0.6333849257730367,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.6
2022-12-27 12:00:00,atr_breakdown,1,0.3779782662497011,1.5,2022-12-27 13:00:00,2022-12-27 13:00:00,target,0.6221312219110574,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.6
2022-09-06 13:00:00,atr_breakdown,0,-0.4649155043778941,-0.9999999999999862,2022-09-06 14:00:00,2022-09-06 14:00:00,stop,0.6543144938937951,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.65
2022-09-20 17:00:00,atr_breakdown,0,-0.45942173598884084,-1.0000000000000095,2022-09-20 18:00:00,2022-09-20 18:00:00,stop,0.6524123056090511,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.65
2022-09-21 19:00:00,rsi_rollover,1,1.3117133702713835,1.5000000000000027,2022-09-21 20:00:00,2022-09-22 01:00:00,target,0.6561931681642117,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.65
2022-09-21 19:00:00,atr_breakdown,1,1.3117133702713835,1.5000000000000027,2022-09-21 20:00:00,2022-09-22 01:00:00,target,0.6561931681642117,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.65
2022-09-27 16:00:00,atr_breakdown,0,-0.6089634793980059,-0.9999999999999963,2022-09-27 17:00:00,2022-09-27 22:00:00,stop,0.7120348851975713,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.65
2022-09-29 13:00:00,atr_breakdown,1,0.8951912164143927,1.4999999999999922,2022-09-29 14:00:00,2022-09-29 14:00:00,target,0.6624461796061193,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.65
2022-09-29 14:00:00,atr_breakdown,1,0.9690333602042189,1.4999999999999964,2022-09-29 15:00:00,2022-09-29 18:00:00,target,0.7138265381759701,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.65
2022-09-30 19:00:00,atr_breakdown,1,1.2177732774708128,1.4999999999999911,2022-09-30 20:00:00,2022-10-03 00:00:00,target,0.6941952318810549,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.65
2022-10-07 15:00:00,atr_breakdown,1,0.9512988888674911,1.5000000000000038,2022-10-07 16:00:00,2022-10-07 19:00:00,target,0.6579455775036547,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.65
2022-10-14 14:00:00,atr_breakdown,1,1.3610114144019025,1.5000000000000053,2022-10-14 15:00:00,2022-10-14 18:00:00,target,0.6704848243174834,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.65
2022-10-14 15:00:00,atr_breakdown,0,-0.9232170299960152,-1.0,2022-10-14 16:00:00,2022-10-17 12:00:00,stop,0.7187543373539834,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.65
2022-12-09 13:00:00,atr_breakdown,0,-0.33841825322473706,-1.0000000000000067,2022-12-09 14:00:00,2022-12-09 14:00:00,stop,0.6786213264123441,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.65
2022-12-09 13:00:00,rsi_rollover,0,-0.33841825322473706,-1.0000000000000067,2022-12-09 14:00:00,2022-12-09 14:00:00,stop,0.6786213264123441,1,2022-05-01,2022-11-01,2022-11-01,2023-01-01,0.65
2022-09-27 16:00:00,atr_breakdown,0,-0.6089634793980059,-0.9999999999999963,2022-09-27 17:00:00,2022-09-27 22:00:00,stop,0.7120348851975713,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.7
2022-09-29 14:00:00,atr_breakdown,1,0.9690333602042189,1.4999999999999964,2022-09-29 15:00:00,2022-09-29 18:00:00,target,0.7138265381759701,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.7
2022-10-14 15:00:00,atr_breakdown,0,-0.9232170299960152,-1.0,2022-10-14 16:00:00,2022-10-17 12:00:00,stop,0.7187543373539834,1,2022-03-01,2022-09-01,2022-09-01,2022-11-01,0.7
