combo,trades,final_capital_usd,total_pnl_usd,total_return_pct,win_rate_pct,profit_factor,sharpe,max_drawdown_usd,max_drawdown_pct,avg_winner_usd,avg_loser_usd,avg_pnl_per_trade_usd,avg_bars_held,post_2024_trades,post_2024_total_pnl_usd,post_2024_return_pct,post_2024_win_rate_pct,post_2024_profit_factor,post_2024_sharpe,post_2024_max_drawdown_usd,tighten_mode,rsi_threshold,atr_stretch_threshold,tighten_factor,force_exit,score
atr_exhaust_rsi35_atr1.0_tf1.0_force0,183,32182.5,27182.5,543.65,95.08196721311475,17.9890625,14.98404469592936,-400.0,-8.0,165.41666666666666,-200.0,148.53825136612022,1.366120218579235,75,14952.0,299.04,98.66666666666667,75.76,17.081892743664742,-200.0,atr_exhaust,35,1.0,1.0,False,1268.9407222715288
either_rsi25_atr1.0_tf1.0_force0,183,32182.5,27182.5,543.65,95.08196721311475,17.9890625,14.98404469592936,-400.0,-8.0,165.41666666666666,-200.0,148.53825136612022,1.366120218579235,75,14952.0,299.04,98.66666666666667,75.76,17.081892743664742,-200.0,either,25,1.0,1.0,False,1268.9407222715288
either_rsi28_atr1.0_tf1.0_force0,183,32182.5,27182.5,543.65,95.08196721311475,17.9890625,14.98404469592936,-400.0,-8.0,165.41666666666666,-200.0,148.53825136612022,1.366120218579235,75,14952.0,299.04,98.66666666666667,75.76,17.081892743664742,-200.0,either,28,1.0,1.0,False,1268.9407222715288
either_rsi30_atr1.0_tf1.0_force0,183,32182.5,27182.5,543.65,95.08196721311475,17.9890625,14.98404469592936,-400.0,-8.0,165.41666666666666,-200.0,148.53825136612022,1.366120218579235,75,14952.0,299.04,98.66666666666667,75.76,17.081892743664742,-200.0,either,30,1.0,1.0,False,1268.9407222715288
atr_exhaust_rsi25_atr1.1_tf1.0_force0,183,32056.0,27056.0,541.12,95.08196721311475,17.91,14.99252287270371,-400.0,-8.0,164.68965517241378,-200.0,147.84699453551912,1.4426229508196722,75,14992.5,299.85,98.66666666666667,75.9625,17.155504966169687,-200.0,atr_exhaust,25,1.1,1.0,False,1268.5731711409865
atr_exhaust_rsi28_atr1.1_tf1.0_force0,183,32056.0,27056.0,541.12,95.08196721311475,17.91,14.99252287270371,-400.0,-8.0,164.68965517241378,-200.0,147.84699453551912,1.4426229508196722,75,14992.5,299.85,98.66666666666667,75.9625,17.155504966169687,-200.0,atr_exhaust,28,1.1,1.0,False,1268.5731711409865
atr_exhaust_rsi30_atr1.1_tf1.0_force0,183,32056.0,27056.0,541.12,95.08196721311475,17.91,14.99252287270371,-400.0,-8.0,164.68965517241378,-200.0,147.84699453551912,1.4426229508196722,75,14992.5,299.85,98.66666666666667,75.9625,17.155504966169687,-200.0,atr_exhaust,30,1.1,1.0,False,1268.5731711409865
atr_exhaust_rsi32_atr1.1_tf1.0_force0,183,32056.0,27056.0,541.12,95.08196721311475,17.91,14.99252287270371,-400.0,-8.0,164.68965517241378,-200.0,147.84699453551912,1.4426229508196722,75,14992.5,299.85,98.66666666666667,75.9625,17.155504966169687,-200.0,atr_exhaust,32,1.1,1.0,False,1268.5731711409865
atr_exhaust_rsi35_atr1.1_tf1.0_force0,183,32056.0,27056.0,541.12,95.08196721311475,17.91,14.99252287270371,-400.0,-8.0,164.68965517241378,-200.0,147.84699453551912,1.4426229508196722,75,14992.5,299.85,98.66666666666667,75.9625,17.155504966169687,-200.0,atr_exhaust,35,1.1,1.0,False,1268.5731711409865
either_rsi28_atr1.1_tf1.0_force0,183,32067.5,27067.5,541.35,95.08196721311475,17.9171875,14.96815242145913,-400.0,-8.0,164.75574712643677,-200.0,147.90983606557376,1.3934426229508197,75,14992.5,299.85,98.66666666666667,75.9625,17.155504966169687,-200.0,either,28,1.1,1.0,False,1268.1651598598721
either_rsi30_atr1.1_tf1.0_force0,183,32067.5,27067.5,541.35,95.08196721311475,17.9171875,14.96815242145913,-400.0,-8.0,164.75574712643677,-200.0,147.90983606557376,1.3934426229508197,75,14992.5,299.85,98.66666666666667,75.9625,17.155504966169687,-200.0,either,30,1.1,1.0,False,1268.1651598598721
either_rsi35_atr1.1_tf0.75_force0,183,25757.25,20757.25,415.145,95.08196721311475,15.826607142857142,14.866510693795128,-400.0,-8.0,127.34051724137932,-200.0,113.4275956284153,1.3715846994535519,75,11284.375,225.6875,98.66666666666667,57.421875,17.071011854463947,-200.0,either,35,1.1,0.75,False,1175.7388972913
either_rsi32_atr1.1_tf0.75_force0,183,25700.625,20700.625,414.01250000000005,95.08196721311475,15.786160714285714,14.865982740843108,-400.0,-8.0,127.01508620689656,-200.0,113.1181693989071,1.3770491803278688,75,11284.375,225.6875,98.66666666666667,57.421875,17.071011854463947,-200.0,either,32,1.1,0.75,False,1174.633644896071
either_rsi32_atr1.0_tf0.75_force0,183,25696.875,20696.875,413.9375,95.08196721311475,15.783482142857142,14.815415284690872,-400.0,-8.0,126.99353448275862,-200.0,113.09767759562841,1.349726775956284,75,11224.0,224.48000000000002,98.66666666666667,57.12,16.937203067335055,-200.0,either,32,1.0,0.75,False,1170.3794613211157
either_rsi35_atr1.0_tf0.75_force0,183,25696.875,20696.875,413.9375,95.08196721311475,15.783482142857142,14.815415284690872,-400.0,-8.0,126.99353448275862,-200.0,113.09767759562841,1.349726775956284,75,11224.0,224.48000000000002,98.66666666666667,57.12,16.937203067335055,-200.0,either,35,1.0,0.75,False,1170.3794613211157
either_rsi32_atr1.25_tf1.0_force0,183,31559.0,26559.0,531.18,93.44262295081968,14.2795,14.410236200244862,-400.0,-8.0,167.01169590643275,-200.0,145.13114754098362,1.5027322404371584,75,14642.5,292.85,97.33333333333334,37.60625,16.332295494828973,-200.0,either,32,1.25,1.0,False,1161.056814902701
either_rsi35_atr1.25_tf0.75_force0,183,25704.25,20704.25,414.08500000000004,94.53551912568307,13.94015625,14.624948377220644,-400.0,-8.0,128.92630057803467,-200.0,113.1379781420765,1.453551912568306,75,11346.25,226.925,98.66666666666667,57.73125,17.21011250381891,-200.0,either,35,1.25,0.75,False,1134.7353345068943
atr_exhaust_rsi25_atr1.1_tf0.75_force0,183,25552.0,20552.0,411.04,95.08196721311475,13.845,14.558140628302596,-400.0,-8.0,127.3103448275862,-200.0,112.30601092896175,1.4426229508196722,75,11284.375,225.6875,98.66666666666667,57.421875,17.071011854463947,-200.0,atr_exhaust,25,1.1,0.75,False,1127.371252796844
atr_exhaust_rsi28_atr1.1_tf0.75_force0,183,25552.0,20552.0,411.04,95.08196721311475,13.845,14.558140628302596,-400.0,-8.0,127.3103448275862,-200.0,112.30601092896175,1.4426229508196722,75,11284.375,225.6875,98.66666666666667,57.421875,17.071011854463947,-200.0,atr_exhaust,28,1.1,0.75,False,1127.371252796844
atr_exhaust_rsi30_atr1.1_tf0.75_force0,183,25552.0,20552.0,411.04,95.08196721311475,13.845,14.558140628302596,-400.0,-8.0,127.3103448275862,-200.0,112.30601092896175,1.4426229508196722,75,11284.375,225.6875,98.66666666666667,57.421875,17.071011854463947,-200.0,atr_exhaust,30,1.1,0.75,False,1127.371252796844
atr_exhaust_rsi32_atr1.1_tf0.75_force0,183,25552.0,20552.0,411.04,95.08196721311475,13.845,14.558140628302596,-400.0,-8.0,127.3103448275862,-200.0,112.30601092896175,1.4426229508196722,75,11284.375,225.6875,98.66666666666667,57.421875,17.071011854463947,-200.0,atr_exhaust,32,1.1,0.75,False,1127.371252796844
atr_exhaust_rsi35_atr1.1_tf0.75_force0,183,25552.0,20552.0,411.04,95.08196721311475,13.845,14.558140628302596,-400.0,-8.0,127.3103448275862,-200.0,112.30601092896175,1.4426229508196722,75,11284.375,225.6875,98.66666666666667,57.421875,17.071011854463947,-200.0,atr_exhaust,35,1.1,0.75,False,1127.371252796844
either_rsi25_atr1.1_tf0.75_force0,183,25531.375,20531.375,410.6275,95.08196721311475,13.832109375,14.54324920461395,-400.0,-8.0,127.19181034482759,-200.0,112.19330601092896,1.4426229508196722,75,11284.375,225.6875,98.66666666666667,57.421875,17.071011854463947,-200.0,either,25,1.1,0.75,False,1126.6380297046278
either_rsi28_atr1.25_tf1.0_force0,183,31248.0,26248.0,524.96,93.44262295081968,12.930909090909092,14.10454157880367,-400.0,-8.0,166.36257309941521,-200.0,143.43169398907105,1.5191256830601092,75,14642.5,292.85,97.33333333333334,37.60625,16.332295494828973,-200.0,either,28,1.25,1.0,False,1124.887631184853
either_rsi30_atr1.25_tf1.0_force0,183,31248.0,26248.0,524.96,93.44262295081968,12.930909090909092,14.10454157880367,-400.0,-8.0,166.36257309941521,-200.0,143.43169398907105,1.5191256830601092,75,14642.5,292.85,97.33333333333334,37.60625,16.332295494828973,-200.0,either,30,1.25,1.0,False,1124.887631184853
either_rsi28_atr1.1_tf0.75_force0,183,25500.625,20500.625,410.01250000000005,95.08196721311475,13.812890625,14.49216575155444,-400.0,-8.0,127.01508620689656,-200.0,112.02527322404372,1.3934426229508197,75,11284.375,225.6875,98.66666666666667,57.421875,17.071011854463947,-200.0,either,28,1.1,0.75,False,1124.82281837814
either_rsi30_atr1.1_tf0.75_force0,183,25500.625,20500.625,410.01250000000005,95.08196721311475,13.812890625,14.49216575155444,-400.0,-8.0,127.01508620689656,-200.0,112.02527322404372,1.3934426229508197,75,11284.375,225.6875,98.66666666666667,57.421875,17.071011854463947,-200.0,either,30,1.1,0.75,False,1124.82281837814
atr_exhaust_rsi25_atr1.0_tf0.75_force0,183,25496.875,20496.875,409.9375,95.08196721311475,13.810546875,14.444307024963829,-400.0,-8.0,126.99353448275862,-200.0,112.00478142076503,1.366120218579235,75,11224.0,224.48000000000002,98.66666666666667,57.12,16.937203067335055,-200.0,atr_exhaust,25,1.0,0.75,False,1120.6430494707968
atr_exhaust_rsi28_atr1.0_tf0.75_force0,183,25496.875,20496.875,409.9375,95.08196721311475,13.810546875,14.444307024963829,-400.0,-8.0,126.99353448275862,-200.0,112.00478142076503,1.366120218579235,75,11224.0,224.48000000000002,98.66666666666667,57.12,16.937203067335055,-200.0,atr_exhaust,28,1.0,0.75,False,1120.6430494707968
atr_exhaust_rsi30_atr1.0_tf0.75_force0,183,25496.875,20496.875,409.9375,95.08196721311475,13.810546875,14.444307024963829,-400.0,-8.0,126.99353448275862,-200.0,112.00478142076503,1.366120218579235,75,11224.0,224.48000000000002,98.66666666666667,57.12,16.937203067335055,-200.0,atr_exhaust,30,1.0,0.75,False,1120.6430494707968
atr_exhaust_rsi32_atr1.0_tf0.75_force0,183,25496.875,20496.875,409.9375,95.08196721311475,13.810546875,14.444307024963829,-400.0,-8.0,126.99353448275862,-200.0,112.00478142076503,1.366120218579235,75,11224.0,224.48000000000002,98.66666666666667,57.12,16.937203067335055,-200.0,atr_exhaust,32,1.0,0.75,False,1120.6430494707968
atr_exhaust_rsi35_atr1.0_tf0.75_force0,183,25496.875,20496.875,409.9375,95.08196721311475,13.810546875,14.444307024963829,-400.0,-8.0,126.99353448275862,-200.0,112.00478142076503,1.366120218579235,75,11224.0,224.48000000000002,98.66666666666667,57.12,16.937203067335055,-200.0,atr_exhaust,35,1.0,0.75,False,1120.6430494707968
either_rsi25_atr1.0_tf0.75_force0,183,25496.875,20496.875,409.9375,95.08196721311475,13.810546875,14.444307024963829,-400.0,-8.0,126.99353448275862,-200.0,112.00478142076503,1.366120218579235,75,11224.0,224.48000000000002,98.66666666666667,57.12,16.937203067335055,-200.0,either,25,1.0,0.75,False,1120.6430494707968
either_rsi28_atr1.0_tf0.75_force0,183,25496.875,20496.875,409.9375,95.08196721311475,13.810546875,14.444307024963829,-400.0,-8.0,126.99353448275862,-200.0,112.00478142076503,1.366120218579235,75,11224.0,224.48000000000002,98.66666666666667,57.12,16.937203067335055,-200.0,either,28,1.0,0.75,False,1120.6430494707968
either_rsi30_atr1.0_tf0.75_force0,183,25496.875,20496.875,409.9375,95.08196721311475,13.810546875,14.444307024963829,-400.0,-8.0,126.99353448275862,-200.0,112.00478142076503,1.366120218579235,75,11224.0,224.48000000000002,98.66666666666667,57.12,16.937203067335055,-200.0,either,30,1.0,0.75,False,1120.6430494707968
either_rsi25_atr1.25_tf1.0_force0,183,30999.5,25999.5,519.99,92.89617486338798,11.833125,13.840435364776988,-400.0,-8.0,167.05588235294118,-200.0,142.0737704918033,1.6010928961748634,75,14642.5,292.85,97.33333333333334,37.60625,16.332295494828973,-200.0,either,25,1.25,1.0,False,1095.0867940160042
