signal_time,trigger,entry_time,entry_price,exit_time,exit_price,exit_reason,bars_held,pnl_usd,return_pct,r_multiple,rf_prob,risk_usd,tighten_mode,rsi_threshold,atr_stretch_threshold,tighten_factor,force_exit,capital_before,capital_after
2023-01-18 16:00:00,atr_breakdown,2023-01-18 17:00:00,11616.75,2023-01-18 17:00:00,11573.0,tightened_stop,1,87.5,0.37803508165557,0.4375,0.556778577422074,200.0,either,35,1.1,1.0,False,17343.0,17430.5
2024-04-24 15:00:00,atr_breakdown,2024-04-24 16:00:00,17851.25,2024-04-24 20:00:00,17791.25,target,5,120.0,0.3372444319539092,0.6,0.5043432890467973,200.0,either,35,1.1,1.0,False,17430.5,17550.5
2024-04-30 12:00:00,atr_breakdown,2024-04-30 13:00:00,18070.75,2024-04-30 13:00:00,18055.0,tightened_stop,1,31.5,0.08723345333703225,0.1575,0.6352169353378408,200.0,either,35,1.1,1.0,False,17550.5,17582.0
2024-04-30 15:00:00,atr_breakdown,2024-04-30 16:00:00,18009.0,2024-04-30 16:00:00,17926.75,tightened_stop,1,164.5,0.4588115525680836,0.8225,0.5909866890773166,200.0,either,35,1.1,1.0,False,17582.0,17746.5
2024-04-30 16:00:00,atr_breakdown,2024-04-30 17:00:00,17947.75,2024-04-30 17:00:00,17919.5,tightened_stop,1,56.5,0.1576494879879542,0.2825,0.5743510776392134,200.0,either,35,1.1,1.0,False,17746.5,17803.0
2024-04-30 19:00:00,atr_breakdown,2024-04-30 20:00:00,17811.5,2024-04-30 20:00:00,17717.5,tightened_stop,1,188.0,0.5305488923380786,0.94,0.5147116009840764,200.0,either,35,1.1,1.0,False,17803.0,17991.0
2024-04-30 20:00:00,atr_breakdown,2024-04-30 22:00:00,17704.0,2024-04-30 22:00:00,17698.0,tightened_stop,1,12.0,0.033902135834562586,0.06,0.5525709213626209,200.0,either,35,1.1,1.0,False,17991.0,18003.0
2024-08-01 06:00:00,atr_breakdown,2024-08-01 07:00:00,19814.5,2024-08-01 07:00:00,19807.75,tightened_stop,1,13.5,0.03407757064786132,0.0675,0.6757417649860269,200.0,either,35,1.1,1.0,False,18003.0,18016.5
2024-08-01 08:00:00,atr_breakdown,2024-08-01 09:00:00,19742.75,2024-08-01 09:00:00,19734.5,tightened_stop,1,16.5,0.04180496085535168,0.0825,0.6728269887905907,200.0,either,35,1.1,1.0,False,18016.5,18033.0
2024-08-01 14:00:00,atr_breakdown,2024-08-01 15:00:00,19560.75,2024-08-01 15:00:00,19364.5,tightened_stop,1,392.5,1.013452451651209,1.9625,0.7441951919393747,200.0,either,35,1.1,1.0,False,18033.0,18425.5
2024-08-01 14:00:00,rsi_rollover,2024-08-01 15:00:00,19560.75,2024-08-01 15:00:00,19364.5,tightened_stop,1,392.5,1.013452451651209,1.9625,0.7441951919393747,200.0,either,35,1.1,1.0,False,18425.5,18818.0
2024-08-01 15:00:00,atr_breakdown,2024-08-01 16:00:00,19380.5,2024-08-01 16:00:00,19293.0,tightened_stop,1,175.0,0.4535323692530957,0.875,0.6904735603690918,200.0,either,35,1.1,1.0,False,18818.0,18993.0
2024-08-01 16:00:00,atr_breakdown,2024-08-01 17:00:00,19309.25,2024-08-01 17:00:00,19130.5,tightened_stop,1,357.5,0.9343718146415325,1.7875,0.7389928060927766,200.0,either,35,1.1,1.0,False,18993.0,19350.5
2024-08-01 17:00:00,atr_breakdown,2024-08-01 18:00:00,19237.0,2024-08-01 18:00:00,19086.5,tightened_stop,1,301.0,0.7885154428522778,1.505,0.7442610172795766,200.0,either,35,1.1,1.0,False,19350.5,19651.5
2024-08-01 18:00:00,atr_breakdown,2024-08-01 19:00:00,19109.75,2024-08-01 19:00:00,19102.0,tightened_stop,1,15.5,0.04057166788817845,0.0775,0.7230923909773795,200.0,either,35,1.1,1.0,False,19651.5,19667.0
2024-08-06 20:00:00,atr_breakdown,2024-08-06 22:00:00,18258.75,2024-08-06 22:00:00,18246.0,tightened_stop,1,25.5,0.06987832949687522,0.1275,0.5095633447426605,200.0,either,35,1.1,1.0,False,19667.0,19692.5
2024-08-07 16:00:00,atr_breakdown,2024-08-07 17:00:00,18500.25,2024-08-07 17:00:00,18313.0,tightened_stop,1,374.5,1.0224976792442497,1.8725,0.6720908033127238,200.0,either,35,1.1,1.0,False,19692.5,20067.0
2024-08-07 17:00:00,atr_breakdown,2024-08-07 18:00:00,18334.25,2024-08-07 18:00:00,18218.5,tightened_stop,1,231.5,0.6353431951038768,1.1575,0.6076076620702073,200.0,either,35,1.1,1.0,False,20067.0,20298.5
2024-08-07 19:00:00,atr_breakdown,2024-08-07 20:00:00,18190.25,2024-08-07 20:00:00,18052.75,tightened_stop,1,275.0,0.7616568112891464,1.375,0.7113067735786297,200.0,either,35,1.1,1.0,False,20298.5,20573.5
2024-08-07 20:00:00,atr_breakdown,2024-08-07 22:00:00,18099.75,2024-08-07 22:00:00,18078.5,tightened_stop,1,42.5,0.11754293774373092,0.2125,0.7282725148205597,200.0,either,35,1.1,1.0,False,20573.5,20616.0
2025-03-03 14:00:00,rsi_rollover,2025-03-03 15:00:00,21417.25,2025-03-03 15:00:00,21354.0,tightened_stop,1,126.5,0.29619743373607843,0.6325,0.5912094054351245,200.0,either,35,1.1,1.0,False,20616.0,20742.5
2025-03-03 14:00:00,atr_breakdown,2025-03-03 15:00:00,21417.25,2025-03-03 15:00:00,21354.0,tightened_stop,1,126.5,0.29619743373607843,0.6325,0.5912094054351245,200.0,either,35,1.1,1.0,False,20742.5,20869.0
2025-03-03 18:00:00,atr_breakdown,2025-03-03 19:00:00,21339.25,2025-03-03 19:00:00,21193.0,tightened_stop,1,292.5,0.6900863492662612,1.4625,0.5470051977146536,200.0,either,35,1.1,1.0,False,20869.0,21161.5
2025-03-03 19:00:00,atr_breakdown,2025-03-03 20:00:00,21200.25,2025-03-03 20:00:00,20911.75,tightened_stop,1,577.0,1.3796071586548164,2.885,0.5696987189349338,200.0,either,35,1.1,1.0,False,21161.5,21738.5
2025-03-03 20:00:00,atr_breakdown,2025-03-03 21:00:00,21064.75,2025-03-03 21:00:00,21058.75,tightened_stop,1,12.0,0.02849171959400376,0.06,0.6207223547590149,200.0,either,35,1.1,1.0,False,21738.5,21750.5
2025-03-04 14:00:00,atr_breakdown,2025-03-04 15:00:00,20827.0,2025-03-04 15:00:00,20670.0,tightened_stop,1,314.0,0.7595549104983057,1.57,0.5224821782451103,200.0,either,35,1.1,1.0,False,21750.5,22064.5
2025-03-04 15:00:00,atr_breakdown,2025-03-04 16:00:00,20791.75,2025-03-04 16:00:00,20703.0,tightened_stop,1,177.5,0.42868183355069256,0.8875,0.53886326728206,200.0,either,35,1.1,1.0,False,22064.5,22242.0
2025-03-06 14:00:00,atr_breakdown,2025-03-06 15:00:00,20876.5,2025-03-06 15:00:00,20847.75,tightened_stop,1,57.5,0.1379045700375281,0.2875,0.5257750424893184,200.0,either,35,1.1,1.0,False,22242.0,22299.5
2025-03-06 17:00:00,atr_breakdown,2025-03-06 18:00:00,20763.75,2025-03-06 18:00:00,20636.25,tightened_stop,1,255.0,0.6178448119207758,1.275,0.5589476871656729,200.0,either,35,1.1,1.0,False,22299.5,22554.5
2025-03-10 08:00:00,atr_breakdown,2025-03-10 09:00:00,20553.0,2025-03-10 09:00:00,20545.75,tightened_stop,1,14.5,0.035287103172199075,0.0725,0.5709354133820936,200.0,either,35,1.1,1.0,False,22554.5,22569.0
2025-03-10 17:00:00,atr_breakdown,2025-03-10 18:00:00,20036.0,2025-03-10 18:00:00,19924.25,tightened_stop,1,223.5,0.56087431145464,1.1175,0.5139412675607085,200.0,either,35,1.1,1.0,False,22569.0,22792.5
2025-03-10 18:00:00,atr_breakdown,2025-03-10 19:00:00,19927.75,2025-03-10 19:00:00,19866.0,tightened_stop,1,123.5,0.31083257827444477,0.6175,0.5488730819905256,200.0,either,35,1.1,1.0,False,22792.5,22916.0
2025-03-25 08:00:00,atr_breakdown,2025-03-25 09:00:00,20096.75,2025-03-25 11:00:00,20196.75,stop,3,-200.0,-0.4951291668213953,-1.0,0.5581048036141077,200.0,either,35,1.1,1.0,False,22916.0,22716.0
2025-03-26 13:00:00,atr_breakdown,2025-03-26 14:00:00,20108.0,2025-03-26 14:00:00,20018.75,tightened_stop,1,178.5,0.44583203246955083,0.8925,0.622663893205147,200.0,either,35,1.1,1.0,False,22716.0,22894.5
2025-03-26 14:00:00,atr_breakdown,2025-03-26 15:00:00,20088.5,2025-03-26 15:00:00,19962.75,tightened_stop,1,251.5,0.6299232320196468,1.2575,0.6348118210483146,200.0,either,35,1.1,1.0,False,22894.5,23146.0
2025-03-26 15:00:00,atr_breakdown,2025-03-26 16:00:00,19986.0,2025-03-26 16:00:00,19917.5,tightened_stop,1,137.0,0.3439186644910164,0.685,0.5981106749686305,200.0,either,35,1.1,1.0,False,23146.0,23283.0
2025-03-26 16:00:00,atr_breakdown,2025-03-26 17:00:00,19924.5,2025-03-26 17:00:00,19869.25,tightened_stop,1,110.5,0.2780678686915783,0.5525,0.5724115189605224,200.0,either,35,1.1,1.0,False,23283.0,23393.5
2025-03-26 17:00:00,atr_breakdown,2025-03-26 18:00:00,19877.75,2025-03-26 18:00:00,19842.75,tightened_stop,1,70.0,0.17638684154162032,0.35,0.5708965059096439,200.0,either,35,1.1,1.0,False,23393.5,23463.5
2025-03-26 18:00:00,atr_breakdown,2025-03-26 19:00:00,19849.0,2025-03-26 19:00:00,19834.0,tightened_stop,1,30.0,0.07562770999294255,0.15,0.5606854536875653,200.0,either,35,1.1,1.0,False,23463.5,23493.5
2025-03-28 14:00:00,atr_breakdown,2025-03-28 15:00:00,19397.5,2025-03-28 15:00:00,19333.25,tightened_stop,1,128.5,0.33232901865956066,0.6425,0.523139303619143,200.0,either,35,1.1,1.0,False,23493.5,23622.0
2025-03-28 15:00:00,atr_breakdown,2025-03-28 16:00:00,19335.25,2025-03-28 16:00:00,19277.0,tightened_stop,1,116.5,0.30217357472634987,0.5825,0.5397061203372379,200.0,either,35,1.1,1.0,False,23622.0,23738.5
2025-03-28 16:00:00,atr_breakdown,2025-03-28 17:00:00,19283.5,2025-03-28 17:00:00,19232.25,tightened_stop,1,102.5,0.266479481079962,0.5125,0.5544342640658994,200.0,either,35,1.1,1.0,False,23738.5,23841.0
2025-04-02 12:00:00,atr_breakdown,2025-04-02 13:00:00,19178.75,2025-04-02 13:00:00,19109.75,tightened_stop,1,138.0,0.36107222752783663,0.69,0.6825430498451711,200.0,either,35,1.1,1.0,False,23841.0,23979.0
2025-04-02 20:00:00,atr_breakdown,2025-04-02 22:00:00,18816.25,2025-04-02 22:00:00,18610.25,tightened_stop,1,412.0,1.1069168871992607,2.06,0.6678146241608376,200.0,either,35,1.1,1.0,False,23979.0,24391.0
2025-04-02 22:00:00,atr_breakdown,2025-04-02 23:00:00,18740.0,2025-04-02 23:00:00,18638.25,tightened_stop,1,203.5,0.5459203519643685,1.0175,0.6689962314325228,200.0,either,35,1.1,1.0,False,24391.0,24594.5
2025-04-03 14:00:00,atr_breakdown,2025-04-03 15:00:00,18559.25,2025-04-03 15:00:00,18513.0,tightened_stop,1,92.5,0.24982444768542056,0.4625,0.5106455193506106,200.0,either,35,1.1,1.0,False,24594.5,24687.0
2025-04-04 19:00:00,atr_breakdown,2025-04-04 20:00:00,17336.25,2025-04-04 20:00:00,17179.75,tightened_stop,1,313.0,0.910956212983316,1.565,0.5258025017061289,200.0,either,35,1.1,1.0,False,24687.0,25000.0
2025-04-08 16:00:00,atr_breakdown,2025-04-08 17:00:00,17456.0,2025-04-08 17:00:00,17280.0,tightened_stop,1,352.0,1.0185185185185075,1.76,0.5588319871149524,200.0,either,35,1.1,1.0,False,25000.0,25352.0
2025-04-08 18:00:00,atr_breakdown,2025-04-08 19:00:00,17233.5,2025-04-08 19:00:00,16764.75,tightened_stop,1,937.5,2.796045273565073,4.6875,0.56139702206741,200.0,either,35,1.1,1.0,False,25352.0,26289.5
2025-04-08 19:00:00,atr_breakdown,2025-04-08 20:00:00,17025.25,2025-04-08 20:00:00,16931.25,tightened_stop,1,188.0,0.5551864156515318,0.94,0.5716319069472323,200.0,either,35,1.1,1.0,False,26289.5,26477.5
2025-04-30 11:00:00,atr_breakdown,2025-04-30 12:00:00,19318.25,2025-04-30 12:00:00,19050.0,tightened_stop,1,536.5,1.408136482939626,2.6825,0.5548860971938713,200.0,either,35,1.1,1.0,False,26477.5,27014.0
2025-04-30 13:00:00,atr_breakdown,2025-04-30 14:00:00,18905.75,2025-04-30 14:00:00,18895.0,tightened_stop,1,21.5,0.05689335803122919,0.1075,0.5136437075246956,200.0,either,35,1.1,1.0,False,27014.0,27035.5
2026-02-12 14:00:00,rsi_rollover,2026-02-12 15:00:00,25208.25,2026-02-12 15:00:00,25006.5,tightened_stop,1,403.5,0.8067902345390232,2.0175,0.542036042668732,200.0,either,35,1.1,1.0,False,27035.5,27439.0
2026-02-12 14:00:00,atr_breakdown,2026-02-12 15:00:00,25208.25,2026-02-12 15:00:00,25006.5,tightened_stop,1,403.5,0.8067902345390232,2.0175,0.542036042668732,200.0,either,35,1.1,1.0,False,27439.0,27842.5
2026-02-12 15:00:00,atr_breakdown,2026-02-12 16:00:00,25011.25,2026-02-12 16:00:00,24805.5,tightened_stop,1,411.5,0.8294531454717813,2.0575,0.5206845778378536,200.0,either,35,1.1,1.0,False,27842.5,28254.0
2026-02-12 16:00:00,atr_breakdown,2026-02-12 17:00:00,24878.5,2026-02-12 17:00:00,24824.0,tightened_stop,1,109.0,0.21954560103125687,0.545,0.5186886493388754,200.0,either,35,1.1,1.0,False,28254.0,28363.0
2026-02-12 20:00:00,atr_breakdown,2026-02-12 21:00:00,24765.5,2026-02-12 21:00:00,24744.0,tightened_stop,1,43.0,0.08688975105075603,0.215,0.5432328521878202,200.0,either,35,1.1,1.0,False,28363.0,28406.0
2026-02-20 11:00:00,atr_breakdown,2026-02-20 12:00:00,24829.25,2026-02-20 12:00:00,24790.5,tightened_stop,1,77.5,0.15630987676731323,0.3875,0.5062425000565896,200.0,either,35,1.1,1.0,False,28406.0,28483.5
2026-02-26 14:00:00,rsi_rollover,2026-02-26 15:00:00,25193.0,2026-02-26 15:00:00,24862.0,tightened_stop,1,662.0,1.3313490467379951,3.31,0.5104740058138808,200.0,either,35,1.1,1.0,False,28483.5,29145.5
2026-02-26 14:00:00,atr_breakdown,2026-02-26 15:00:00,25193.0,2026-02-26 15:00:00,24862.0,tightened_stop,1,662.0,1.3313490467379951,3.31,0.5104740058138808,200.0,either,35,1.1,1.0,False,29145.5,29807.5
2026-03-03 08:00:00,atr_breakdown,2026-03-03 09:00:00,24516.75,2026-03-03 09:00:00,24446.5,tightened_stop,1,140.5,0.2873621990878039,0.7025,0.5506055380801136,200.0,either,35,1.1,1.0,False,29807.5,29948.0
2026-03-13 14:00:00,atr_breakdown,2026-03-13 15:00:00,24490.75,2026-03-13 15:00:00,24430.75,target,1,120.0,0.24559213286534654,0.6,0.531069033497544,200.0,either,35,1.1,1.0,False,29948.0,30068.0
2026-03-13 15:00:00,atr_breakdown,2026-03-13 16:00:00,24409.0,2026-03-13 20:00:00,24349.0,target,5,120.0,0.24641669062384075,0.6,0.5194058387650357,200.0,either,35,1.1,1.0,False,30068.0,30188.0
2026-03-18 11:00:00,atr_breakdown,2026-03-18 12:00:00,24893.0,2026-03-18 12:00:00,24652.0,tightened_stop,1,482.0,0.9776083076423747,2.41,0.5348769743937073,200.0,either,35,1.1,1.0,False,30188.0,30670.0
2026-03-20 09:00:00,atr_breakdown,2026-03-20 10:00:00,24431.75,2026-03-20 10:00:00,24319.0,tightened_stop,1,225.5,0.4636292610715964,1.1275,0.6534621355574223,200.0,either,35,1.1,1.0,False,30670.0,30895.5
2026-03-20 10:00:00,atr_breakdown,2026-03-20 11:00:00,24407.25,2026-03-20 11:00:00,24397.5,tightened_stop,1,19.5,0.039963110974494676,0.0975,0.651142715684415,200.0,either,35,1.1,1.0,False,30895.5,30915.0
2026-03-20 13:00:00,atr_breakdown,2026-03-20 14:00:00,24285.75,2026-03-20 14:00:00,24231.5,tightened_stop,1,108.5,0.2238821368879318,0.5425,0.6630345120063982,200.0,either,35,1.1,1.0,False,30915.0,31023.5
2026-03-20 17:00:00,atr_breakdown,2026-03-20 18:00:00,24211.75,2026-03-20 18:00:00,24073.25,tightened_stop,1,277.0,0.5753273862066921,1.385,0.6604150256236058,200.0,either,35,1.1,1.0,False,31023.5,31300.5
2026-03-20 18:00:00,atr_breakdown,2026-03-20 19:00:00,24094.75,2026-03-20 19:00:00,23970.75,tightened_stop,1,248.0,0.5172971225347656,1.24,0.6739632700097059,200.0,either,35,1.1,1.0,False,31300.5,31548.5
2026-03-26 08:00:00,atr_breakdown,2026-03-26 09:00:00,24194.0,2026-03-26 09:00:00,24108.5,tightened_stop,1,171.0,0.3546467013708865,0.855,0.6627453832176875,200.0,either,35,1.1,1.0,False,31548.5,31719.5
2026-03-26 16:00:00,atr_breakdown,2026-03-26 17:00:00,23998.0,2026-03-26 17:00:00,23851.5,tightened_stop,1,293.0,0.6142171351906534,1.465,0.6657257375426521,200.0,either,35,1.1,1.0,False,31719.5,32012.5
2026-03-26 17:00:00,atr_breakdown,2026-03-26 18:00:00,23861.5,2026-03-26 18:00:00,23844.0,tightened_stop,1,35.0,0.07339372588492932,0.175,0.6652233489848445,200.0,either,35,1.1,1.0,False,32012.5,32047.5
2026-03-27 08:00:00,atr_breakdown,2026-03-27 09:00:00,23779.5,2026-03-27 09:00:00,23709.75,tightened_stop,1,139.5,0.29418277290986783,0.6975,0.5859128639958463,200.0,either,35,1.1,1.0,False,32047.5,32187.0
2026-03-27 10:00:00,atr_breakdown,2026-03-27 11:00:00,23649.75,2026-03-27 11:00:00,23609.75,tightened_stop,1,80.0,0.16942153135885984,0.4,0.5330368857234563,200.0,either,35,1.1,1.0,False,32187.0,32267.0
2026-03-27 13:00:00,atr_breakdown,2026-03-27 14:00:00,23483.5,2026-03-27 14:00:00,23438.75,tightened_stop,1,89.5,0.19092315076529864,0.4475,0.5280667617950002,200.0,either,35,1.1,1.0,False,32267.0,32356.5
2026-03-27 17:00:00,atr_breakdown,2026-03-27 18:00:00,23360.25,2026-03-27 18:00:00,23327.0,tightened_stop,1,66.5,0.14253868907274647,0.3325,0.5207658722939161,200.0,either,35,1.1,1.0,False,32356.5,32423.0
