signal_time,trigger,entry_time,entry_price,exit_time,exit_price,exit_reason,bars_held,pnl_usd,return_pct,r_multiple,rf_prob,risk_usd,tighten_mode,rsi_threshold,atr_stretch_threshold,tighten_factor,force_exit,capital_before,capital_after
2022-05-18 11:00:00,atr_breakdown,2022-05-18 12:00:00,12608.0,2022-05-18 12:00:00,12557.0,tightened_stop,1,102.0,0.4061479652783362,0.51,0.6019249685092455,200.0,either,35,1.1,1.0,False,6197.5,6299.5
2022-05-18 12:00:00,atr_breakdown,2022-05-18 13:00:00,12559.75,2022-05-18 13:00:00,12482.75,tightened_stop,1,154.0,0.6168512547315208,0.77,0.5801833129455441,200.0,either,35,1.1,1.0,False,6299.5,6453.5
2022-05-18 13:00:00,atr_breakdown,2022-05-18 14:00:00,12491.75,2022-05-18 14:00:00,12453.5,tightened_stop,1,76.5,0.3071425703617514,0.3825,0.5901583703810833,200.0,either,35,1.1,1.0,False,6453.5,6530.0
2022-05-18 18:00:00,atr_breakdown,2022-05-18 19:00:00,12120.75,2022-05-18 19:00:00,12081.0,tightened_stop,1,79.5,0.3290290538862761,0.3975,0.5762360515599237,200.0,either,35,1.1,1.0,False,6530.0,6609.5
2022-05-20 13:00:00,atr_breakdown,2022-05-20 14:00:00,12188.75,2022-05-20 14:00:00,11987.0,tightened_stop,1,403.5,1.6830733294402211,2.0175,0.6315455132512074,200.0,either,35,1.1,1.0,False,6609.5,7013.0
2022-05-20 15:00:00,atr_breakdown,2022-05-20 16:00:00,11927.0,2022-05-20 16:00:00,11727.0,tightened_stop,1,400.0,1.7054660185895854,2.0,0.6087980053564518,200.0,either,35,1.1,1.0,False,7013.0,7413.0
2022-05-23 08:00:00,atr_breakdown,2022-05-23 09:00:00,12091.25,2022-05-23 13:00:00,12031.25,target,5,120.0,0.4987012987013095,0.6,0.5774718913630038,200.0,either,35,1.1,1.0,False,7413.0,7533.0
2022-05-23 13:00:00,atr_breakdown,2022-05-23 14:00:00,12046.25,2022-05-23 14:00:00,11986.25,target,1,120.0,0.5005735738867534,0.6,0.5322135395105004,200.0,either,35,1.1,1.0,False,7533.0,7653.0
2022-05-24 14:00:00,atr_breakdown,2022-05-24 15:00:00,11819.25,2022-05-24 15:00:00,11919.25,stop,1,-200.0,-0.8389789626025101,-1.0,0.5020419085277281,200.0,either,35,1.1,1.0,False,7653.0,7453.0
2022-05-25 11:00:00,atr_breakdown,2022-05-25 12:00:00,11894.0,2022-05-25 13:00:00,11994.0,stop,2,-200.0,-0.8337502084375559,-1.0,0.5308682909934018,200.0,either,35,1.1,1.0,False,7453.0,7253.0
2022-05-30 13:00:00,atr_breakdown,2022-05-30 14:00:00,12965.0,2022-05-31 00:00:00,12905.0,target,6,120.0,0.46493607129018955,0.6,0.5148770907533312,200.0,either,35,1.1,1.0,False,7253.0,7373.0
2022-05-31 00:00:00,rsi_rollover,2022-05-31 01:00:00,12906.0,2022-05-31 07:00:00,12846.0,target,7,120.0,0.4670714619336769,0.6,0.5305347860809079,200.0,either,35,1.1,1.0,False,7373.0,7493.0
2022-05-31 00:00:00,atr_breakdown,2022-05-31 01:00:00,12906.0,2022-05-31 07:00:00,12846.0,target,7,120.0,0.4670714619336769,0.6,0.5305347860809079,200.0,either,35,1.1,1.0,False,7493.0,7613.0
2022-05-31 07:00:00,atr_breakdown,2022-05-31 08:00:00,12846.75,2022-05-31 13:00:00,12786.75,target,6,120.0,0.469235732301021,0.6,0.5714062568571119,200.0,either,35,1.1,1.0,False,7613.0,7733.0
2022-05-31 12:00:00,atr_breakdown,2022-05-31 13:00:00,12799.75,2022-05-31 13:00:00,12739.75,target,1,120.0,0.47096685570753305,0.6,0.5739881102696828,200.0,either,35,1.1,1.0,False,7733.0,7853.0
2022-05-31 13:00:00,atr_breakdown,2022-05-31 14:00:00,12744.0,2022-05-31 14:00:00,12684.0,target,1,120.0,0.47303689687796524,0.6,0.5345805053574516,200.0,either,35,1.1,1.0,False,7853.0,7973.0
2022-06-03 10:00:00,atr_breakdown,2022-06-03 11:00:00,12967.25,2022-06-03 11:00:00,12921.25,tightened_stop,1,92.0,0.35600270871625206,0.46,0.5711635099160702,200.0,either,35,1.1,1.0,False,7973.0,8065.0
