time,open,high,low,close,tick_volume,spread,real_volume,ema100,ema_slope_1,ema_slope_n,ema_slope_pct_n,above_ema,below_ema,dist_pct,ret_1d,fwd_ret_1,fwd_ret_3,fwd_ret_5,fwd_ret_10,fwd_ret_20,above_ema_rising,above_ema_falling,below_ema_falling,below_ema_rising,above_ema_band,below_ema_band,above_rising_band,above_rising,below_falling,buyhold_position,long_above_ema,long_above_rising,long_above_rising_band
2019-12-17,8599.25,8627.5,8592.0,8603.75,5888,25,8625,8119.73269353135,9.77812740340687,82.46184071213793,0.010259930543862785,True,False,5.9610005001057065,0.0005233014507080025,0.0017434258317594598,0.01237832340549172,-0.046026441958448405,-0.03806479732674706,-0.01275606566903964,True,False,False,False,True,False,True,True,False,1,1,1,1
2019-12-18,8605.25,8640.5,8597.0,8618.75,3789,0,5517,8129.614224352512,9.881530821161505,84.52200228219499,0.010506032740100047,True,False,6.016715703215869,0.0017434258317594598,0.00693255982596086,-0.04849891225525749,-0.04759970993473528,-0.04701957940536616,-0.018796229151559096,True,False,False,False,True,False,True,True,False,1,1,1,1
2019-12-19,8619.75,8684.25,8609.25,8678.5,2914,25,4489,8140.483249612858,10.869025260346461,87.69978441522107,0.010890617485772502,True,False,6.609150020826204,0.00693255982596086,0.0036584663248258043,-0.054243244800368684,-0.05412801751454743,-0.04937489197441958,-0.02448579823702257,True,False,False,False,True,False,True,True,False,1,1,1,1
2019-12-20,8680.0,8771.75,8645.25,8710.25,1427,0,2781,8151.765759521514,11.282509908655811,92.3591946248207,0.011459800902351496,True,False,6.851083028559302,0.0036584663248258043,-0.05849430268936029,-0.057604546367785114,-0.04864957951838356,-0.05232341207198421,-0.014551821130277531,True,False,False,False,True,False,True,True,False,1,1,1,1
2019-12-22,8188.75,8201.5,8183.5,8200.75,1728,0,2293,8152.735744481484,0.9699849599701338,86.7827749292801,0.010759147153085619,True,False,0.5889342795271757,-0.05849430268936029,0.0008535804652014534,0.0009755205316586135,0.006889613754839541,0.021522421729719854,0.03764899551870249,True,False,False,False,False,False,False,True,False,1,1,1,0
2019-12-23,8200.5,8222.0,8191.0,8207.75,60960,0,75945,8153.825135679871,1.0893911983866928,80.39103681186953,0.009957477304873445,True,False,0.6613443803713981,0.0008535804652014534,9.137705217621139e-05,0.009594590478511078,0.008345770765435079,0.009868721635040156,0.04203344400109654,True,False,False,False,False,False,False,True,False,1,1,1,0
2019-12-24,8207.5,8214.5,8186.0,8208.5,30791,25,34577,8154.907806260468,1.0826705805966412,72.41299647896085,0.008959238228192364,True,False,0.657177187195046,9.137705217621139e-05,3.0456234391129655e-05,0.005938965706280053,0.0006091246878237033,0.005847597003106442,0.050648717792532105,True,False,False,False,False,False,False,True,False,1,1,1,0
2019-12-25,8208.5,8212.5,8204.5,8208.75,505,25,663,8155.973988314716,1.066182054248202,64.7563034793775,0.008003282818696692,True,False,0.6470841098916935,3.0456234391129655e-05,0.009471600426374405,0.008222932846048359,0.005025125628140614,0.0144662707476777,0.05372316126084975,True,False,False,False,False,False,False,True,False,1,1,1,0
2019-12-26,8209.0,8288.0,8208.0,8286.5,47496,0,55916,8158.558661813434,2.5846734987180753,58.48885192532998,0.007220783684349254,True,False,1.5681855520069066,0.009471600426374405,-0.0035298376878054594,-0.008809509443070018,-0.0038617027695649897,-0.006757979846738649,0.045465516201049994,True,False,False,False,True,False,True,True,False,1,1,1,1
2019-12-27,8286.75,8321.75,8248.25,8257.25,106747,0,129579,8160.51294573792,1.9542839244859351,50.55837960997633,0.006234113791603542,True,False,1.1854285987329183,-0.0035298376878054594,0.0023010082049108593,-0.000878016288715977,0.014532683399436808,0.020981561657936965,0.047382603166914006,True,False,False,False,True,False,True,True,False,1,1,1,1
2019-12-29,8257.25,8277.75,8257.25,8276.25,1839,0,2318,8162.804768594595,2.291822856675026,43.07207506324448,0.005304617367214342,True,False,1.3897824904727907,0.0023010082049108593,-0.00758193626340431,-0.0026280018124150706,0.001510345869204066,0.026310225041534574,0.0459749282585713,True,False,False,False,True,False,True,True,False,1,1,1,1
2019-12-30,8276.5,8288.25,8169.5,8213.5,141183,0,168089,8163.808634563018,1.0038659684232698,34.19441021050625,0.004206154101147362,True,False,0.6086787143270822,-0.00758193626340431,0.004443903329883758,0.019936689596396162,0.005235283374931621,0.02961587630121132,0.05448347233213613,True,False,False,False,False,False,False,True,False,1,1,1,0
2019-12-31,8213.5,8250.5,8170.75,8250.0,94724,0,112249,8165.515394274641,1.706759711622908,25.032144661782695,0.0030750194913764075,True,False,1.0346512332166657,0.004443903329883758,0.0005454545454546267,0.004696969696969644,0.009393939393939288,0.026181818181818084,0.06042424242424249,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-01,8251.5,8262.25,8247.75,8254.5,2918,0,3515,8167.277465675143,1.7620714005015543,15.511706153628438,0.0019028645585786473,True,False,1.0679511586502377,0.0005454545454546267,0.014870676600642119,0.0002422920831062214,-0.002907504997274213,0.03985704767096743,0.04376400751105458,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-02,8255.5,8385.5,8251.0,8377.25,140825,0,169276,8171.435337641971,4.157871966828679,18.699593160486984,0.0022936586866739274,True,False,2.518708817408588,0.014870676600642119,-0.01056432600196966,-0.005938703035005544,0.0063565012384732,0.01578680354531614,0.01381718344325411,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-03,8377.0,8386.25,8213.75,8288.75,269091,0,312235,8173.758400262923,2.323062620951532,19.933264583051823,0.002444651957990484,True,False,1.4068387405893779,-0.01056432600196966,-0.0038908158648770508,-0.007027597647413675,0.02476247926406283,0.03185039963806369,0.020328758859900375,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-05,8288.75,8288.75,8226.25,8256.5,8115,0,9582,8175.396847782469,1.6384475195463892,20.48904152200157,0.002512479847567654,True,False,0.992039331271477,-0.0038908158648770508,0.008599285411494018,0.021074305092957157,0.02425361836129114,0.04454066493066078,0.038999576091564236,True,False,False,False,False,False,False,True,False,1,1,1,0
2020-01-06,8256.75,8351.0,8201.5,8327.5,180478,0,215709,8178.408791390737,3.0119436082677566,22.434803076021126,0.0027507202828459328,True,False,1.8229855270405215,0.008599285411494018,-0.01164815370759531,0.01999399579705785,0.016631642149504744,0.03869708796157312,0.03275292704893418,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-07,8327.5,8373.0,8205.5,8230.5,225263,0,264607,8179.440300472108,1.0315090813710412,20.881638658674092,0.002559476437475618,True,False,0.6242444183490736,-0.01164815370759531,0.02429986027580333,0.02748921693700268,0.04288925338679306,0.05257882267176961,0.05661867444262203,True,False,False,False,False,False,False,True,False,1,1,1,0
2020-01-08,8231.0,8451.0,8156.75,8430.5,330649,0,383698,8184.4117796706805,4.971479198572524,23.89883393276068,0.002928594573854893,True,False,3.0067917762957697,0.02429986027580333,0.007532174841349937,0.0042109008955577565,0.00937073720419912,0.02585849000652396,0.007176324061443529,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-09,8430.75,8500.75,8411.0,8494.0,199143,0,238451,8190.542239479181,6.130459808500746,27.7374708845864,0.0033980318862093786,True,False,3.704977663848963,0.007532174841349937,-0.0043854485519190245,0.010536849540852433,0.006916647044972857,0.019160583941605802,0.000559218271721118,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-10,8494.25,8533.75,8445.0,8456.75,193952,0,231482,8195.813680281573,5.271440802392135,32.005045718555266,0.003920357170433404,True,False,3.183775643243547,-0.0043854485519190245,0.0010938008100038754,0.006237620835427338,0.01980666331628589,0.024152304372246913,0.013184734088154348,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-12,8456.75,8479.0,8456.75,8466.0,3542,0,4096,8201.163904434414,5.350224152840383,35.64851015977274,0.004365739140577478,True,False,3.229250124148697,0.0010938008100038754,0.013879045594141326,0.010246869832270189,0.021704464918497424,0.03336876919442466,0.04140089770848099,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-13,8466.0,8585.75,8463.75,8583.5,150107,0,170394,8208.734916227791,7.571011793377693,41.45745055264888,0.005076042870697527,True,False,4.565442636371864,0.013879045594141326,-0.008621191821517993,0.004747480631444034,0.00929108172656834,0.003757208597891193,0.03215471544241866,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-14,8583.75,8593.25,8507.5,8509.5,243954,0,272236,8214.690660460905,5.955744233113364,43.255322818933564,0.0052934791785815855,True,False,3.5888063437139017,-0.008621191821517993,0.0050825547917034974,0.016481579411246283,0.01633468476408728,-0.0019390093424995758,0.051207473999647535,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-15,8509.75,8574.5,8501.5,8552.75,193067,0,218114,8221.384904808214,6.694244347308995,47.62650454529103,0.005826757069765977,True,False,4.03052647490072,0.0050825547917034974,0.008359884247756577,0.012919821110169316,0.012159831633100415,-0.011165999240010493,0.03808716494694697,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-16,8552.5,8636.25,8542.25,8624.25,157811,0,175330,8229.362431445674,7.97752663745996,53.9655836632046,0.006600974199539006,True,False,4.798519591814299,0.008359884247756577,0.0029567788503348513,0.002811838710612413,0.004261240107835462,-0.005304809113836018,0.02440791952923438,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-17,8624.25,8667.75,8608.5,8649.75,149261,0,168455,8237.68693775368,8.324506308006676,59.27814636294352,0.007248127095987737,True,False,5.002169484710772,0.0029567788503348513,0.0015607387496747727,0.0008092719442758245,0.01141651492817708,-0.005722708748807759,0.040926038324807124,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-19,8649.75,8663.25,8646.25,8663.25,2280,25,2656,8246.11392908529,8.426991331609315,66.67362861318179,0.008151368084358224,True,False,5.058577585781454,0.0015607387496747727,-0.001702594291980497,-0.0002597177733529854,-0.005482930770784655,0.003838051539549303,0.04115083831125732,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-20,8663.25,8665.5,8638.5,8648.5,29235,0,32887,8254.081970093503,7.968041008212822,69.67019042282209,0.00851254705877292,True,False,4.778460298014586,-0.001702594291980497,0.0009539226455455019,0.01156269873388438,-0.017979996531190423,-0.018211250505868026,0.04700237035324051,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-21,8648.75,8678.25,8593.0,8656.75,176706,0,198618,8262.055594448088,7.973624354584899,71.51335496890624,0.008731211301762803,True,False,4.777193775083499,0.0009539226455455019,0.0004909463713287376,-0.004736188523406626,-0.023045600254136933,-0.01825165333410339,0.049845496289022906,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-22,8656.75,8732.5,8656.25,8661.0,175121,0,197665,8269.955483666938,7.899889218850149,74.14180338536426,0.009046301719101191,True,False,4.7284960252249375,0.0004909463713287376,0.010102759496593894,-0.01939729823346037,-0.00952545895393142,-0.01070892506638954,0.05175499364969394,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-23,8660.75,8750.75,8630.25,8748.5,216839,0,239012,8279.431612703236,9.476129036298516,78.26770826882239,0.009543487873288646,True,False,5.665466051764545,0.010102759496593894,-0.015174029833685765,-0.03329142138652341,-0.01694576213065102,0.0077727610447504425,0.04503629193576031,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-24,8748.75,8766.0,8588.25,8615.75,291970,25,323348,8286.091382748717,6.6597700454804,77.3564665209251,0.009423677011179838,True,False,3.978457417662784,-0.015174029833685765,-0.014247163624756976,-0.004323477352523031,0.009372370368220917,0.02829121086382491,0.05402895859327406,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-26,8615.75,8615.75,8472.5,8493.0,15704,0,17930,8290.188583090327,4.097200341610005,75.49792262942174,0.009190598374301504,True,False,2.4464029361569883,-0.014247163624756976,-0.004209348875544583,0.012628046626633749,-0.00023548804898154696,0.05324973507594488,0.0765041799128694,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-27,8493.25,8532.5,8404.5,8457.25,347251,0,384930,8293.496729959825,3.3081468694981595,72.1118251516109,0.008771250341221325,True,False,1.9744780202134216,-0.004209348875544583,0.014336811611339373,0.02828933755062235,0.004907032427798663,0.04980933518578734,0.09060273729640245,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-28,8457.25,8614.5,8443.0,8578.5,276130,0,310064,8299.140359069532,5.643629109707035,69.77792762385798,0.008479141392196516,True,False,3.366127440237543,0.014336811611339373,0.002535408288162344,-0.010199918400652819,-0.0011948475840765083,0.029871189601911707,0.05510870198752693,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-29,8578.5,8637.25,8550.75,8600.25,271853,0,303848,8305.102926216668,5.962567147136724,67.41598846298803,0.008183849298037485,True,False,3.5538039251945097,0.002535408288162344,0.011191535129792651,-0.011801982500508679,0.025144617889014897,0.046917240777884395,0.03889421819133165,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-30,8600.5,8718.5,8482.25,8696.5,353627,0,394980,8312.853363321288,7.7504371046197775,66.73943423599849,0.008093440717645001,True,False,4.615101697468549,0.011191535129792651,-0.023630196055884567,-0.014747312137066593,0.018743172540677255,0.037170125912723506,0.010550221353418099,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-01-31,8696.25,8727.5,8443.5,8491.0,509375,0,567022,8316.381019493143,3.5276561718546873,62.29904939964035,0.0075476654612062965,True,False,2.0996991371313944,-0.023630196055884567,0.0009127311270757943,0.038334707337180474,0.05349782122247082,0.0664232716994464,0.01510422800612421,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-02,8491.0,8516.25,8453.5,8498.75,10159,0,11824,8319.992286433873,3.6112669407302747,57.93669198578573,0.00701238224839807,True,False,2.1485322030598386,0.0009127311270757943,0.008177673187233392,0.04244741873804969,0.04468304162376824,0.06936314163847634,-0.011648771878217334,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-03,8498.0,8634.25,8489.5,8568.25,262831,0,292881,8324.908280761916,4.915994328042871,54.95279709497845,0.006644872176580583,True,False,2.923055858770529,0.008177673187233392,0.028973244244740792,0.04399964987016025,0.03110320077028561,0.06314008111341285,-0.03008198873749013,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-04,8568.5,8847.5,8566.0,8816.5,241729,0,273828,8334.64277025178,9.734489489863336,55.21115754854327,0.006668471959334997,True,False,5.781378314954044,0.028973244244740792,0.004877218851017995,0.007032269041002737,0.02123858674077006,0.03697612431236896,-0.10497362899109619,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-05,8816.5,8942.75,8796.75,8859.5,292451,0,328513,8345.035982722042,10.39321247026237,58.94459997332524,0.0071136796893219575,True,False,6.164910712705485,0.004877218851017995,0.009678875783057705,-0.0027936113776172444,0.018087928212653148,0.025029629211580806,-0.09407980134319094,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-06,8859.5,8955.5,8841.5,8945.25,230940,0,255966,8356.921408806753,11.88542608471107,66.7328257164263,0.008049614921009477,True,False,7.040015843313419,0.009678875783057705,-0.007462060870294329,0.006539783684078149,0.01226908135602689,0.022078756882144113,-0.12425588999748471,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-07,8945.25,8949.25,8863.5,8878.5,245309,25,274273,8367.249697741272,10.32828893451915,73.7529677814473,0.00889286753017199,True,False,6.110135596846589,-0.007462060870294329,-0.004927634172439022,0.01590921889958885,0.02362448611815049,0.038857915188376335,-0.06087740046178969,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-09,8878.5,8903.0,8809.25,8834.75,14540,25,16714,8376.507129469168,9.257431727895892,77.36677039963615,0.009322263156459041,True,False,5.470572202090063,-0.004927634172439022,0.01912900761198677,0.02492996406236725,0.031070488695209342,0.02450550383429073,-0.08984408160955315,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-10,8834.75,9010.25,8834.75,9003.75,225546,0,253736,8388.927780370768,12.420650901600311,83.82485415409974,0.010093174629960374,True,False,7.328972613971629,0.01912900761198677,0.0017770373455505695,0.009384978481188355,0.015410245730945515,-0.007663473552686373,-0.0714146883243093,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-11,9004.25,9088.0,8980.0,9019.75,228845,0,259170,8401.419309472338,12.49152910156954,88.5659461510495,0.010654097008594914,True,False,7.359836091391303,0.0017770373455505695,0.003908090579007206,0.009922669697053799,0.006818370797416762,-0.025665899830926597,-0.0939327586684775,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-12,9019.75,9106.5,9002.75,9055.0,194860,0,221671,8414.361501363976,12.942191891637776,97.98048187083259,0.011781624920884661,True,False,7.613631747722938,0.003908090579007206,0.0036720044174489708,0.009663169519602333,0.009690778575372816,-0.048122584207620056,-0.11847045831032577,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-13,9056.25,9123.25,8989.75,9088.25,253397,0,288230,8427.705828069638,13.344326705662752,107.71354163576507,0.01294635114162268,True,False,7.837769677844331,0.0036720044174489708,0.0023106758726927357,-0.0007702252908975415,0.01488185294198563,-0.07575715896899848,-0.16447060765273847,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-14,9088.5,9137.75,9066.75,9109.25,191473,0,222433,8441.201752266279,13.495924196640772,116.29347150436297,0.013969339671057554,True,False,7.9141367229419,0.0023106758726927357,0.003650135850920666,0.003677580481378895,-0.006367154266267772,-0.08768559431347256,-0.16705546559815576,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-16,9109.25,9147.25,9109.25,9142.5,4272,25,5174,8455.088846280809,13.887094014529794,120.44607602902943,0.014451258362137445,True,False,8.130147018166078,0.003650135850920666,-0.006699480448455031,0.00885972108285471,-0.022723543888433118,-0.13688815969373802,-0.15892808312824724,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-17,9142.25,9165.75,9058.25,9081.25,51201,0,58430,8467.488077047525,12.399230766715846,122.4520943254829,0.014673644856536692,True,False,7.248453347294048,-0.006699480448455031,0.006772195457673824,-0.0033035099793530254,-0.0322642807983482,-0.11620096352374398,-0.17704060564349622,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-18,9081.5,9143.25,9012.5,9142.75,214479,0,249810,8480.859600274307,13.371523226782301,123.93819146755413,0.014830603927535404,True,False,7.804520189253994,0.006772195457673824,0.00883213475157918,-0.02275026660468682,-0.05725848349785345,-0.14317355281507205,-0.2786360777665363,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-19,9142.75,9227.25,9126.0,9223.5,163100,0,192252,8495.565350763925,14.705750489618367,128.31565302265335,0.015335463582172287,True,False,8.568407388810417,0.00883213475157918,-0.01867512332628607,-0.04718924486366349,-0.08930991489131024,-0.09600477042337507,-0.2085976039464411,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-20,9223.25,9241.5,8994.75,9051.25,431423,0,496432,8506.569007184442,11.003656420516563,130.06187771527402,0.01552698227375785,True,False,6.403063236841233,-0.01867512332628607,-0.01287115039359199,-0.0477282143350366,-0.08183952492749624,-0.11161441789808035,-0.222814528380058,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-21,9052.0,9090.5,8890.0,8934.75,385291,0,443857,8515.047838725344,8.47883154090232,126.12005835457603,0.01503410944241099,True,False,4.9289466039862395,-0.01287115039359199,-0.016396653515767134,-0.05987856403368874,-0.11681916114049073,-0.06424354346792016,-0.25691821259688297,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-23,8934.75,8934.75,8767.5,8788.25,20811,0,25432,8520.45778251296,5.409943787615703,119.0384730406222,0.01416885274448926,True,False,3.142932273388488,-0.016396653515767134,-0.019230222171649602,-0.054362358831394175,-0.08673512929195237,-0.0700651437999602,-0.24137342474326517,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-24,8788.5,8802.5,8519.5,8619.25,641675,0,714459,8522.414064047356,1.956281534396112,108.05256268338053,0.01284144526781564,True,False,1.1362500721615376,-0.019230222171649602,-0.025466252864228323,-0.08449111001537257,-0.0911332192476143,-0.0739043420251182,-0.2045421585404763,True,False,False,False,True,False,True,True,False,1,1,1,1
2020-02-25,8619.0,8703.0,8288.5,8399.75,762543,0,886090,8519.985072680081,-2.428991367274648,92.27924461044313,0.010949509450495337,False,True,-1.4112122457306087,-0.025466252864228323,-0.010625316229649684,-0.044495371886068,-0.007351409268132936,-0.0959849995535581,-0.20205958510669964,False,False,False,True,False,True,False,False,False,1,0,0,0
2020-02-26,8400.0,8516.25,8187.75,8310.5,827097,0,928555,8515.836853419089,-4.148219260992846,74.63510115280951,0.008841762505293942,False,True,-2.4112351722267444,-0.010625316229649684,-0.05047831057096441,-0.057367186089886335,-0.0324288550628723,-0.08699837554900425,-0.16617532037783522,False,False,False,True,False,True,False,False,False,1,0,0,0
2020-02-27,8309.75,8331.25,7791.5,7891.0,948984,0,1128600,8503.463846420691,-12.373006998397614,48.375000139882104,0.0057214064830508685,False,True,-7.2025219073341695,-0.05047831057096441,0.01710809783297429,0.05664681282473705,0.059529844126219755,-0.025535420098846795,-0.1839437333671271,False,False,False,True,False,True,False,False,False,1,0,0,0
2020-02-28,7892.25,8053.5,7602.75,8026.0,1168724,0,1543488,8494.009116788598,-9.454729632092494,26.521039741073764,0.003132102401533138,False,True,-5.509873021722667,0.01710809783297429,-0.02395340144530278,0.0018689259905306788,0.018253177174183843,-0.06883877398455018,-0.14798778968352855,False,False,False,True,False,True,False,False,False,1,0,0,0
2020-03-01,7854.75,7865.0,7728.25,7833.75,7235,0,9062,8480.934678832387,-13.074437956211113,0.07507855808034947,8.852706166474104e-06,False,True,-7.631053690906253,-0.02395340144530278,0.06436891654699228,0.06727301739269187,0.01895643848731443,-0.15809797351204724,-0.07442157332056809,False,False,False,True,False,True,False,False,False,1,0,0,0
2020-03-02,7834.5,8361.5,7794.5,8338.0,195449,0,225820,8478.104289152538,-2.830389679849759,-17.461061611387777,-0.0020553148484482755,False,True,-1.6525426483818606,0.06436891654699228,-0.03562005277044855,-0.019848884624610208,-0.08928999760134326,-0.12455025185895896,-0.13246581914128086,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-03,8338.5,8481.5,7985.75,8041.0,204614,0,236942,8469.448758674269,-8.655530478268702,-37.12024851017304,-0.0043637156741833496,False,True,-5.058756134930964,-0.03562005277044855,0.03976495460763596,-0.007306305185922124,-0.056398457903245824,-0.12517099863201098,-0.050926501678895675,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-04,8039.75,8428.25,8036.75,8360.75,145168,0,161493,8467.296308007451,-2.152450666817458,-47.75153071789282,-0.005607899288683381,False,True,-1.258327382575375,0.03976495460763596,-0.022515922614598005,-0.09176808300690731,-0.08028585952217204,-0.20590258051012167,-0.12522799988039346,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-05,8361.75,8365.5,8089.25,8172.5,527970,0,644746,8461.45875735384,-5.8375506536121975,-58.99902515912072,-0.006924396160991246,False,True,-3.414999300241295,-0.022515922614598005,-0.023279290302844924,-0.07158152340165191,-0.08553074334658917,-0.18421535637809727,-0.11654940348730503,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-06,8172.0,8204.5,7790.5,7982.25,714814,0,852125,8451.96947503,-9.48928232383878,-70.44458901735561,-0.008265802211433618,False,True,-5.557515043300998,-0.023279290302844924,-0.04870180713457983,-0.03667512292899877,-0.1737605311785524,-0.14106298349462876,-0.04419180055748695,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-08,7896.75,7896.75,7579.75,7593.5,35154,0,42492,8434.970079484852,-16.999395545148218,-85.01499319522918,-0.009978303068609312,False,True,-9.975969938902773,-0.04870180713457983,-0.0007901494699413814,-0.01580298939882796,-0.038717324027128464,-0.11733719628629746,-0.016724830447092942,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-09,7592.75,7718.75,7279.5,7587.5,518460,0,569192,8418.188493752477,-16.78158573237488,-97.64835966661121,-0.011466678066690019,False,True,-9.867782057493358,-0.0007901494699413814,0.013443163097199395,-0.13077429983525535,-0.07288303130148266,-0.08672158154859966,-0.04306425041186157,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-10,7589.0,7858.5,7410.0,7689.5,909462,0,1001156,8403.759018628667,-14.429475123810334,-99.70482779202393,-0.011725201587585048,False,True,-8.499280108405827,0.013443163097199395,-0.028090252942323923,-0.05071851225697377,-0.1365823525586839,-0.16255933415696733,-0.044638793159503254,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-11,7689.5,7728.5,7371.25,7473.5,793901,0,888166,8385.338047962752,-18.420970665914865,-108.6710688258463,-0.012793848856490573,False,True,-10.874195443847212,-0.028090252942323923,-0.11751522044557439,-0.05874088445841974,-0.10791463169866866,-0.08500033451528732,-0.02609219241319327,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-12,7473.75,7497.25,6537.0,6595.25,949358,0,1064278,8349.890759884282,-35.44728807847059,-131.04391894810578,-0.015451589230510057,False,True,-21.013936712970825,-0.11751522044557439,0.10678139570145184,0.006671468102043221,0.03957393578711943,0.09938971229293814,0.12330844168151311,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-13,6593.0,7458.5,6421.0,7299.5,177905,0,251429,8329.09094285687,-20.799817027411336,-149.01334629566736,-0.0175762577592169,False,True,-12.36138433258266,0.10678139570145184,-0.03630385642852252,-0.08664977053222822,-0.08178642372765255,-0.009041715185971633,0.07336118912254275,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-15,7379.0,7380.75,7034.5,7034.5,2273,0,3120,8303.455478641883,-25.635464214987223,-165.99328003238588,-0.01959906538927676,False,True,-15.282257873314132,-0.03630385642852252,-0.05618736228587673,-0.025339398677944436,-0.014926434003838196,0.08486743905039451,0.10832326391356895,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-16,7034.5,7043.0,6405.25,6639.25,84365,0,119284,8270.50091470838,-32.95456393350287,-196.7953932990713,-0.02324182196304664,False,True,-19.7237257033288,-0.05618736228587673,0.004179688970892714,0.009526678465188176,-0.0300862296193094,0.10159280039161045,0.201754716270663,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-17,6639.5,7028.75,6424.75,6667.0,102847,0,123680,8238.748421347818,-31.752493360561857,-222.71033600602095,-0.026320560365842804,False,True,-19.07751445929803,0.004179688970892714,0.028386080695965266,0.03937303134843262,0.025686215689215475,0.08294585270736454,0.1990775461226939,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-18,6668.0,6920.0,6307.25,6856.25,69399,0,85346,8211.372214984494,-27.376206363323945,-240.59726004550612,-0.028466413746087518,False,True,-16.502993403606826,0.028386080695965266,-0.022424794895168687,-0.06078395624430266,0.05753874202370102,0.1127803099361897,0.1482588878760256,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-19,6859.75,7001.0,6374.75,6702.5,64662,0,74151,8181.493557262029,-29.878657722465505,-253.4765222228234,-0.030050672359741664,False,True,-18.07730516330053,-0.022424794895168687,0.03386795971652368,0.020253636702722844,0.07922417008578897,0.11398731816486385,0.21148825065274157,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-20,6697.75,7127.5,6665.75,6929.5,6026,25,6922,8156.701605633078,-24.79195162895121,-261.48688811939974,-0.03106213270390193,False,True,-15.04531690586257,0.03386795971652368,-0.0707121725954254,0.04635976621689886,0.10130601053467059,0.0478028717800707,0.21624936864131605,False,False,True,False,False,True,False,False,True,1,0,0,0
2020-03-22,6684.0,6684.0,6383.25,6439.5,6963,0,9119,8122.697613442324,-34.003992190753706,-281.0614051863431,-0.03344472450522587,False,True,-20.722150368576877,-0.0707121725954254,0.06192250951160805,0.12330149856355299,0.13576364624582649,0.14081062194269744,0.2869399798120973,False,False,True,False,False,True,False,False,True,1,0,0,0
