time,open,high,low,close,tick_volume,spread,real_volume,ema100,ema_slope_1,ema_slope_n,ema_slope_pct_n,above_ema,below_ema,dist_pct,ret_1d,fwd_ret_1,fwd_ret_3,fwd_ret_5,fwd_ret_10,fwd_ret_20,above_ema_rising,above_ema_falling,below_ema_falling,below_ema_rising,above_ema_band,below_ema_band,above_rising_band,above_rising,below_falling,buyhold_position,long_above_ema,long_above_rising,long_above_rising_band
2019-05-28,7351.0,7398.0,7307.25,7315.0,86522,0,155399,7757.546975775042,-8.940342944950316,-76.1892651537064,-0.00972578892248657,False,True,-5.704728275020566,-0.004728051974556946,-0.009193438140806531,-0.020813397129186617,-0.03920027341079968,0.022898154477101862,0.06131237183868765,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-05-29,7316.25,7317.75,7209.75,7247.75,110325,0,208270,7747.451986155734,-10.094989619307853,-80.43799257640512,-0.010275820533368486,False,True,-6.449888131590531,-0.009193438140806531,-0.004656617570970356,-0.019178365699699884,-0.002414542444206802,0.039529509158014564,0.06881445965989452,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-05-30,7248.75,7297.75,7209.5,7214.0,85064,0,153835,7736.888580489283,-10.563405666450308,-85.86001252538699,-0.01097568348317569,False,True,-6.758383231831622,-0.004656617570970356,-0.007104241752148632,-0.025748544496811743,0.0034308289437205985,0.045293873024674136,0.0654629886332132,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-05-31,7214.0,7243.5,7156.0,7162.75,119114,0,195642,7725.519499687515,-11.369080801768177,-89.68456673280525,-0.011475652583168492,False,True,-7.284552187206028,-0.007104241752148632,-0.007539003874210359,0.009423754842762921,0.019475760008376586,0.049387455935220315,0.07151582841785631,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-02,7162.75,7162.75,7103.25,7108.75,3466,0,5012,7713.30624226796,-12.213257419554793,-95.60170402522544,-0.012242647074692008,False,True,-7.83783533648732,-0.007539003874210359,-0.011324072445929367,0.018287321962370262,0.04874274661508715,0.05816775101107785,0.060981185159134865,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-03,7108.25,7159.0,6967.0,7028.25,164722,0,265763,7699.74077212404,-13.56547014392072,-101.94622473759773,-0.013067202616383784,False,True,-8.720952977470219,-0.011324072445929367,0.02874115178031511,0.03898552271191269,0.06463202077330776,0.0686515135346637,0.07704620638138948,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-04,7028.25,7237.75,7008.0,7230.25,125902,0,204545,7690.443925151286,-9.296846972753883,-102.2987747427951,-0.013127441605916945,False,True,-5.983970881657951,0.02874115178031511,0.0011756163341516412,0.03111925590401432,0.04204557242142393,0.040939109989281075,0.05276442723280672,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-05,7231.75,7271.75,7176.5,7238.75,120316,0,196414,7681.499490989874,-8.944434161411664,-102.2483039558083,-0.01313612756340878,False,True,-5.7638419622263015,0.0011756163341516412,0.008772232774995725,0.033672940770160587,0.04171991020549126,0.04472457261267482,0.05543084096011053,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-06,7239.25,7326.0,7230.75,7302.25,106019,0,150800,7673.989600079184,-7.509890910690046,-100.91665437252504,-0.012979790504193255,False,True,-4.84415042829024,0.008772232774995725,0.0209524461638535,0.031771029477215995,0.029340271834023657,0.05227840734020339,0.05700297853401359,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-07,7302.5,7479.0,7290.75,7455.25,115660,0,166927,7669.6581228498935,-4.331477229290613,-96.82919587009837,-0.012467566339380435,False,True,-2.7955368989801,0.0209524461638535,0.0036551423493511592,0.0114684282887898,0.008986955501156801,0.0363502229972168,0.03195734549478546,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-09,7455.25,7511.0,7455.25,7482.5,1946,0,2453,7665.952021407321,-3.706101442572617,-91.59495436772067,-0.011807205893016148,False,True,-2.3930755227143052,0.0036551423493511592,0.006916137654527255,0.0045439358503174265,0.0037754761109254353,0.03755429335115279,0.03595055128633473,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-10,7482.5,7604.75,7458.0,7534.25,114110,0,158571,7663.344060587374,-2.6079608199470385,-84.10792556835986,-0.01085620481658435,False,True,-1.6845656356642702,0.006916137654527255,0.0008627268805787569,-0.0015927265487606368,-0.0010618176991737949,0.028171350831204256,0.03606861996880917,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-11,7534.5,7627.5,7519.0,7540.75,105215,0,145408,7660.916455427228,-2.4276051601455038,-75.97212506205506,-0.009819467383004571,False,True,-1.5685650160314535,0.0008627268805787569,-0.003215860491330491,-0.003978384112986122,0.0028843284819148884,0.019295162947982725,0.037065278652653966,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-12,7539.5,7557.5,7487.5,7516.5,80644,25,109726,7658.05672363659,-2.8597317906387616,-67.46277605092564,-0.008732458193090367,False,True,-1.8484679435668672,-0.003215860491330491,0.0007649837025212047,0.0012971462781878884,0.022284307856049956,0.02108694206079953,0.033825583715825225,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-13,7516.0,7562.5,7448.0,7522.25,83937,0,114461,7655.36748158438,-2.68924205220992,-57.93876068358077,-0.007511533817506629,False,True,-1.7388777469481975,0.0007649837025212047,-0.0015287978995646156,0.005350792648476155,0.027119545348798457,0.002658778955764607,0.03144006115191589,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-14,7522.5,7547.5,7478.25,7510.75,47414,0,58510,7652.503769077758,-2.863712506621596,-47.23700304628164,-0.006134882256984206,False,True,-1.852384178503208,-0.0015287978995646156,0.0020637086842192343,0.023066937389741415,0.033651765802350075,0.00785540724960887,0.02652864227939955,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-16,7510.75,7530.0,7507.25,7526.25,315,25,392,7650.003694442555,-2.5000746352034184,-40.44023070873118,-0.005258504073669017,False,True,-1.6176945709510893,0.0020637086842192343,0.004816475668493636,0.026573658860654437,0.029264241820295522,0.01136023916292972,0.031456568676299534,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-17,7522.5,7577.25,7509.25,7562.5,12613,0,17545,7648.270948017949,-1.732746424605466,-33.22854297192498,-0.00432578860558422,False,True,-1.1214423312262078,0.004816475668493636,0.01606611570247929,0.026578512396694176,0.016363636363636358,0.010247933884297566,0.03712396694214881,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-18,7563.25,7719.5,7542.0,7684.0,10725,0,20237,7648.978453997792,0.7075059798426082,-25.011146081392326,-0.003259210317555584,True,False,0.45785912737019707,0.01606611570247929,0.005498438313378484,0.00813378448724622,-0.0011712649661634877,0.004489849036959814,0.020009109838625694,False,True,False,False,False,False,False,False,False,1,1,0,0
2019-06-19,7683.0,7730.5,7626.75,7726.25,5129,25,10094,7650.508583621598,1.5301296238058057,-19.149539228295907,-0.0024967917632787934,True,False,0.9900180563231054,0.005498438313378484,0.004821226338780127,-0.005177155800032307,-0.02381491668014879,-0.004238796311276438,0.019123119236369446,False,True,False,False,False,False,False,False,False,1,1,0,0
2019-06-20,7728.0,7819.25,7705.75,7763.5,4425,25,7947,7652.746037411269,2.2374537896712354,-13.205983996052055,-0.0017226802306059426,True,False,1.4472447151296919,0.004821226338780127,-0.0021897340117215114,-0.011399497649256185,-0.024956527339473178,-0.0015456945965093283,0.013460423777935215,False,True,False,False,True,False,False,False,False,1,1,0,0
2019-06-21,7763.25,7769.5,7729.25,7746.5,153,100,316,7654.602551521936,1.8565141106673764,-8.74150906543764,-0.0011406911912509939,True,False,1.2005515356220853,-0.0021897340117215114,-0.007777706060801637,-0.026366746272510122,-0.0173949525592203,0.0076808881430323606,0.02117085135222352,False,True,False,False,True,False,False,False,False,1,1,0,0
2019-06-23,7662.5,7689.5,7632.75,7686.25,1418,0,1785,7655.229233670017,0.6266821480803628,-5.687221757211773,-0.0007423683302515029,True,False,0.40522321909766124,-0.007777706060801637,-0.0014636526264433236,-0.015156936087168615,-0.006017238575378059,0.017433729061635983,0.022280045535859383,False,True,False,False,False,False,False,False,False,1,1,0,0
2019-06-24,7685.75,7710.0,7662.0,7675.0,77765,0,100052,7655.620733993383,0.39150032336601726,-2.4359896432069945,-0.0003180950117133911,True,False,0.2531377491124642,-0.0014636526264433236,-0.017296416938110792,-0.008241042345276894,0.005667752442996665,0.01247557003257338,0.014853420195439782,False,True,False,False,False,False,False,False,False,1,1,0,0
2019-06-25,7676.0,7695.75,7525.5,7542.25,125940,0,186012,7653.3757689638105,-2.2449650295720858,-1.9917126205691602,-0.0002601720460004552,False,True,-1.451983703902937,-0.017296416938110792,0.00364612681892007,0.012960323510888605,0.020053697504060386,0.028704962047134464,0.042361364314362326,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-26,7542.25,7635.0,7538.0,7569.75,116839,25,157014,7651.719813142745,-1.6559558210656178,-0.7839559350131822,-0.00010244437097580949,False,True,-1.0712599931057554,0.00364612681892007,0.00554839988110567,0.019650582912249304,0.0240100399616896,0.01852769246012098,0.021830311436969563,False,False,True,False,False,True,False,False,True,1,0,0,0
2019-06-27,7570.0,7632.75,7566.5,7611.75,88202,0,121853,7650.928331694374,-0.791481448371087,0.9246372518191492,0.00012086755624587006,False,True,-0.512072914499484,0.00554839988110567,0.0037113672939863562,0.01073997438171248,0.02551975564094988,0.019870594804085817,0.020396098137747565,False,False,False,True,False,False,False,False,False,1,0,0,0
