signal_time,variant,entry_time,entry_price,exit_time,exit_price,ret,mae,mfe,signal_atr,signal_high,signal_mid,signal_close
2025-01-06 00:00:00,wait_1_bar_close,2025-01-06 02:00:00,22104.25,2025-01-07 03:00:00,22341.5,0.010733230034948082,-0.0012101745139508902,0.017507945304636063,147.13822898619787,22130.25,22101.625,22090.5
2025-01-06 00:00:00,wait_2_bar_close,2025-01-06 03:00:00,22103.0,2025-01-07 04:00:00,22314.25,0.00955752612767502,-0.0003732524996606923,0.017565488847667732,147.13822898619787,22130.25,22101.625,22090.5
2025-01-06 00:00:00,break_signal_high,2025-01-06 05:00:00,22130.25,2025-01-07 06:00:00,22283.75,0.006936207227663527,-0.0007003987754318208,0.016312513414895813,147.13822898619787,22130.25,22101.625,22090.5
2025-01-06 00:00:00,reclaim_midpoint,2025-01-06 02:00:00,22101.625,2025-01-07 03:00:00,22341.5,0.010853274363310295,-0.0010915486983422706,0.017628794262865233,147.13822898619787,22130.25,22101.625,22090.5
2025-01-19 23:00:00,next_close,2025-01-20 00:00:00,22151.25,2025-01-21 05:00:00,22185.0,0.001523616048755727,-0.008430675469781601,0.010067151966593357,143.19919548337174,22213.0,22167.25,22139.5
2025-01-19 23:00:00,wait_1_bar_close,2025-01-20 01:00:00,22158.5,2025-01-21 06:00:00,22195.75,0.001681070469571555,-0.00875510526434553,0.009736669900940909,143.19919548337174,22213.0,22167.25,22139.5
2025-01-19 23:00:00,wait_2_bar_close,2025-01-20 02:00:00,22155.0,2025-01-21 07:00:00,22227.75,0.0032836831415030687,-0.008598510494245093,0.009896185962536608,143.19919548337174,22213.0,22167.25,22139.5
2025-01-19 23:00:00,reclaim_midpoint,2025-01-20 01:00:00,22167.25,2025-01-21 06:00:00,22195.75,0.0012856804520182674,-0.009146375847252086,0.009338100125184656,143.19919548337174,22213.0,22167.25,22139.5
2025-10-13 02:00:00,next_close,2025-10-13 03:00:00,25292.5,2025-10-14 04:00:00,25321.0,0.0011268162498765388,-0.0020954828506474232,0.010556489077789832,164.70238230527332,25370.25,25345.25,25321.5
2025-10-13 02:00:00,wait_1_bar_close,2025-10-13 04:00:00,25333.75,2025-10-14 05:00:00,25221.25,-0.004440716435584968,-0.006611733359648708,0.008911037647407083,164.70238230527332,25370.25,25345.25,25321.5
2025-10-13 02:00:00,wait_2_bar_close,2025-10-13 05:00:00,25351.75,2025-10-14 06:00:00,25200.75,-0.005956196317808415,-0.007317049118897079,0.008194700563077584,164.70238230527332,25370.25,25345.25,25321.5
2025-10-13 02:00:00,break_signal_high,2025-10-13 07:00:00,25370.25,2025-10-14 08:00:00,25206.5,-0.0064544101851577995,-0.010612824075442728,0.0074595244429991325,164.70238230527332,25370.25,25345.25,25321.5
2025-10-13 02:00:00,reclaim_midpoint,2025-10-13 03:00:00,25345.25,2025-10-14 04:00:00,25321.0,-0.000956786774642171,-0.004172379439934537,0.008453260472869761,164.70238230527332,25370.25,25345.25,25321.5
2025-10-13 03:00:00,next_close,2025-10-13 04:00:00,25333.75,2025-10-14 05:00:00,25221.25,-0.004440716435584968,-0.006611733359648708,0.008911037647407083,158.7593549977538,25359.75,25319.0,25292.5
2025-10-13 03:00:00,wait_1_bar_close,2025-10-13 05:00:00,25351.75,2025-10-14 06:00:00,25200.75,-0.005956196317808415,-0.007317049118897079,0.008194700563077584,158.7593549977538,25359.75,25319.0,25292.5
2025-10-13 03:00:00,wait_2_bar_close,2025-10-13 06:00:00,25365.75,2025-10-14 07:00:00,25162.5,-0.008012773129120965,-0.009954367601982983,0.0076382523678582,158.7593549977538,25359.75,25319.0,25292.5
2025-10-13 03:00:00,break_signal_high,2025-10-13 06:00:00,25359.75,2025-10-14 07:00:00,25162.5,-0.007778073522018203,-0.009720127367186193,0.007876654935478511,158.7593549977538,25359.75,25319.0,25292.5
2025-10-13 03:00:00,reclaim_midpoint,2025-10-13 04:00:00,25319.0,2025-10-14 05:00:00,25221.25,-0.0038607369959319238,-0.006033018681622537,0.009498795371065238,158.7593549977538,25359.75,25319.0,25292.5
2025-10-19 22:00:00,next_close,2025-10-19 23:00:00,25527.25,2025-10-21 00:00:00,25856.75,0.012907775024728396,-0.0022035276028558037,0.01342682819340113,175.06726378977572,25615.0,25584.75,25575.75
2025-10-19 22:00:00,wait_1_bar_close,2025-10-20 00:00:00,25562.25,2025-10-21 01:00:00,25859.5,0.011628475584113396,-0.0035697170632476016,0.01216637815528765,175.06726378977572,25615.0,25584.75,25575.75
2025-10-19 22:00:00,wait_2_bar_close,2025-10-20 01:00:00,25562.0,2025-10-21 02:00:00,25862.75,0.011765511305844578,-0.0008215319615053618,0.01255770284015334,175.06726378977572,25615.0,25584.75,25575.75
2025-10-19 22:00:00,break_signal_high,2025-10-20 04:00:00,25615.0,2025-10-21 05:00:00,25811.75,0.007681046261955871,-0.002449736482529774,0.010462619558852193,175.06726378977572,25615.0,25584.75,25575.75
2025-10-19 22:00:00,reclaim_midpoint,2025-10-20 01:00:00,25584.75,2025-10-21 02:00:00,25862.75,0.01086584781950184,-0.0017100030291482549,0.011657334935850416,175.06726378977572,25615.0,25584.75,25575.75
2025-10-19 23:00:00,next_close,2025-10-20 00:00:00,25562.25,2025-10-21 01:00:00,25859.5,0.011628475584113396,-0.0035697170632476016,0.01216637815528765,168.04460209050603,25579.25,25540.875,25527.25
2025-10-19 23:00:00,wait_1_bar_close,2025-10-20 01:00:00,25562.0,2025-10-21 02:00:00,25862.75,0.011765511305844578,-0.0008215319615053618,0.01255770284015334,168.04460209050603,25579.25,25540.875,25527.25
2025-10-19 23:00:00,wait_2_bar_close,2025-10-20 02:00:00,25566.75,2025-10-21 03:00:00,25844.75,0.010873497804765986,-0.0010071675124918578,0.012369581585457645,168.04460209050603,25579.25,25540.875,25527.25
2025-10-19 23:00:00,break_signal_high,2025-10-20 01:00:00,25579.25,2025-10-21 02:00:00,25862.75,0.011083202204912102,-0.0014953526784405868,0.011874859505263125,168.04460209050603,25579.25,25540.875,25527.25
2025-10-19 23:00:00,reclaim_midpoint,2025-10-20 00:00:00,25540.875,2025-10-21 01:00:00,25859.5,0.012475101185844162,-0.0027358107347535965,0.013013453924346718,168.04460209050603,25579.25,25540.875,25527.25
2025-11-10 00:00:00,next_close,2025-11-10 01:00:00,25943.5,2025-11-11 02:00:00,26250.25,0.011823770886734586,-0.003931620637153799,0.013115038448937133,180.8004667709478,25861.0,25822.375,25844.75
2025-11-10 00:00:00,wait_1_bar_close,2025-11-10 02:00:00,25946.75,2025-11-11 03:00:00,26252.25,0.011774114291770665,-0.0008575255089751099,0.012988139169645585,180.8004667709478,25861.0,25822.375,25844.75
2025-11-10 00:00:00,wait_2_bar_close,2025-11-10 03:00:00,25975.75,2025-11-11 04:00:00,26205.25,0.008835163566018212,-0.0011356746195970713,0.01185721297748854,180.8004667709478,25861.0,25822.375,25844.75
2025-11-10 00:00:00,break_signal_high,2025-11-10 01:00:00,25861.0,2025-11-11 02:00:00,26250.25,0.015051622133714915,-0.0007540311666215382,0.01634700900970576,180.8004667709478,25861.0,25822.375,25844.75
2025-11-10 00:00:00,reclaim_midpoint,2025-11-10 01:00:00,25822.375,2025-11-11 02:00:00,26250.25,0.01656993208409374,0.0007406367539779524,0.01786725659432964,180.8004667709478,25861.0,25822.375,25844.75
2025-11-14 17:00:00,next_close,2025-11-14 18:00:00,25687.75,2025-11-17 16:00:00,25711.25,0.0009148329456647453,-0.021031425484910105,0.0073673248922152546,141.82203070542448,25808.5,25742.0,25719.0
2025-11-14 17:00:00,wait_1_bar_close,2025-11-14 19:00:00,25743.5,2025-11-17 17:00:00,25516.0,-0.008837182201332339,-0.023151475129644328,0.005185775050012609,141.82203070542448,25808.5,25742.0,25719.0
2025-11-14 17:00:00,wait_2_bar_close,2025-11-14 20:00:00,25621.0,2025-11-17 18:00:00,25410.75,-0.008206159010186953,-0.01848093360914871,0.009991803598610405,141.82203070542448,25808.5,25742.0,25719.0
2025-11-14 17:00:00,reclaim_midpoint,2025-11-14 19:00:00,25742.0,2025-11-17 17:00:00,25516.0,-0.00877942661797837,-0.023094553647735272,0.0052443477585268905,141.82203070542448,25808.5,25742.0,25719.0
2025-11-14 18:00:00,next_close,2025-11-14 19:00:00,25743.5,2025-11-17 17:00:00,25516.0,-0.008837182201332339,-0.023151475129644328,0.005185775050012609,141.49545708360844,25740.25,25671.625,25687.75
2025-11-14 18:00:00,wait_1_bar_close,2025-11-14 20:00:00,25621.0,2025-11-17 18:00:00,25410.75,-0.008206159010186953,-0.01848093360914871,0.009991803598610405,141.49545708360844,25740.25,25671.625,25687.75
2025-11-14 18:00:00,wait_2_bar_close,2025-11-14 21:00:00,25662.5,2025-11-17 19:00:00,25271.0,-0.015255723331709659,-0.02006819288845596,0.008358499756453863,141.49545708360844,25740.25,25671.625,25687.75
2025-11-14 18:00:00,break_signal_high,2025-11-14 19:00:00,25740.25,2025-11-17 17:00:00,25516.0,-0.0087120365963812,-0.023028136867357496,0.005312691213177789,141.49545708360844,25740.25,25671.625,25687.75
2025-11-14 18:00:00,reclaim_midpoint,2025-11-14 19:00:00,25671.625,2025-11-17 17:00:00,25516.0,-0.0060621405929698335,-0.02041651044684545,0.008000077907027725,141.49545708360844,25740.25,25671.625,25687.75
2025-11-14 20:00:00,next_close,2025-11-14 21:00:00,25662.5,2025-11-17 19:00:00,25271.0,-0.015255723331709659,-0.02006819288845596,0.008358499756453863,142.706542077193,25766.25,25676.0,25621.0
2025-11-14 20:00:00,wait_1_bar_close,2025-11-15 19:00:00,25147.5,2025-11-17 20:00:00,25402.25,0.01013023163336313,0.0,0.029008847797991955,142.706542077193,25766.25,25676.0,25621.0
2025-11-14 20:00:00,wait_2_bar_close,2025-11-15 20:00:00,25147.5,2025-11-17 21:00:00,25420.25,0.01084600854955764,0.0,0.029008847797991955,142.706542077193,25766.25,25676.0,25621.0
2025-11-14 20:00:00,reclaim_midpoint,2025-11-14 21:00:00,25676.0,2025-11-17 19:00:00,25271.0,-0.015773484966505658,-0.02058342420937842,0.007828322168561996,142.706542077193,25766.25,25676.0,25621.0
2025-11-17 01:00:00,next_close,2025-11-17 02:00:00,25766.25,2025-11-18 03:00:00,25300.5,-0.01807597147431228,-0.020152331053218897,0.0042982583806336905,161.53200538985936,25771.25,25741.25,25713.25
2025-11-17 01:00:00,wait_1_bar_close,2025-11-17 03:00:00,25780.25,2025-11-18 04:00:00,25245.25,-0.020752320089991394,-0.0255137168956856,0.003752872838703958,161.53200538985936,25771.25,25741.25,25713.25
2025-11-17 01:00:00,wait_2_bar_close,2025-11-17 04:00:00,25790.0,2025-11-18 05:00:00,25224.25,-0.021936797208220282,-0.025882124854594846,0.0033734005428460723,161.53200538985936,25771.25,25741.25,25713.25
2025-11-17 01:00:00,break_signal_high,2025-11-17 02:00:00,25771.25,2025-11-18 03:00:00,25300.5,-0.01826647911917345,-0.020342435853906937,0.004103409807440395,161.53200538985936,25771.25,25741.25,25713.25
2025-11-17 01:00:00,reclaim_midpoint,2025-11-17 02:00:00,25741.25,2025-11-18 03:00:00,25300.5,-0.017122323119506677,-0.019200699266741172,0.00527363667265579,161.53200538985936,25771.25,25741.25,25713.25
2025-11-17 17:00:00,next_close,2025-11-17 18:00:00,25410.75,2025-11-18 19:00:00,25289.75,-0.00476176421396457,-0.02029652804423321,0.006099780604665428,142.94045848299115,25714.5,25613.125,25516.0
2025-11-17 17:00:00,wait_1_bar_close,2025-11-17 19:00:00,25271.0,2025-11-18 20:00:00,25096.25,-0.006915040956036567,-0.014878714732301845,0.008062601400815161,142.94045848299115,25714.5,25613.125,25516.0
2025-11-17 17:00:00,wait_2_bar_close,2025-11-17 20:00:00,25402.25,2025-11-18 21:00:00,25046.75,-0.013994823293212222,-0.01996870355972402,0.002854077886801365,142.94045848299115,25714.5,25613.125,25516.0
2025-11-17 18:00:00,next_close,2025-11-17 19:00:00,25271.0,2025-11-18 20:00:00,25096.25,-0.006915040956036567,-0.014878714732301845,0.008062601400815161,144.4447114484918,25565.75,25483.75,25410.75
2025-11-17 18:00:00,wait_1_bar_close,2025-11-17 20:00:00,25402.25,2025-11-18 21:00:00,25046.75,-0.013994823293212222,-0.01996870355972402,0.002854077886801365,144.4447114484918,25565.75,25483.75,25410.75
2025-11-17 18:00:00,wait_2_bar_close,2025-11-17 21:00:00,25420.25,2025-11-18 23:00:00,25106.0,-0.012362191559878388,-0.020662660674068856,0.002143960031864456,144.4447114484918,25565.75,25483.75,25410.75
2025-11-17 19:00:00,next_close,2025-11-17 20:00:00,25402.25,2025-11-18 21:00:00,25046.75,-0.013994823293212222,-0.01996870355972402,0.002854077886801365,145.39508920217096,25427.25,25348.375,25271.0
2025-11-17 19:00:00,wait_1_bar_close,2025-11-17 21:00:00,25420.25,2025-11-18 23:00:00,25106.0,-0.012362191559878388,-0.020662660674068856,0.002143960031864456,145.39508920217096,25427.25,25348.375,25271.0
2025-11-17 19:00:00,wait_2_bar_close,2025-11-17 23:00:00,25435.0,2025-11-19 00:00:00,25071.5,-0.014291330843326122,-0.021230587772754106,0.0015628071554945056,145.39508920217096,25427.25,25348.375,25271.0
2025-11-17 19:00:00,break_signal_high,2025-11-17 21:00:00,25427.25,2025-11-18 23:00:00,25106.0,-0.012634083512766847,-0.02093226754761135,0.0018680746050006025,145.39508920217096,25427.25,25348.375,25271.0
2025-11-17 19:00:00,reclaim_midpoint,2025-11-17 20:00:00,25348.375,2025-11-18 21:00:00,25046.75,-0.011899184858989997,-0.017885761907814657,0.004985526685635566,145.39508920217096,25427.25,25348.375,25271.0
2025-11-18 18:00:00,next_close,2025-11-18 19:00:00,25289.75,2025-11-19 20:00:00,25239.25,-0.0019968564339307715,-0.012979566820549793,0.008432269990806596,154.10317160281056,25319.5,25262.75,25224.25
2025-11-18 18:00:00,wait_1_bar_close,2025-11-18 20:00:00,25096.25,2025-11-19 21:00:00,25473.5,0.015032126313692329,-0.005369328086865521,0.016207600737161876,154.10317160281056,25319.5,25262.75,25224.25
2025-11-18 18:00:00,wait_2_bar_close,2025-11-18 21:00:00,25046.75,2025-11-19 23:00:00,25622.5,0.022987014283290197,-0.0034036352021719063,0.023136734306846263,154.10317160281056,25319.5,25262.75,25224.25
2025-11-18 18:00:00,break_signal_high,2025-11-18 19:00:00,25319.5,2025-11-19 20:00:00,25239.25,-0.003169493868362294,-0.014139299749205136,0.007247378502734936,154.10317160281056,25319.5,25262.75,25224.25
2025-11-18 18:00:00,reclaim_midpoint,2025-11-18 19:00:00,25262.75,2025-11-19 20:00:00,25239.25,-0.0009302233525645409,-0.011924671700428546,0.009510049381005636,154.10317160281056,25319.5,25262.75,25224.25
2025-11-18 20:00:00,next_close,2025-11-18 21:00:00,25046.75,2025-11-19 23:00:00,25622.5,0.022987014283290197,-0.0034036352021719063,0.023136734306846263,156.75350000446423,25310.75,25201.75,25096.25
2025-11-18 20:00:00,wait_1_bar_close,2025-11-18 23:00:00,25106.0,2025-11-20 00:00:00,25642.25,0.021359435991396447,-0.00575559627180755,0.022723651716721083,156.75350000446423,25310.75,25201.75,25096.25
2025-11-18 20:00:00,wait_2_bar_close,2025-11-19 00:00:00,25071.5,2025-11-20 01:00:00,25671.5,0.0239315557505535,-0.004387451887601479,0.02435035797618812,156.75350000446423,25310.75,25201.75,25096.25
2025-11-18 21:00:00,next_close,2025-11-18 23:00:00,25106.0,2025-11-20 00:00:00,25642.25,0.021359435991396447,-0.00575559627180755,0.022723651716721083,150.59253571843107,25109.5,25074.25,25046.75
2025-11-18 21:00:00,wait_1_bar_close,2025-11-19 00:00:00,25071.5,2025-11-20 01:00:00,25671.5,0.0239315557505535,-0.004387451887601479,0.02435035797618812,150.59253571843107,25109.5,25074.25,25046.75
2025-11-18 21:00:00,wait_2_bar_close,2025-11-19 01:00:00,25066.25,2025-11-20 02:00:00,25683.5,0.02462474442726781,-0.004178925846506809,0.024874083678252612,150.59253571843107,25109.5,25074.25,25046.75
2025-11-18 21:00:00,break_signal_high,2025-11-18 23:00:00,25109.5,2025-11-20 00:00:00,25642.25,0.021217069236743047,-0.0058941834763734935,0.02258109480475512,150.59253571843107,25109.5,25074.25,25046.75
2025-11-18 21:00:00,reclaim_midpoint,2025-11-18 23:00:00,25074.25,2025-11-20 00:00:00,25642.25,0.022652721417390387,-0.004496644964455565,0.024018664566238357,150.59253571843107,25109.5,25074.25,25046.75
2025-11-19 00:00:00,next_close,2025-11-19 01:00:00,25066.25,2025-11-20 02:00:00,25683.5,0.02462474442726781,-0.004178925846506809,0.024874083678252612,143.80555375721863,25116.0,25064.375,25071.5
2025-11-19 00:00:00,wait_1_bar_close,2025-11-19 02:00:00,25162.25,2025-11-20 03:00:00,25683.75,0.020725491559776987,-0.007978221343480807,0.021818398593130617,143.80555375721863,25116.0,25064.375,25071.5
2025-11-19 00:00:00,wait_2_bar_close,2025-11-19 03:00:00,25057.25,2025-11-20 04:00:00,25701.75,0.02572109868401351,-0.0038212493390136215,0.026100230472218655,143.80555375721863,25116.0,25064.375,25071.5
2025-11-19 00:00:00,break_signal_high,2025-11-19 01:00:00,25116.0,2025-11-20 02:00:00,25683.5,0.022595158464723708,-0.0061514572384138155,0.02284400382226459,143.80555375721863,25116.0,25064.375,25071.5
2025-11-19 00:00:00,reclaim_midpoint,2025-11-19 01:00:00,25064.375,2025-11-20 02:00:00,25683.5,0.024701393910679936,-0.0041044310899434056,0.024950751814078798,143.80555375721863,25116.0,25064.375,25071.5
2025-11-19 01:00:00,next_close,2025-11-19 02:00:00,25162.25,2025-11-20 03:00:00,25683.75,0.020725491559776987,-0.007978221343480807,0.021818398593130617,141.83729991741728,25142.0,25083.875,25066.25
2025-11-19 01:00:00,wait_1_bar_close,2025-11-19 03:00:00,25057.25,2025-11-20 04:00:00,25701.75,0.02572109868401351,-0.0038212493390136215,0.026100230472218655,141.83729991741728,25142.0,25083.875,25066.25
2025-11-19 01:00:00,wait_2_bar_close,2025-11-19 04:00:00,25036.75,2025-11-20 05:00:00,25683.75,0.02584201224200422,-0.003005581794761736,0.027449649015946598,141.83729991741728,25142.0,25083.875,25066.25
2025-11-19 01:00:00,break_signal_high,2025-11-19 02:00:00,25142.0,2025-11-20 03:00:00,25683.75,0.02154760957759927,-0.007179222018932507,0.022641396865802133,141.83729991741728,25142.0,25083.875,25066.25
2025-11-19 01:00:00,reclaim_midpoint,2025-11-19 02:00:00,25083.875,2025-11-20 03:00:00,25683.75,0.023914765960203477,-0.00487863218900586,0.025011087800429488,141.83729991741728,25142.0,25083.875,25066.25
2025-11-24 00:00:00,next_close,2025-11-24 01:00:00,24964.25,2025-11-25 02:00:00,25461.75,0.019928497751785068,-0.003525040808355917,0.02179116136074577,231.32150724442462,24988.75,24953.875,24961.5
2025-11-24 00:00:00,wait_1_bar_close,2025-11-24 02:00:00,25030.25,2025-11-25 03:00:00,25438.5,0.01631026457985829,-0.006152555407956339,0.019096892759760786,231.32150724442462,24988.75,24953.875,24961.5
2025-11-24 00:00:00,wait_2_bar_close,2025-11-24 03:00:00,24999.25,2025-11-25 04:00:00,25449.25,0.01800054001620044,-0.00492014760442816,0.02036061081832452,231.32150724442462,24988.75,24953.875,24961.5
2025-11-24 00:00:00,break_signal_high,2025-11-24 01:00:00,24988.75,2025-11-25 02:00:00,25461.75,0.01892851783302496,-0.004502025911660268,0.020789355209844373,231.32150724442462,24988.75,24953.875,24961.5
2025-11-24 00:00:00,reclaim_midpoint,2025-11-24 01:00:00,24953.875,2025-11-25 02:00:00,25461.75,0.02035255045559059,-0.003110739314034383,0.02221598849878026,231.32150724442462,24988.75,24953.875,24961.5
2025-11-24 03:00:00,next_close,2025-11-24 04:00:00,24967.5,2025-11-25 05:00:00,25436.0,0.018764393711825367,-0.0036547511765294693,0.021658155602283014,198.37294147813444,25038.0,25014.5,24999.25
2025-11-24 03:00:00,wait_1_bar_close,2025-11-24 05:00:00,25009.25,2025-11-25 06:00:00,25416.75,0.016293971230644688,-0.005318032328038624,0.01995261753151345,198.37294147813444,25038.0,25014.5,24999.25
2025-11-24 03:00:00,wait_2_bar_close,2025-11-24 06:00:00,24991.25,2025-11-25 07:00:00,25430.0,0.017556144650627825,-0.004601610563697345,0.020687240534186913,198.37294147813444,25038.0,25014.5,24999.25
2025-11-24 03:00:00,break_signal_high,2025-11-24 07:00:00,25038.0,2025-11-25 08:00:00,25381.5,0.01371914689671705,-0.006460180525601045,0.018781452192667247,198.37294147813444,25038.0,25014.5,24999.25
2025-11-24 03:00:00,reclaim_midpoint,2025-11-24 05:00:00,25014.5,2025-11-25 06:00:00,25416.75,0.016080673209538432,-0.005526794459213669,0.019738551640048785,198.37294147813444,25038.0,25014.5,24999.25
2025-11-24 04:00:00,next_close,2025-11-24 05:00:00,25009.25,2025-11-25 06:00:00,25416.75,0.016293971230644688,-0.005318032328038624,0.01995261753151345,188.5070170868391,25006.75,24976.625,24967.5
2025-11-24 04:00:00,wait_1_bar_close,2025-11-24 06:00:00,24991.25,2025-11-25 07:00:00,25430.0,0.017556144650627825,-0.004601610563697345,0.020687240534186913,188.5070170868391,25006.75,24976.625,24967.5
2025-11-24 04:00:00,wait_2_bar_close,2025-11-24 07:00:00,25028.25,2025-11-25 08:00:00,25381.5,0.014114051122231963,-0.006073137354789093,0.019178328488807628,188.5070170868391,25006.75,24976.625,24967.5
2025-11-24 04:00:00,break_signal_high,2025-11-24 05:00:00,25006.75,2025-11-25 06:00:00,25416.75,0.016395573195237212,-0.0052185909804353114,0.02005458526197934,188.5070170868391,25006.75,24976.625,24967.5
2025-11-24 04:00:00,reclaim_midpoint,2025-11-24 05:00:00,24976.625,2025-11-25 06:00:00,25416.75,0.01762147608013498,-0.004018757538298279,0.02128490138279293,188.5070170868391,25006.75,24976.625,24967.5
2025-11-24 06:00:00,next_close,2025-11-24 07:00:00,25028.25,2025-11-25 08:00:00,25381.5,0.014114051122231963,-0.006073137354789093,0.019178328488807628,170.07620350855007,25016.5,24994.5,24991.25
2025-11-24 06:00:00,wait_1_bar_close,2025-11-24 08:00:00,25067.25,2025-11-25 09:00:00,25372.5,0.012177243215749645,-0.007619503535489569,0.01759267570236056,170.07620350855007,25016.5,24994.5,24991.25
2025-11-24 06:00:00,wait_2_bar_close,2025-11-24 09:00:00,24938.0,2025-11-25 10:00:00,25401.5,0.01858609351190954,-0.0024761408292565124,0.022866709439409716,170.07620350855007,25016.5,24994.5,24991.25
2025-11-24 06:00:00,break_signal_high,2025-11-24 07:00:00,25016.5,2025-11-25 08:00:00,25381.5,0.01459037035556543,-0.0056062998421042565,0.019657026362600583,170.07620350855007,25016.5,24994.5,24991.25
2025-11-24 06:00:00,reclaim_midpoint,2025-11-24 07:00:00,24994.5,2025-11-25 08:00:00,25381.5,0.015483406349396933,-0.004731040828982347,0.02055452199483887,170.07620350855007,25016.5,24994.5,24991.25
2025-11-24 09:00:00,next_close,2025-11-24 10:00:00,24917.0,2025-11-25 11:00:00,25390.0,0.018983023638479812,-0.0016354296263595414,0.0237287795480996,162.0277584213865,25078.25,24979.5,24938.0
2025-11-24 09:00:00,wait_1_bar_close,2025-11-24 11:00:00,24970.25,2025-11-25 12:00:00,25425.75,0.018241707632082216,-0.0030936814809623403,0.021545639310779796,162.0277584213865,25078.25,24979.5,24938.0
2025-11-24 09:00:00,wait_2_bar_close,2025-11-24 12:00:00,25020.5,2025-11-25 13:00:00,25399.0,0.015127595371795088,-0.0033072880238205205,0.01949401490777558,162.0277584213865,25078.25,24979.5,24938.0
2025-11-24 09:00:00,break_signal_high,2025-11-24 13:00:00,25078.25,2025-11-25 14:00:00,25330.5,0.01005851684228376,-0.002880982524697706,0.017146331980899765,162.0277584213865,25078.25,24979.5,24938.0
2025-11-24 09:00:00,reclaim_midpoint,2025-11-24 12:00:00,24979.5,2025-11-25 13:00:00,25399.0,0.01679377089213152,-0.0016713705238294851,0.02116735723293095,162.0277584213865,25078.25,24979.5,24938.0
2025-11-24 10:00:00,next_close,2025-11-24 11:00:00,24970.25,2025-11-25 12:00:00,25425.75,0.018241707632082216,-0.0030936814809623403,0.021545639310779796,155.97220424843033,24953.5,24914.875,24917.0
2025-11-24 10:00:00,wait_1_bar_close,2025-11-24 12:00:00,25020.5,2025-11-25 13:00:00,25399.0,0.015127595371795088,-0.0033072880238205205,0.01949401490777558,155.97220424843033,24953.5,24914.875,24917.0
2025-11-24 10:00:00,wait_2_bar_close,2025-11-24 13:00:00,25014.0,2025-11-25 14:00:00,25330.5,0.012652914367953905,-0.00031982090029580856,0.019758934996402022,155.97220424843033,24953.5,24914.875,24917.0
2025-11-24 10:00:00,break_signal_high,2025-11-24 11:00:00,24953.5,2025-11-25 12:00:00,25425.75,0.018925200873624926,-0.0024245095878333567,0.022231350311579634,155.97220424843033,24953.5,24914.875,24917.0
2025-11-24 10:00:00,reclaim_midpoint,2025-11-24 11:00:00,24914.875,2025-11-25 12:00:00,25425.75,0.02050481890838296,-0.0008779895544328564,0.023816093799386984,155.97220424843033,24953.5,24914.875,24917.0
2025-11-24 13:00:00,next_close,2025-11-24 14:00:00,25198.0,2025-11-25 15:00:00,25333.0,0.0053575680609572185,-0.007470831018334789,0.012312485117866423,141.59618539861572,25079.25,25042.625,25014.0
2025-11-24 13:00:00,wait_1_bar_close,2025-11-24 15:00:00,25295.0,2025-11-25 16:00:00,25414.5,0.004724253805099776,-0.007036963826843268,0.008430519865586072,141.59618539861572,25079.25,25042.625,25014.0
