timestamp,st_period,st_mult,st_period_norm,st_mult_norm,atr_spike_magnitude,atr_spike_duration,atr_contraction_rate,atr_vs_baseline,atr_percentile_at_flip,katr_vs_atr,atr_baseline,atr_at_flip,dip_depth_atr,dip_duration_bars,consec_red_bars,recovery_speed,st_band_width,prior_green_bars,flip_count_20bars,st_line_dist,pct_from_ema20,pct_from_ema50,pct_from_ema200,rsi_at_flip,rsi_at_low,macd_hist_norm,macd_turning_up,vol_ratio_at_flip,vol_ratio_at_low,h4_st_color,h4_pct_ema20,h4_atr_vs_base,daily_kvel_norm,daily_pct_ema100,session,hour,day_of_week,dist_round_number,risk_atr_dynamic,risk_atr_fixed,mfe_atr,mae_atr,outcome_trail,outcome_fixed_15,outcome_fixed_20
2023-09-05 14:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.7583391732340312,3.0,0.0,1.7583391732340312,0.76,1.4529671667914976,25.73280496611178,45.24699900910556,2.20456609685708,30.0,1.0,1.6796694071292038,2.2132110737663564,0.0,0.0,2.2132110737663564,0.0015052545097659533,0.000884647646924229,0.01055560469512473,61.64601583510826,20.261773694515384,0.03804718593047065,1.0,5.632113144198971,0.8988760264963044,1.0,0.001595624681259175,1.0146893336033016,2.8426956490407367,0.011436716403281125,2.0,14.0,1.0,0.453068721659851,2.0000000000000115,0.9999999999999857,1.4973368728026784,1.784648745074779,0,0.0,0.0
2023-09-13 13:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.397528334617355,3.0,0.0,1.397528334617355,0.85,1.3968005529702106,35.06208259163246,49.00025389250027,4.0305913604710595,26.0,1.0,1.4693801415388168,1.4562499022335804,29.0,0.0,1.4562499022335804,0.0022199347903890682,0.00048443818803898836,-0.00037211035811359817,66.3130027118903,20.796128388362035,0.153099082088503,1.0,4.191010964009972,3.196021008301668,-1.0,0.0017790571534082192,1.1374559546243534,-0.7726722306575455,0.0023879186005017444,2.0,13.0,2.0,0.3010188484402437,1.5460458734728937,0.9999999999999953,0.47448733737190957,1.8877453207269521,0,0.0,0.0
2023-09-17 22:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.7281937364009128,5.0,0.0,1.7281937364009128,0.98,1.5924323310001713,33.841724968603344,58.48505711974268,-2.2484375749307395,8.0,0.0,0.4445579996060777,2.2009060190527587,29.0,1.0,2.2009060190527587,0.012873527191901823,0.015095477162320238,0.01866333094933058,82.9486137841786,24.481373957933542,0.06972769869698055,1.0,4.176930627236171,1.085394041098059,1.0,0.015640626053990588,1.167356344147677,1.13860109155518,0.021531695598102925,0.0,22.0,6.0,0.7138575570597595,2.000000000000012,0.9999999999999906,0.3975374419554349,1.2781042488674736,0,0.0,0.0
2023-09-18 15:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.6089670578749304,4.0,0.16433860750997512,1.344551652054343,0.84,1.3284683604736822,36.34944347275063,48.87370427254281,0.8388969203431906,5.0,1.0,1.2532301553907421,2.5908085018270497,12.0,2.0,2.5908085018270497,0.005169885249624653,0.010427127248645253,0.018543167693572712,68.93494599119589,38.284559382962094,-0.07606498044244915,1.0,3.150186252648827,0.9173044754385936,1.0,0.012901337788215119,1.0889271545185668,1.8823548579979732,0.021815493439175784,2.0,15.0,0.0,0.296683057194543,1.9999999999999856,0.9999999999999928,0.2506460310781484,1.4169173593601452,0,0.0,0.0
2023-09-19 17:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.5455653567158723,4.0,0.0,1.5455653567158723,0.77,1.359565610544628,30.015735476629125,46.391280909025554,3.136365220984717,6.0,0.0,1.6490167656723769,2.7544521150134917,19.0,1.0,2.7544521150134917,0.0002570494546098227,0.001600336471337263,0.010339499520195613,53.01828800135789,13.887453845751878,-0.27681021555794233,1.0,2.3878114518776314,4.647693650471261,-1.0,0.003707224037904747,1.1747479952419015,2.0933136342086853,0.01875432850239984,2.0,17.0,1.0,0.22094669082538382,1.999999999999986,0.999999999999993,1.3580138070243104,1.007732467910897,0,0.0,0.0
2023-10-06 14:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.886639305371038,7.0,0.0,1.886639305371038,1.0,1.743132410663922,46.09940406258687,86.9729476586577,2.4662841236777107,3.0,0.0,2.037990027607805,2.9255751606343012,16.0,2.0,2.9255751606343012,0.002523493932396025,0.0023654776237463236,0.0006347427045435703,55.612521252247426,21.532582653308523,-0.07056325611345471,1.0,5.470255990423578,2.526862434262835,1.0,0.01140521336765603,1.158837492886628,1.3801163648461166,0.00719118007924225,2.0,14.0,4.0,0.24720330377189173,2.000000000000009,1.0000000000000044,5.7287928420625605,0.045991312329654276,1,1.0,1.0
2023-10-11 14:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.555139000472237,4.0,0.2497956896613855,1.1666719813299569,0.43,1.053089693218315,34.00345827936815,39.67088204286096,2.0985164864762917,19.0,1.0,1.4494258014701116,1.9206729507599978,29.0,1.0,1.9206729507599978,0.0035417773417499073,0.0083603897669248,0.0209948683183839,80.25213503577466,52.3625270840148,0.0010126518868417923,1.0,4.8317598644396025,2.4391623760060273,1.0,0.008532424579848184,0.8016924583280705,3.931984924938908,0.024020648007075006,2.0,14.0,2.0,0.13864072883627154,2.000000000000012,1.000000000000006,0.6364869823847011,2.079610932544073,0,0.0,0.0
2023-10-11 19:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.5839485252088883,5.0,0.0,1.5839485252088883,0.67,1.3210946268482853,33.22270602129572,52.62305620587981,1.3729723282762734,3.0,0.0,1.2114461720084764,2.546338469729318,2.0,2.0,2.546338469729318,0.004376733033174729,0.008632500179728091,0.021461041450263948,68.7808019712319,36.21285989054946,-0.029503222489236532,1.0,1.5121616683436203,1.5063549034625339,1.0,0.011549265756832308,0.8899765049746372,3.931984924938908,0.024020648007075006,2.0,19.0,2.0,0.2992984660256236,2.0000000000000053,0.9999999999999852,1.7245292566238313,1.9383138752135622,1,1.0,0.0
2023-10-13 12:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.5136097104217916,4.0,0.33351309340946256,1.008801053684419,0.6,1.1107626214183017,41.69708045545408,42.06405869902607,4.736822982909477,24.0,0.0,1.9196911210536525,2.912299031212788,15.0,0.0,2.912299031212788,0.0007807603413182742,0.00039042094391278603,0.011570357456502391,57.29527859499988,14.13535502597962,-0.06940973242898935,1.0,1.447217000642971,3.5061437169726584,-1.0,-0.01047642189889804,1.2362348477529863,2.7079871901005426,0.0034473591509458874,1.0,12.0,4.0,0.8142343145026328,1.999999999999984,1.0000000000000138,0.9093273731306775,3.375803581295587,0,0.0,0.0
2023-10-15 22:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.832326467312155,7.0,0.0,1.832326467312155,1.0,1.8487320573340928,53.01595104741957,97.14253029391244,2.5606703803924717,11.0,0.0,0.31139810656029054,2.0875002944053698,1.0,2.0,2.0875002944053698,0.0008687383612840356,-0.005186358818239892,0.0003168889092723031,55.5986055020084,14.790460783975817,-0.18538707617448671,1.0,0.18967053239883003,1.5767772250297618e-05,1.0,-0.0009139635045526971,1.455645316069107,0.5823578661503173,0.007427541914634563,0.0,22.0,6.0,0.15183874617402596,1.999999999999999,1.0000000000000089,1.9455947814841295,1.0191210760154963,1,1.0,0.0
2023-10-17 15:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.6875407356627967,5.0,0.0,1.6875407356627967,0.91,1.4752572788532308,41.888918611230324,70.68925652931463,1.5454965204605644,4.0,0.0,1.2095190160126157,2.519880980566827,29.0,1.0,2.519880980566827,0.0024808866657283395,0.002486536023237827,0.006519289104267664,56.71704981959122,14.971270340361116,-0.1449365036620128,1.0,3.605982264024341,4.389462429752046,1.0,0.0031218959542080563,1.0728439090237998,0.8452401450992382,0.009842790071285645,2.0,15.0,1.0,0.12024458053926589,2.000000000000001,1.0000000000000004,0.5269541911867829,1.8956204461484267,0,0.0,0.0
2023-11-07 13:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.3985572251933163,2.0,0.35283564423655356,0.905096385640546,0.29,0.8838665064528366,31.036024613927378,28.09059370271669,1.343866220824985,19.0,0.0,1.1836702474816094,2.5873852355923592,29.0,1.0,2.5873852355923592,0.0029608662181531587,0.006978312862560488,0.025724976030306736,68.59554491021008,32.713172879848415,-0.03175451188672366,1.0,1.6750157792361675,3.6547291954583954,1.0,0.018439088089630847,1.0151040600165433,7.023985694288439,0.027063031792117703,2.0,13.0,1.0,0.3648908281710224,1.9999999999999818,0.9999999999999909,5.873852355923776,1.0056747215445252,1,0.0,0.0
2023-11-08 20:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.3527035459749797,3.0,0.0,1.3527035459749797,0.65,1.1808210432927568,27.175337030522474,36.76017476425292,1.7410145738000185,6.0,1.0,0.8637064487211029,2.3094381371402393,24.0,1.0,2.3094381371402393,0.0020775743936214015,0.005714033802748244,0.02572954776905754,63.712045362374255,34.62648681088086,-0.11787296295627127,1.0,1.4583325730121248,2.0522833358271866,1.0,0.007333304220303782,0.9860501600588687,6.968673662739081,0.02582015136469022,2.0,20.0,2.0,0.6052745979226627,2.0000000000000013,1.0000000000000007,1.8430271464836134,2.189869893607836,0,0.0,0.0
2023-11-10 13:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.5149177251051094,3.0,0.37476546115684295,0.9471788852414177,0.74,1.0910371654598163,38.08542908773933,36.073714267266,5.2115509538920675,18.0,0.0,1.476144086674216,2.7034207736968705,21.0,1.0,2.7034207736968705,0.0027318572096696947,0.0013308641733026953,0.014423084007040256,70.73424018481103,23.362503795194257,0.2140370292370999,1.0,1.1275539845308509,0.34468904210268436,1.0,0.005988332500499483,1.1935932395041782,6.258954384864983,0.03933319933176329,2.0,13.0,4.0,1.2405154531205853,2.000000000000002,1.000000000000001,8.247002174377075,0.367303458186542,1,1.0,1.0
2023-11-12 23:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.9183593792100169,4.0,0.0,1.9183593792100169,1.0,1.9056551455294641,43.15810695789258,82.79275927162232,0.8183082747336541,4.0,0.0,0.150979386482224,1.8339226748695543,8.0,2.0,1.8339226748695543,0.00966962854123975,0.012701384637322758,0.02742553111423063,65.36114489983697,38.11147664267102,0.04883853029663503,1.0,0.28463717068916616,2.1167336260070362e-05,1.0,0.013066562609245564,1.586137122070164,4.958208241800474,0.03674400621173363,0.0,23.0,6.0,0.02717628956680032,1.9339226748695455,1.0000000000000004,0.16003814967115743,1.1565021004538358,0,0.0,0.0
2023-11-14 07:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.3140969541057352,1.0,0.5607433949477821,0.5772257667699453,0.01,0.5281863605212461,33.85086680465273,19.539592547142963,0.34545244399105807,17.0,0.0,0.703699422944748,2.287877036659219,14.0,1.0,2.287877036659219,0.0016295366437366783,0.0051634933527123505,0.02143475019710502,65.5584888496152,37.68662477126032,-0.16387331308572411,1.0,0.14850116623952545,3.461514095660437,1.0,0.007190165874133894,0.7985507800721283,5.207691469884885,0.05734270838965417,1.0,7.0,1.0,0.9212065173094882,2.000000000000004,0.9999999999999555,23.92578038012143,1.458576985740023,1,0.0,0.0
2023-11-16 20:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.3610492111799792,4.0,0.020305807371657946,1.3334120080744116,0.7,1.2361416921472201,36.61907756286489,48.8283177469323,3.7683051247769033,30.0,0.0,0.6809573119501741,1.838297484671365,29.0,0.0,1.838297484671365,0.0018658532344094164,0.0038095425854058635,0.023704265988843492,59.64725547748217,31.256316705322973,0.06119697310650002,1.0,1.3660893760706612,2.709998118606977,1.0,0.00573661585622955,0.9032836802170384,5.02019189607962,0.053760891395628584,2.0,20.0,3.0,0.7167971704738675,1.9331775048822784,1.0000000000000133,0.860156604568641,5.340138920030313,0,0.0,0.0
2023-11-19 23:00:00+00:00,14,2.0,1.0,0.6666666666666666,2.9830545982034,2.0,0.0,2.9830545982034,1.0,2.4168486326428944,30.54152457349047,91.10703531509287,1.009801270360942,2.0,0.0,0.181105662619082,1.8751468538004756,24.0,1.0,1.8751468538004756,-6.08092459981221e-05,0.0001584237624123507,0.016315024295400493,50.74908699130254,9.8926112328421,-0.1321095610770259,1.0,0.3183596313896401,2.6254299141484417e-05,1.0,0.002646138580857743,1.4641516774648022,2.5790816072479745,0.04947657472715102,0.0,23.0,6.0,0.013720125955991062,1.9751468538004724,1.000000000000007,2.831833997316555,0.29635472064940693,1,1.0,1.0
2023-11-22 10:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.3831418233623498,2.0,0.3640118607474141,0.8796617945626497,0.36,0.884011509296699,32.681387358341475,28.748567852435755,4.182817057782991,23.0,0.0,1.5305110232220507,2.7522113835721744,29.0,0.0,2.7522113835721744,0.002581906535256501,0.002804793311032722,0.015822039374538972,74.35438449092418,12.35566457997976,0.15593654425604703,1.0,0.5160161488099934,0.8465647924390296,-1.0,0.004345688265366853,0.8847636874173281,2.602434132378939,0.0575651766534977,1.0,10.0,2.0,1.2435402063679162,1.9999999999999734,0.9999999999999867,5.078513849782259,0.7652555116110253,1,1.0,1.0
2023-11-26 23:00:00+00:00,14,2.0,1.0,0.6666666666666666,3.791380875332329,5.0,0.0,3.791380875332329,1.0,2.885709710582171,20.674096168254785,78.38337282710258,1.0971714650465236,14.0,0.0,0.05103123093239645,1.8772061005689293,29.0,1.0,1.8772061005689293,-0.0014645449912412455,-0.002507296612065721,0.00637533547443661,48.78211879425682,8.150068214082566,-0.17799505629917298,1.0,0.47750163232985565,5.55686759373741e-05,1.0,-0.0007024672238531468,1.4368532371499974,0.48589299026809224,0.04954888737114887,0.0,23.0,6.0,0.2998084817278291,1.9803955525022034,0.9999999999999926,1.3012963887761093,0.6155642231220321,0,,
2023-11-28 16:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.4645719416494771,4.0,0.031425101668065204,1.4185476194829465,0.82,1.3182022606486519,29.42699681611349,41.74359628203004,0.2814802998911282,10.0,0.0,1.305589476090765,2.4641430476928163,29.0,1.0,2.4641430476928163,0.0033974825782599055,0.0031155449379226697,0.008312199850128658,69.10133646524014,31.519058665805716,0.09811469330522084,1.0,3.2643685123072146,1.1098071579457438,1.0,0.001289322019790378,1.1581500056846206,0.5979176901974584,0.05167188205611784,2.0,16.0,1.0,0.17966827652625206,1.9999999999999987,1.000000000000021,0.07785625316137589,2.0841520077045237,0,0.0,0.0
2023-12-01 08:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.5079508951253349,2.0,0.5510338941565601,0.677018841187551,0.3,0.746657568373732,39.85694129656211,26.983900209878726,4.085769630871885,30.0,3.0,1.297069724086313,2.588313767710584,0.0,0.0,2.588313767710584,0.000778911179760309,-0.0011033491537858673,0.00086134636639879,59.65072563663424,14.965899288632087,0.22755458428004358,1.0,0.28376005759830236,1.3587389003271482,-1.0,-0.0023567546651941363,0.9426659279557899,0.28475799040873295,0.04725311642098608,1.0,8.0,4.0,0.7133883482474721,2.000000000000006,0.9999999999999695,0.6763292132735774,2.343990287098837,0,0.0,0.0
2023-12-01 16:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.6691877893198603,5.0,0.10397047433155816,1.4956415431158296,0.98,1.527552609136695,36.00691946686148,53.85344459426411,2.1864896644427727,5.0,0.0,2.0565072640088076,2.0842740116825724,3.0,2.0,2.0842740116825724,0.00224669018202601,0.0004755718319751447,0.0016511382452898628,64.45002868844293,31.10334485644178,0.06181976690601754,1.0,5.080277900683906,4.779083253119111,-1.0,0.002132372571925552,1.170985505207242,0.28475799040873295,0.04725311642098608,2.0,16.0,4.0,0.5663518876051344,2.0000000000000013,1.0000000000000007,1.0352169748847948,3.713782869541865,0,0.0,0.0
2023-12-03 23:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.9104887007557219,8.0,0.0,1.9104887007557219,1.0,1.8104578621049376,41.34041059961853,78.98038733517328,0.6837140437262902,4.0,0.0,0.05064548472046594,1.8053314181057012,5.0,4.0,1.8053314181057012,0.003220800358780418,0.0012887136473099044,0.0016895658856311488,57.92369270909868,24.72777541460546,-0.09942556868288127,1.0,0.2400016707390932,2.0884238665079465e-05,1.0,0.0016763938407231174,1.3974525825969635,-0.4695499003487215,0.043185777869245594,0.0,23.0,6.0,0.36717976422337806,1.9021660753106773,1.0000000000000075,0.14244042577631047,2.1429370722347154,0,0.0,0.0
2023-12-05 14:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.5433654606305656,5.0,0.3619300309140333,0.9847751517528938,0.54,0.9837178519707017,41.222415724610194,40.59481070082388,5.13612445533016,24.0,0.0,2.0261210381338404,2.647642738985617,14.0,0.0,2.647642738985617,0.0017503436671552264,-0.0013938980005780734,-0.0050996257415920395,63.5483582464289,17.54668617865441,0.13331585521496983,1.0,5.12816789444975,7.333672160507273,-1.0,0.0035721289408193356,1.1507821557348863,-0.777765781429624,0.03759926642190694,2.0,14.0,1.0,0.3017627078071677,1.99999999999998,1.0000000000000124,4.5880248431906105,0.622000683439264,1,1.0,1.0
2023-12-07 12:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.4346111665830417,6.0,0.5412625456293482,0.6581098745700157,0.03,0.6973305388804292,39.897439225192336,26.25689872415615,7.626567101611718,20.0,0.0,0.7807471939227976,2.3570490216110698,24.0,1.0,2.3570490216110698,0.0007748249827637702,-0.0007795157707076815,-0.0036024101346151674,64.21218628201461,23.507663119654623,0.2646286430686125,1.0,0.45130683221050405,0.3088779937215618,1.0,0.006427596814645197,0.9250478311892276,-0.44120397306774123,0.04197608388662017,1.0,12.0,3.0,0.15234091588737514,2.000000000000034,0.9999999999999825,7.874121089928702,0.3808522897184379,1,1.0,1.0
2023-12-08 14:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.6000355870722676,5.0,0.18963207688342293,1.2966175156083666,0.65,1.2519940097430389,33.64013424629961,43.61838729116893,2.3155372372157528,2.0,3.0,1.8398204285798432,2.825340005344223,23.0,1.0,2.825340005344223,0.0014358530994346033,0.003701692049744127,0.004986431179249569,56.388083378331324,32.42063690229264,-0.17954826683794256,1.0,6.377764185474857,2.925583419776545,1.0,0.009319871321575511,1.034455527588491,0.31259290657828154,0.0456418433988285,2.0,14.0,4.0,1.0374065344951764,1.9999999999999942,1.000000000000018,2.3155372372157528,3.7197615518639195,0,1.0,1.0
2023-12-10 23:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.9394547101658626,7.0,0.0,1.9394547101658626,1.0,1.8203344377335626,41.804817323137655,81.07854986498278,0.45634757974352996,4.0,0.0,0.26825837457896695,2.070918880635823,7.0,3.0,2.070918880635823,0.006166079561270239,0.007680178473372825,0.009734944683814226,61.34952406842966,25.754389563936186,-0.15510549602467796,1.0,0.21692885068840306,2.1762525149318124e-05,1.0,0.008592896881198749,1.203940395492343,0.5434398153771256,0.044784916509997615,0.0,23.0,6.0,0.49951559404359364,2.0000000000000044,0.999999999999991,3.66928121550541,0.7307728135082203,1,1.0,1.0
2023-12-15 09:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.465593307337866,3.0,0.5830558170111274,0.6110706041219461,0.22,0.6731383578725164,41.89616664807879,25.60151586403524,3.1541101092938337,17.0,0.0,0.6347280405699665,2.2929514033399507,29.0,1.0,2.2929514033399507,0.0018406343904169037,0.0047671204820021445,0.02086922093524325,66.67782387521316,17.195256952379097,0.08072581013339594,1.0,0.19335050498203757,2.9866806751169253,1.0,0.007486942070308863,0.8949682113570812,4.568704867206873,0.06845307488905722,1.0,9.0,4.0,1.4256968295879247,1.9999999999999665,1.0000000000000542,0.3613067307859809,2.7342130978398558,0,0.0,0.0
2023-12-20 14:00:00+00:00,14,2.0,1.0,0.6666666666666666,1.3489361784955476,2.0,0.21164967785486719,1.0634342708701894,0.28,1.0059481351660897,23.409905183978275,24.8948954504642,3.022708014569985,7.0,0.0,1.8176416964689943,2.7431242294956673,29.0,1.0,2.7431242294956673,0.0011402291040944138,0.004256938610541347,0.02414965377023349,61.1053470508265,25.155266915510126,-0.3326571066678246,1.0,4.8614355416108035,1.0019765304288932,1.0,0.009288647098147074,0.8847891478528846,4.798616385150009,0.07290727542851902,2.0,14.0,2.0,0.2309710443026899,2.0000000000000564,0.999999999999955,2.2896260043918826,7.300693443828502,0,1.0,1.0
