count,stop,target,target_hit_rate,stop_hit_rate,ambiguous_both_hit_rate,screening_score
29,180,100,0.9310344827586207,0.27586206896551724,0.20689655172413793,59.99999999999999
29,180,120,0.9310344827586207,0.27586206896551724,0.20689655172413793,74.48275862068967
29,180,150,0.896551724137931,0.27586206896551724,0.1724137931034483,90.0
29,180,180,0.896551724137931,0.27586206896551724,0.1724137931034483,111.72413793103448
29,180,200,0.896551724137931,0.27586206896551724,0.1724137931034483,126.20689655172413
29,180,250,0.8620689655172413,0.27586206896551724,0.13793103448275862,156.20689655172416
29,180,300,0.8275862068965517,0.27586206896551724,0.10344827586206896,186.20689655172413
29,180,350,0.8275862068965517,0.27586206896551724,0.10344827586206896,222.41379310344826
29,180,400,0.7931034482758621,0.27586206896551724,0.10344827586206896,255.52378121284187
29,180,500,0.6896551724137931,0.27586206896551724,0.06896551724137931,305.192033293698
29,180,600,0.5172413793103449,0.27586206896551724,0.0,324.86682520808563
29,200,80,0.9310344827586207,0.27586206896551724,0.20689655172413793,44.13793103448276
29,200,100,0.9310344827586207,0.27586206896551724,0.20689655172413793,58.62068965517241
29,200,120,0.9310344827586207,0.27586206896551724,0.20689655172413793,73.10344827586208
29,200,150,0.896551724137931,0.27586206896551724,0.1724137931034483,87.93103448275862
29,200,180,0.896551724137931,0.27586206896551724,0.1724137931034483,109.6551724137931
29,200,200,0.896551724137931,0.27586206896551724,0.1724137931034483,124.13793103448275
29,200,250,0.8620689655172413,0.27586206896551724,0.13793103448275862,153.44827586206898
29,200,300,0.8275862068965517,0.27586206896551724,0.10344827586206896,182.75862068965517
29,200,350,0.8275862068965517,0.27586206896551724,0.10344827586206896,218.9655172413793
29,200,400,0.7931034482758621,0.27586206896551724,0.10344827586206896,252.07550535077291
29,200,500,0.6896551724137931,0.27586206896551724,0.06896551724137931,301.0541022592152
29,200,600,0.5172413793103449,0.27586206896551724,0.0,319.3495838287753
29,220,80,0.9310344827586207,0.2413793103448276,0.1724137931034483,45.51724137931035
29,220,100,0.9310344827586207,0.2413793103448276,0.1724137931034483,60.689655172413794
29,220,120,0.9310344827586207,0.2413793103448276,0.1724137931034483,75.86206896551724
29,220,150,0.896551724137931,0.2413793103448276,0.13793103448275862,91.03448275862068
29,220,180,0.896551724137931,0.2413793103448276,0.13793103448275862,113.79310344827584
29,220,200,0.896551724137931,0.2413793103448276,0.13793103448275862,128.9655172413793
29,220,250,0.8620689655172413,0.2413793103448276,0.13793103448275862,168.97205707491082
29,220,300,0.8275862068965517,0.2413793103448276,0.10344827586206896,197.59274673008323
29,220,350,0.8275862068965517,0.2413793103448276,0.10344827586206896,233.79964328180736
29,220,400,0.7931034482758621,0.2413793103448276,0.10344827586206896,266.909631391201
29,220,500,0.6896551724137931,0.2413793103448276,0.06896551724137931,315.1985731272295
29,220,600,0.5172413793103449,0.2413793103448276,0.0,332.1147443519619
29,250,80,0.9310344827586207,0.1724137931034483,0.10344827586206896,48.96551724137932
29,250,100,0.9310344827586207,0.1724137931034483,0.10344827586206896,65.51724137931035
29,250,120,0.9310344827586207,0.1724137931034483,0.10344827586206896,82.06896551724138
29,250,150,0.896551724137931,0.1724137931034483,0.06896551724137931,98.27586206896552
29,250,180,0.896551724137931,0.1724137931034483,0.06896551724137931,123.10344827586206
29,250,200,0.896551724137931,0.1724137931034483,0.06896551724137931,139.6551724137931
29,250,250,0.8620689655172413,0.1724137931034483,0.06896551724137931,183.10998810939358
29,250,300,0.8275862068965517,0.1724137931034483,0.06896551724137931,223.11652794292507
29,250,350,0.8275862068965517,0.1724137931034483,0.06896551724137931,261.04756242568374
29,250,400,0.7931034482758621,0.1724137931034483,0.06896551724137931,295.8816884661117
