time,open,high,low,close,tick_volume,spread,real_volume,ema100,ema_slope_n,ret_1d,above_ema,below_ema,above_rising,below_falling,buyhold_position,long_only_above,short_only_below_falling,long_above_short_below_falling
2019-07-02,7693.75,7759.25,7678.75,7751.5,103630,0,134466,7654.827945504045,2.0819080927758478,0.007538831481120445,True,False,True,False,1,1,0,1
2019-07-03,7751.25,7816.75,7740.75,7806.0,67437,0,88427,7657.821451533668,3.218900011731421,0.007030897245694279,True,False,True,False,1,1,0,1
2019-07-04,7804.5,7825.25,7797.75,7820.25,10611,0,13057,7661.0378584339915,5.808624763974876,0.0018255188316680382,True,False,True,False,1,1,0,1
2019-07-05,7820.5,7824.5,7713.0,7770.75,118769,0,161613,7663.210376088764,7.58964209538135,-0.0063297209168504676,True,False,True,False,1,1,0,1
2019-07-07,7770.75,7780.25,7758.75,7758.75,1234,0,1668,7665.102249829581,11.7264808657701,-0.0015442524852813388,True,False,True,False,1,1,0,1
2019-07-08,7759.25,7762.75,7693.75,7710.0,100244,0,126580,7665.99131418939,14.271501046645426,-0.006283228612856462,True,False,True,False,1,1,0,1
2019-07-09,7709.25,7774.75,7659.25,7763.0,124404,0,176176,7667.912278264847,16.983946570473563,0.006874189364461714,True,False,True,False,1,1,0,1
2019-07-10,7763.0,7865.5,7727.5,7843.25,166888,0,240485,7671.384312358612,20.672383272048137,0.010337498389797695,True,False,True,False,1,1,0,1
2019-07-11,7843.75,7879.25,7810.25,7837.75,170602,0,242235,7674.678682410917,22.624415286463773,-0.0007012399196761887,True,False,True,False,1,1,0,1
2019-07-12,7837.5,7883.75,7834.75,7874.0,123148,0,166039,7678.625639194859,25.750664488712573,0.0046250518324775225,True,False,True,False,1,1,0,1
2019-07-14,7874.0,7882.75,7866.25,7868.0,1673,0,1928,7682.375626537535,27.547681033490335,-0.0007620015240030753,True,False,True,False,1,1,0,1
