time,open,high,low,close,tick_volume,spread,real_volume,ema100,ema_slope_n,ret_1d,above_ema,below_ema,above_rising,below_falling,buyhold_position,long_only_above,short_only_below_falling,long_above_short_below_falling
2021-01-25,13438.5,13594.75,13228.75,13502.0,971537,0,1107975,12310.848019810806,191.6473143614876,0.004762613484149414,True,False,True,False,1,1,0,1
2021-01-26,13501.5,13639.5,13420.5,13599.75,757765,0,868139,12336.3708312997,200.57509031472546,0.00723966819730415,True,False,True,False,1,1,0,1
2021-01-27,13600.0,13612.75,12922.25,13019.25,1181767,0,1303575,12349.893191075944,200.86073209067217,-0.042684608172944394,True,False,True,False,1,1,0,1
2021-01-28,13019.5,13433.75,12946.0,13177.25,1084005,0,1198655,12366.276494222955,204.63081660372882,0.012135875722487866,True,False,True,False,1,1,0,1
2021-01-29,13177.5,13206.0,12869.75,12911.25,1566632,0,1696167,12377.068048792797,201.3559489482086,-0.02018630594395643,True,False,True,False,1,1,0,1
2021-01-30,12911.25,12911.25,12911.25,12911.25,4,1525,4,12387.64590921274,193.8241479789358,0.0,True,False,True,False,1,1,0,1
2021-01-31,12911.25,12911.25,12766.5,12832.5,34300,25,40036,12396.454901109519,179.6395113852941,-0.006099331977926226,True,False,True,False,1,1,0,1
2021-02-01,12833.25,13316.25,12823.25,13301.75,912354,25,1017818,12414.381536731113,173.65655076380426,0.036567309565556094,True,False,True,False,1,1,0,1
2021-02-02,13301.25,13554.75,13271.25,13528.5,687822,0,792676,12436.443288479011,172.91582698630373,0.017046629202924324,True,False,True,False,1,1,0,1
2021-02-03,13529.0,13624.0,13426.75,13483.75,721673,0,835725,12457.182035241804,170.39769179845644,-0.003307831614739243,True,False,True,False,1,1,0,1
2021-02-04,13483.75,13611.75,13385.5,13593.5,559405,0,635027,12479.6833810786,168.8353612677929,0.008139427088161622,True,False,True,False,1,1,0,1
2021-02-05,13592.75,13678.25,13559.0,13643.5,498702,0,597421,12502.729254720607,166.35842342090655,0.0036782285651231206,True,False,True,False,1,1,0,1
2021-02-07,13660.5,13686.25,13644.5,13679.0,9505,0,11396,12526.02174472614,176.1285536501964,0.0026019716348444355,True,False,True,False,1,1,0,1
2021-02-08,13678.5,13737.75,13635.75,13721.25,544980,0,619070,12549.689630969187,183.41313674623234,0.0030886760728123797,True,False,True,False,1,1,0,1
2021-02-09,13721.25,13775.0,13673.75,13727.5,508521,0,587424,12573.012608573757,195.94455978096084,0.0004554978591599923,True,False,True,False,1,1,0,1
2021-02-10,13727.75,13809.0,13557.0,13693.75,831283,0,972390,12595.20542820596,207.55951899321917,-0.0024585685667455337,True,False,True,False,1,1,0,1
2021-02-11,13693.75,13783.75,13653.25,13772.0,684790,0,812517,12618.508291013763,222.0533899042439,0.005714285714285783,True,False,True,False,1,1,0,1
2021-02-12,13771.75,13862.25,13685.75,13861.5,479204,25,563126,12643.121988221412,228.74045149029917,0.006498693000290379,True,False,True,False,1,1,0,1
2021-02-14,13861.5,13887.75,13858.75,13865.5,6270,0,7561,12667.327493405146,230.88420492613477,0.00028856905818264167,True,False,True,False,1,1,0,1
2021-02-15,13866.0,13919.0,13862.75,13897.75,75326,0,88622,12691.692295515935,234.51026027413172,0.0023259168439653255,True,False,True,False,1,1,0,1
2021-02-16,13897.5,13940.5,13755.5,13771.25,630668,0,789684,12713.06967580275,233.3862947241505,-0.009102192800993003,True,False,True,False,1,1,0,1
2021-02-17,13770.75,13825.25,13582.75,13742.75,699278,0,858843,12733.459385192793,230.73013047218592,-0.002069528909866558,True,False,True,False,1,1,0,1
2021-02-18,13743.75,13764.5,13508.5,13655.25,762952,0,940660,12751.712664693925,225.6909199677848,-0.006366993505666607,True,False,True,False,1,1,0,1
2021-02-19,13655.25,13768.75,13574.0,13611.75,747158,0,894809,12768.743106977214,219.05347600802634,-0.003185587960674474,True,False,True,False,1,1,0,1
2021-02-20,13611.75,13611.75,13611.75,13611.75,1,800,1,12785.436312779646,212.4237042058885,0.0,True,False,True,False,1,1,0,1
2021-02-21,13611.75,13657.75,13588.0,13631.75,17694,0,19725,12802.194999655296,206.98957144933593,0.001469318787077345,True,False,True,False,1,1,0,1
2021-02-22,13632.0,13668.75,13254.75,13268.25,950093,0,1132083,12811.423811543309,192.91552052954648,-0.02666568855796214,True,False,True,False,1,1,0,1
2021-02-23,13268.0,13375.5,12797.25,13208.75,1287024,0,1589278,12819.291656859283,176.16966863787093,-0.004484389425885138,True,False,True,False,1,1,0,1
2021-02-24,13208.5,13378.75,12997.75,13368.0,1118039,0,1281011,12830.157168604643,162.8296751994967,0.012056402006245914,True,False,True,False,1,1,0,1
2021-02-25,13367.5,13394.0,12796.0,12817.5,1669544,0,1908615,12829.906531602572,138.21423608663645,-0.04118043087971279,False,True,False,False,1,0,0,0
2021-02-26,12817.5,13129.5,12703.0,12951.75,1629406,0,1848320,12832.319273551035,119.24959774828494,0.010473961380924601,True,False,True,False,1,1,0,1
2021-02-28,12995.5,13048.5,12986.5,13044.0,26542,25,29076,12836.510971104479,103.05158591168583,0.007122589611442409,True,False,True,False,1,1,0,1
2021-03-01,13044.0,13367.75,13036.5,13358.0,904535,0,1006910,12846.837486528151,95.12482183422617,0.024072370438515733,True,False,True,False,1,1,0,1
2021-03-02,13357.75,13365.75,13087.75,13134.25,964702,0,1084911,12852.528823428585,83.78571645137163,-0.016750262015271744,True,False,True,False,1,1,0,1
2021-03-03,13134.5,13230.75,12622.5,12632.5,1268917,0,1471384,12848.17181702406,62.73550424441419,-0.03820164836210671,False,True,False,False,1,0,0,0
2021-03-04,12632.75,12836.75,12346.0,12446.75,1901023,0,2093998,12840.222870152296,38.02787049700055,-0.0147041361567386,False,True,False,False,1,0,0,0
2021-03-05,12446.25,12737.5,12247.25,12699.0,1568894,0,1768241,12837.426377674032,26.0025661307227,0.020266334585333556,False,True,False,False,1,0,0,0
2021-03-07,12699.0,12801.0,12696.75,12710.0,28039,25,31296,12834.903083066625,15.611426207342447,0.0008662099377902965,False,True,False,False,1,0,0,0
2021-03-08,12710.5,12755.5,12323.5,12411.0,1561503,0,1735366,12826.50896260986,-3.648205994782984,-0.023524783634933155,False,True,False,True,1,0,-1,-1
2021-03-09,12410.75,12907.0,12365.25,12849.5,1044904,0,1197958,12826.964230676991,-2.942300925580639,0.03533156071227128,True,False,False,False,1,1,0,1
2021-03-10,12849.25,13032.75,12744.0,12809.75,1244857,0,1459462,12826.623354822,-5.69591872903402,-0.0030935055838748893,False,True,False,True,1,0,-1,-1
2021-03-11,12810.25,13159.25,12764.0,13109.25,1003198,0,1130801,12832.21992205325,-4.291049051229493,0.023380628037237283,True,False,False,False,1,1,0,1
2021-03-12,13108.75,13134.75,12807.5,12974.0,568815,0,638854,12835.027448349223,-11.810038178928153,-0.010317142475732788,True,False,False,False,1,1,0,1
2021-03-13,12974.0,12974.0,12974.0,12974.0,2,1500,2,12837.77938006508,-14.749443363505634,0.0,True,False,False,False,1,1,0,1
2021-03-14,12978.75,13016.0,12960.5,13000.0,10406,25,11910,12840.991669568743,-7.180147455317638,0.002004008016031955,True,False,False,False,1,1,0,1
2021-03-15,13000.25,13138.75,12912.5,13103.75,270358,0,300934,12846.194804824807,5.971934672510542,0.00798076923076918,True,False,True,False,1,1,0,1
2021-03-16,13103.75,13336.5,13096.5,13198.0,217964,0,243371,12853.161244333225,15.734866659193358,0.0071925975388724694,True,False,True,False,1,1,0,1
2021-03-17,13198.25,13322.75,12986.0,13274.75,191157,25,214146,12861.509536524647,26.60645345802186,0.005815275041672896,True,False,True,False,1,1,0,1
2021-03-18,13275.0,13319.5,12814.25,12841.75,129994,0,139577,12861.118258573662,34.60929596380265,-0.03261831672912863,False,True,False,False,1,0,0,0
2021-03-19,12839.25,12957.25,12770.25,12820.75,7349,25,9396,12860.318887116759,33.354656439767496,-0.0016352911402262027,False,True,False,False,1,0,0,0
2021-03-21,12722.0,12771.75,12690.75,12763.0,27065,25,30425,12858.39178044118,31.768425619178743,-0.0045044166682916,False,True,False,False,1,0,0,0
2021-03-22,12763.75,13058.25,12720.75,12987.0,746344,0,928756,12860.938477858186,28.71855580493684,0.017550732586382622,True,False,True,False,1,1,0,1
2021-03-23,12986.75,13073.25,12880.0,12930.25,1006685,0,1211621,12862.310983247133,27.283534897909703,-0.004369754369754397,True,False,True,False,1,1,0,1
2021-03-24,12930.5,13046.25,12682.75,12706.75,1008898,0,1190921,12859.230567737288,21.451187672208107,-0.017285048626283328,False,True,False,False,1,0,0,0
2021-03-25,12707.0,12760.75,12511.0,12701.5,1269514,0,1508215,12856.107190158331,15.115520589588414,-0.0004131662305467687,False,True,False,False,1,0,0,0
2021-03-26,12701.5,12889.75,12577.0,12862.5,1007904,0,1220742,12856.233780452225,10.03897562741804,0.012675668228162129,True,False,True,False,1,1,0,1
2021-03-27,12961.25,12961.25,12961.25,12961.25,3,625,3,12858.31330955218,5.152065218955613,0.007677356656948575,True,False,True,False,1,1,0,1
2021-03-28,12862.5,12887.5,12816.5,12821.5,19586,0,22204,12857.584333125405,-3.925203399241582,-0.010782139068376884,False,True,False,True,1,0,-1,-1
2021-03-29,12821.25,12904.0,12708.25,12879.5,1151826,0,1352770,12858.018306726883,-3.0999518467797316,0.004523651678820739,True,False,False,False,1,1,0,1
2021-03-30,12879.5,12879.5,12678.0,12796.25,928992,0,1106305,12856.795171940212,-3.5237151765468298,-0.006463760239139749,False,True,False,True,1,0,-1,-1
2021-03-31,12796.5,13059.5,12761.5,13022.5,688311,0,827580,12860.076455664168,1.684675222988517,0.017680961219107116,True,False,True,False,1,1,0,1
2021-04-01,13022.75,13250.75,13005.5,13246.75,634552,0,805601,12867.733357532205,6.794879674018375,0.017220195814935613,True,False,True,False,1,1,0,1
2021-04-02,13247.5,13292.0,13242.0,13250.5,61826,25,73441,12875.312895006815,13.001911759682116,0.00028308830467849155,True,False,True,False,1,1,0,1
2021-04-03,13349.25,13349.25,13349.25,13349.25,3,775,6,12884.697788174995,25.46722043770751,0.007452548960416694,True,False,True,False,1,1,0,1
2021-04-04,13250.5,13257.25,13205.5,13252.5,23427,0,26083,12891.981000290343,35.873810132012295,-0.0072475981796730204,True,False,True,False,1,1,0,1
2021-04-05,13252.75,13523.75,13212.5,13517.25,506669,0,660908,12904.36256464103,48.128784188804275,0.019977362761743,True,False,True,False,1,1,0,1
2021-04-06,13517.0,13555.5,13425.75,13495.75,706932,0,876019,12916.073206925365,57.759897373183776,-0.0015905602101019545,True,False,True,False,1,1,0,1
2021-04-07,13495.25,13555.0,13414.25,13540.0,656030,0,798265,12928.428192926842,70.84385980143634,0.0032788099957394845,True,False,True,False,1,1,0,1
2021-04-08,13540.25,13703.5,13530.25,13703.5,626410,0,775991,12943.776149502546,85.75784277566345,0.012075332348596701,True,False,True,False,1,1,0,1
2021-04-09,13703.5,13742.25,13549.75,13710.25,663819,0,815254,12958.953849512396,102.15867757218439,0.000492574889626729,True,False,True,False,1,1,0,1
2021-04-10,13809.0,13809.0,13809.0,13809.0,2,1325,2,12975.786446551754,115.70999088758617,0.007202640360314261,True,False,True,False,1,1,0,1
2021-04-11,13710.25,13733.25,13675.75,13680.5,20044,25,22533,12989.741170382411,122.00781285020639,-0.009305525381997248,True,False,True,False,1,1,0,1
2021-04-12,13681.0,13734.25,13633.0,13718.75,638679,0,763413,13004.17698879068,128.86409378386452,0.002795950440407813,True,False,True,False,1,1,0,1
2021-04-13,13718.75,13895.0,13673.75,13868.25,657386,0,781638,13021.287345448289,136.5895572732934,0.01089749430523912,True,False,True,False,1,1,0,1
2021-04-14,13868.0,13930.25,13674.0,13713.5,864097,0,1051244,13034.994526726541,143.01352643619794,-0.011158581652335409,True,False,True,False,1,1,0,1
2021-04-15,13713.0,13935.5,13690.75,13911.75,643003,0,788923,13052.356021246807,147.9934566057782,0.014456557406934856,True,False,True,False,1,1,0,1
2021-04-16,13911.5,13960.25,13854.25,13923.5,632665,0,774221,13069.606397063702,153.5331901383379,0.0008446097723147084,True,False,True,False,1,1,0,1
2021-04-18,13923.5,13923.5,13874.5,13892.25,12958,25,14917,13085.896369399075,157.4681764722336,-0.0022444069379107257,True,False,True,False,1,1,0,1
2021-04-19,13892.0,13953.75,13722.25,13818.5,939540,25,1162509,13100.40337198523,156.62722248268437,-0.005308715290899602,True,False,True,False,1,1,0,1
2021-04-20,13818.75,13835.0,13620.25,13647.25,990478,0,1186914,13111.232018084533,152.27816857213656,-0.012392806744581542,True,False,True,False,1,1,0,1
2021-04-21,13647.25,13828.0,13601.5,13784.5,734449,0,880946,13124.564057330383,148.7776107786285,0.01005697118467097,True,False,True,False,1,1,0,1
2021-04-22,13785.25,13845.25,13603.0,13660.75,1007426,0,1193422,13135.181600749582,145.44043036717085,-0.008977474699844001,True,False,True,False,1,1,0,1
2021-04-23,13660.75,13882.5,13639.25,13806.75,618177,0,774685,13148.479984893154,144.30299610247494,0.010687553758029322,True,False,True,False,1,1,0,1
2021-04-25,13806.75,13829.25,13806.75,13812.0,10467,0,12194,13161.61899509329,140.33164964500065,0.0003802487913520114,True,False,True,False,1,1,0,1
2021-04-26,13812.25,13939.25,13767.0,13928.75,558186,0,678788,13176.809708061739,141.81518133519785,0.008452794671300223,True,False,True,False,1,1,0,1
2021-04-27,13928.25,13951.25,13814.0,13864.25,587873,0,709168,13190.422387110022,138.06636586321474,-0.0046307098626940935,True,False,True,False,1,1,0,1
2021-04-28,13864.5,13894.75,13779.25,13872.75,680072,0,816857,13203.933824989032,134.32742792532918,0.0006130876174332833,True,False,True,False,1,1,0,1
2021-04-29,13873.25,13965.25,13719.5,13817.25,887307,0,1075832,13216.078699741724,130.18233034264813,-0.004000648753851976,True,False,True,False,1,1,0,1
2021-04-30,13817.25,13858.25,13720.75,13767.0,778098,0,934040,13226.988032420106,126.58466043487533,-0.0036367583998263564,True,False,True,False,1,1,0,1
2021-05-01,13865.75,13865.75,13865.75,13865.75,3,1300,3,13239.636784253371,128.40476616883825,0.00717294980751082,True,False,True,False,1,1,0,1
2021-05-02,13780.5,13790.25,13768.75,13781.25,9504,0,10668,13250.361798426571,125.79774109618847,-0.006094152858662549,True,False,True,False,1,1,0,1
2021-05-03,13781.5,13848.75,13664.25,13670.5,648398,0,776615,13258.681366774561,123.49976602497918,-0.00803628117913835,True,False,True,False,1,1,0,1
2021-05-04,13670.25,13678.75,13282.0,13426.0,989785,0,1202081,13261.99460703645,113.51462214329513,-0.017885227314289875,True,False,True,False,1,1,0,1
2021-05-05,13426.0,13566.75,13363.75,13400.5,791729,0,942123,13264.73728808523,103.11829299194142,-0.0018992998659317362,True,False,True,False,1,1,0,1
2021-05-06,13400.25,13522.25,13290.25,13513.5,995729,0,1205652,13269.663282380574,92.85357431883494,0.00843252117458304,True,False,True,False,1,1,0,1
2021-05-07,13513.25,13719.25,13489.5,13618.75,811792,0,997721,13276.575890650265,86.15350354024304,0.007788507788507815,True,False,True,False,1,1,0,1
2021-05-09,13619.5,13646.75,13614.25,13640.25,10936,0,12051,13283.77735816214,79.84353317310888,0.001578705828361615,True,False,True,False,1,1,0,1
2021-05-10,13640.0,13653.0,13203.5,13235.75,989194,0,1085660,13282.82632136685,66.74762162512707,-0.029654881692051105,False,True,False,False,1,0,0,0
2021-05-11,13235.0,13277.0,12966.75,13238.75,1679787,0,1824114,13281.953522923943,54.96549050383692,0.00022665885952810605,False,True,False,False,1,0,0,0
2021-05-12,13239.25,13253.25,12861.0,12917.0,1542624,0,1717506,13274.726720489805,35.08993623643437,-0.024303654045887968,False,True,False,False,1,0,0,0
2021-05-13,12916.75,13126.25,12816.0,13013.75,1477125,0,1609350,13269.558864638522,19.197066211951096,0.007490129286986225,False,True,False,False,1,0,0,0
2021-05-14,13013.75,13327.25,13005.75,13301.25,915606,0,1022008,13270.186411873403,11.505045098841947,0.02209201805782346,True,False,True,False,1,1,0,1
2021-05-15,13400.0,13400.0,13400.0,13400.0,1,750,2,13272.75697797492,10.762370938469758,0.007424114274974247,True,False,True,False,1,1,0,1
2021-05-16,13281.75,13353.75,13277.5,13295.0,21029,0,24322,13273.197433856603,8.460145771372481,-0.007835820895522372,True,False,True,False,1,1,0,1
2021-05-17,13294.75,13300.0,13083.75,13230.75,936428,0,1052242,13272.356890611918,2.6936082313441148,-0.0048326438510718495,False,True,False,False,1,0,0,0
2021-05-18,13230.5,13334.25,13066.75,13073.75,726938,0,863805,13268.42408089683,-8.151809753435373,-0.011866296317291192,False,True,False,True,1,0,-1,-1
2021-05-19,13074.0,13144.0,12855.5,13087.5,1236853,0,1404280,13264.841425829565,-18.93593233257525,0.0010517257864040008,False,True,False,True,1,0,-1,-1
2021-05-20,13087.0,13425.25,13052.5,13420.75,721507,0,923368,13267.92872432799,-14.897597038860113,0.025463228271251248,True,False,False,False,1,1,0,1
2021-05-21,13421.25,13471.0,13296.75,13313.0,703765,0,872099,13268.821224836347,-13.1322980875957,-0.008028612409887725,True,False,False,False,1,1,0,1
