signal_time,trigger,label,entry_time,exit_time,exit_reason,bars_held,return_pct,r_multiple,regime_age,d1_rsi14,d1_close_vs_ema_atr,d1_ema_slope_atr,d1_ret_5,h1_atr14,h1_rsi14,h1_ret_1h,h1_ret_6h,h1_ret_24h,bar_range,body_size,atr_ratio,tickvol_ratio,dist_to_recent_low_atr,dist_to_recent_high_atr,dist_to_h1_ema_atr,recent_6h_mean_ret,recent_6h_std_ret,recent_24h_mean_ret,recent_24h_std_ret,recent_24h_low_break_distance,recent_24h_high_distance,hour,dayofweek,is_us_session,trigger_atr_breakdown,trigger_rsi_rollover,prev_bar_red,prev_bar_range,prev_bar_rsi14,prev_bar_atr_ratio
2019-05-28 07:00:00,atr_breakdown,1,2019-05-28 08:00:00,2019-05-28 08:00:00,target,1,0.20917065478081032,1.500000000000038,8,18.620228027884906,-3.743034382027236,-0.6444039946545171,-0.017362393793867725,10.232142857142858,48.448713758608406,-0.0011207335710646804,-0.002238957866883773,0.004302397049784856,19.75,7.75,1.9774718397997495,2.3269702463474458,-0.268760907504363,2.736474694589878,-2.9665740161570655,-3.9198805520409184e-05,0.0010007634121685486,0.00017775238668935045,0.0009975898173911395,3.176265270506108,2.736474694589878,7,1,0,1,0,1,20.5,53.99083168943127,2.1052631578947367
2019-05-28 08:00:00,atr_breakdown,0,2019-05-28 09:00:00,2019-05-28 09:00:00,stop,1,-0.16306861050939814,-0.9999999999999675,8,18.620228027884906,-3.743034382027236,-0.6444039946545171,-0.017362393793867725,11.964285714285714,35.23070920153401,-0.0038079695362437382,-0.006611290049160834,-0.0008184422316191986,30.25,28.0,2.768878718535469,3.207457433653572,-1.6507462686567165,4.6805970149253735,-4.780801599150903,-0.000373119790710974,0.0009652219916775711,0.00017937257156938613,0.0009953524264639548,0.33432835820895523,4.6805970149253735,8,1,0,1,0,1,19.75,48.448713758608406,1.9774718397997495
2019-05-28 18:00:00,atr_breakdown,1,2019-05-28 19:00:00,2019-05-29 00:00:00,target,6,0.5439689915651691,1.4999999999999951,8,18.620228027884906,-3.743034382027236,-0.6444039946545171,-0.017362393793867725,26.464285714285715,43.99589403613026,-0.0034969783391050058,-0.0016666666666667052,-0.0001703229322795874,32.25,25.25,1.4991284137129577,2.318490440288249,-0.340080971659919,2.2766531713900133,-1.5101470375388464,0.0002865681705495615,0.002841196099423976,0.00013764262097570404,0.001831273116022896,0.7651821862348178,2.2766531713900133,18,1,1,1,0,1,14.5,52.4130393945214,0.699216395418927
2019-05-28 19:00:00,atr_breakdown,1,2019-05-28 20:00:00,2019-05-29 02:00:00,target,7,0.5714959486796012,1.5000000000000093,8,18.620228027884906,-3.743034382027236,-0.6444039946545171,-0.017362393793867725,27.696428571428573,37.401805066506085,-0.0035773908895778694,-0.009986120984394553,-0.004594806167250942,29.75,25.75,1.308411214953271,2.730818306570046,-0.7130883301096067,2.834300451321728,-2.343398721065437,-0.00027358890038773714,0.0032439466916416343,-5.226287668511076e-06,0.001976054049898401,-0.21663442940038682,3.12314635718891,19,1,1,1,0,1,32.25,43.99589403613026,1.4991284137129577
2019-05-29 00:00:00,atr_breakdown,1,2019-05-29 01:00:00,2019-05-29 07:00:00,target,7,0.5160584373336441,1.4999999999999896,9,17.50928300877065,-4.6146621412798625,-0.7428310660090183,-0.013911564625850303,24.928571428571427,31.44824189652134,-0.004374572795625475,-0.007461415283976702,-0.01086513649327725,39.25,33.25,1.6261004660797516,0.5224587927965416,-0.9727793696275072,2.206303724928367,-3.495275160765545,-0.0010991927143619296,0.0019512400322862866,-0.00019534118267472422,0.002097650099107024,-0.9727793696275072,4.613180515759312,0,2,0,1,0,1,13.75,39.11941848750057,0.6104328523862376
2019-05-29 06:00:00,atr_breakdown,0,2019-05-29 07:00:00,2019-05-29 14:00:00,stop,8,-0.2534913339337308,-0.9999999999999929,9,17.50928300877065,-4.6146621412798625,-0.7428310660090183,-0.013911564625850303,18.446428571428573,29.32121120432366,-0.003604531410916545,-0.003672936976520713,-0.01426388181355065,31.25,28.0,1.3950892857142858,0.39106929719862393,-0.6776379477250726,1.9922555663117132,-5.577699039630803,-0.0007401684858709586,0.0020141137210081847,-0.0005233831522301058,0.00222948720283603,-0.6776379477250726,7.684414327202322,6,2,0,1,0,0,17.0,35.353833471148306,0.764904386951631
2019-05-29 15:00:00,atr_breakdown,0,2019-05-29 16:00:00,2019-05-29 16:00:00,stop,1,-0.3083901344738682,-0.9999999999999825,9,17.50928300877065,-4.6146621412798625,-0.7428310660090183,-0.013911564625850303,22.339285714285715,25.4609286920179,-0.004411967461739996,-0.005063552753952649,-0.02061576020615763,60.0,32.25,2.8950542822677923,5.2637552771818115,-0.7945643485211831,3.0327737809752198,-5.419840221192332,-0.0001947118685442691,0.0010695344921107278,-0.000600160186742508,0.0016861426737977275,-0.7945643485211831,7.207034372501998,15,2,1,1,0,1,43.75,32.87839942626671,2.277163305139883
2019-05-30 23:00:00,atr_breakdown,0,2019-05-31 00:00:00,2019-05-31 03:00:00,stop,4,-0.3559210412725333,-0.9999999999999899,10,16.96231873228767,-5.046839108479812,-0.8287074631888437,-0.016965319888260555,25.767857142857142,33.600335110139994,-0.008725523874957064,-0.006883259911894313,-0.004656617570970356,72.75,64.25,3.4295816146140248,0.8832853907827897,-0.8343728343728344,2.765072765072765,-3.4968545203013686,-5.648147674700935e-05,0.0013514549276413606,0.00011124830855944086,0.0013567540101234621,-0.8246708246708246,3.2501732501732503,23,3,0,1,0,1,7.0,53.13391917595863,0.3864734299516908
2019-05-31 07:00:00,atr_breakdown,0,2019-05-31 08:00:00,2019-05-31 14:00:00,stop,7,-0.33597288431234107,-0.9999999999999839,11,16.137909852234827,-5.822111949473647,-0.927828512292092,-0.023782752393607942,24.214285714285715,29.415510102018416,-0.0035720478585052895,-0.006260159789713948,-0.012781748213304023,39.0,26.5,1.5545590433482812,0.7114071970731175,-1.0634218289085546,2.4985250737463125,-4.47952262536686,-0.0001552022865959161,0.0013619598447104945,-0.00036150135060277383,0.002245172900490072,-0.8982300884955752,4.738938053097345,7,4,0,1,0,1,16.0,35.01584387109503,0.6736842105263158
2019-05-31 09:00:00,atr_breakdown,0,2019-05-31 10:00:00,2019-05-31 11:00:00,stop,2,-0.3045266671965585,-0.9999999999999881,11,16.137909852234827,-5.822111949473647,-0.927828512292092,-0.023782752393607942,21.892857142857142,27.13849694220444,-0.002748304052878736,-0.009707396275952629,-0.015015634127065969,32.25,19.5,1.308980213089802,0.8290280819348828,-0.42251223491027734,3.2544861337683524,-5.5018649210138175,-0.0010157543074653108,0.0016120763625296682,-0.0004657272412007622,0.002332810571438383,-0.42251223491027734,5.99510603588907,9,4,0,1,0,0,13.75,30.917300842892587,0.5578093306288032
2019-06-02 22:00:00,atr_breakdown,0,2019-06-02 23:00:00,2019-06-03 10:00:00,stop,12,-0.31816918790505966,-0.9999999999999942,12,15.29442889963012,-6.799588183773003,-1.0752551567408364,-0.0327902309602367,22.696428571428573,26.498325458893575,-0.007259781508498819,-0.009713808230624621,-0.01451735846441693,38.0,30.5,1.7633410672853829,0.44275684195443477,-1.993705743509048,3.161290322580645,-6.464548764303173,-0.0008919329813949125,0.001629056883734851,-0.0002953942312600201,0.0018430598141989363,-1.993705743509048,5.848937844217152,22,6,0,1,0,0,0.0,36.965030429836965,0.0
2019-06-03 13:00:00,atr_breakdown,0,2019-06-03 14:00:00,2019-06-03 14:00:00,stop,1,-0.29378917608234856,-1.0000000000000124,13,14.110420571781233,-7.103038012645679,-1.0783884747460282,-0.03920027341079968,20.857142857142858,34.02502912299603,-0.00861344537815123,-0.003168567807351086,-0.017148014440433235,80.5,61.75,4.560906515580737,8.435906391896612,-1.018835616438356,3.008561643835616,-6.785950825768613,0.0004865938036334172,0.0018395003709818732,-0.00036224522583100843,0.002177320429591735,-0.7311643835616438,6.580479452054794,13,0,1,1,0,0,21.75,48.789129381602244,1.4609571788413098
2019-06-03 16:00:00,atr_breakdown,0,2019-06-03 17:00:00,2019-06-03 17:00:00,stop,1,-0.42894357469840383,-1.0000000000000129,13,14.110420571781233,-7.103038012645679,-1.0783884747460282,-0.03920027341079968,30.285714285714285,31.38976779900952,-0.007902907140841076,-0.012432394465126118,-0.020959543207297537,70.75,56.0,2.7449078564500486,3.6822354024536357,-0.8337264150943396,4.2594339622641515,-5.998934371416805,-0.0009102274289883675,0.00488951648118543,-0.0006676604165850678,0.003008443090724998,-0.8337264150943396,5.753537735849057,16,0,1,1,0,1,40.5,39.30739030355912,1.821247892074199
2019-06-05 14:00:00,rsi_rollover,0,2019-06-05 15:00:00,2019-06-05 15:00:00,stop,1,-0.35049878673497625,-1.000000000000005,15,29.522457583020667,-4.377466718826439,-1.0109295588851104,0.0034308289437205985,25.303571428571427,47.93438967289775,-0.006078817393707081,-0.005632342778161714,0.010854292538991173,73.0,44.0,3.1414739107046796,6.958981612446959,-0.7706422018348624,3.0628087508821458,0.6053903837859953,-5.579616871966472e-05,0.002054974199246002,0.0009981236209325405,0.0024778430857182432,5.463655610444602,3.0628087508821458,14,2,1,0,1,1,54.75,61.7623069364668,2.6449275362318843
2019-06-05 14:00:00,atr_breakdown,0,2019-06-05 15:00:00,2019-06-05 15:00:00,stop,1,-0.35049878673497625,-1.000000000000005,15,29.522457583020667,-4.377466718826439,-1.0109295588851104,0.0034308289437205985,25.303571428571427,47.93438967289775,-0.006078817393707081,-0.005632342778161714,0.010854292538991173,73.0,44.0,3.1414739107046796,6.958981612446959,-0.7706422018348624,3.0628087508821458,0.6053903837859953,-5.579616871966472e-05,0.002054974199246002,0.0009981236209325405,0.0024778430857182432,5.463655610444602,3.0628087508821458,14,2,1,1,0,1,54.75,61.7623069364668,2.6449275362318843
2019-06-06 13:00:00,atr_breakdown,0,2019-06-06 14:00:00,2019-06-06 14:00:00,stop,1,-0.25542595600177576,-1.000000000000021,16,33.673442179386385,-3.647698896869513,-0.9902457762154201,0.019475760008376586,18.535714285714285,46.7932471623507,-0.0020681097476905608,-0.005564333310434821,-3.4538735191547154e-05,37.0,15.75,1.9047619047619047,6.007776022156337,-0.5934489402697496,2.832369942196532,1.6779209723849793,7.747882491691375e-05,0.002581540588328537,4.921998346694989e-05,0.0025980385263720323,3.3179190751445087,2.832369942196532,13,3,1,1,0,1,34.0,51.43793741137135,1.8097139055222886
2019-06-11 14:00:00,atr_breakdown,1,2019-06-11 15:00:00,2019-06-11 15:00:00,target,1,0.36247276720680066,1.5000000000000213,20,46.94726604697685,-1.0575705648160911,-0.6686215627023547,0.04171991020549126,18.232142857142858,55.509016220156234,-0.002897119341563781,-0.0016481524211359178,0.0006607856741664975,54.25,22.0,3.1178160919540234,6.885999159108655,-0.4524975514201763,3.057786483839373,7.715904961724216,0.0005176601942293487,0.0015116058908369288,0.00030621959789661296,0.001996386942294125,2.4133202742409403,3.057786483839373,14,1,1,1,0,1,47.0,64.74905535444978,2.8856485034535684
2019-06-11 15:00:00,atr_breakdown,1,2019-06-11 16:00:00,2019-06-12 05:00:00,target,14,0.4037061627248262,1.5000000000000193,20,46.94726604697685,-1.0575705648160911,-0.6686215627023547,0.04171991020549126,20.232142857142858,47.61013780561376,-0.003136659292765853,-0.006090133982947665,-0.006711409395973145,39.0,24.25,2.2018348623853212,4.122585813035868,-0.5436893203883495,3.9293909973521624,5.664851551791211,-0.0002734171082699836,0.0018738878468831743,2.9363381162633706e-05,0.0019587902930144623,1.0008826125330978,3.9293909973521624,15,1,1,1,0,1,54.25,55.509016220156234,3.1178160919540234
2019-06-11 16:00:00,atr_breakdown,0,2019-06-11 17:00:00,2019-06-11 17:00:00,stop,1,-0.28548568073895053,-1.0000000000000182,20,46.94726604697685,-1.0575705648160911,-0.6686215627023547,0.04171991020549126,21.535714285714285,40.77037526059881,-0.003444621091679867,-0.00892651273098588,-0.005355371900826467,30.0,25.75,1.6326530612244898,3.087586480299756,-0.7661691542288558,4.898839137645108,4.033179022460016,-0.0010159473132157482,0.0019956481436091706,-0.0002789169059682119,0.0018424322228959237,-0.2669983416252073,4.898839137645108,16,1,1,1,0,1,39.0,47.61013780561376,2.2018348623853212
2019-06-13 02:00:00,atr_breakdown,0,2019-06-13 03:00:00,2019-06-13 03:00:00,stop,1,-0.2967557092699802,-1.0000000000000118,22,46.10441792441495,-1.1368886638287727,-0.49482546870223015,0.008986955501156801,22.232142857142858,33.54991588041915,-0.0030032034169781285,-0.004464880714380892,-0.00810039174025634,45.25,22.5,2.126909518213866,0.7063069255885891,-0.8321285140562249,2.5526104417670683,-0.24221470270554948,-0.00024316715284896281,0.001784155079894194,-0.0002539061498563894,0.0015197291497442188,-0.8096385542168675,3.159839357429719,2,3,0,1,0,1,34.0,39.967273394214324,1.7215189873417722
2019-06-14 06:00:00,atr_breakdown,1,2019-06-14 07:00:00,2019-06-14 10:00:00,target,4,0.32229640060619236,1.4999999999999918,23,45.473295672982516,-1.2399579925577089,-0.4131946533258001,0.0037754761109254353,16.089285714285715,43.11101268642116,-0.0028870084619213587,-0.001030619368994956,0.0034061310358646235,26.5,22.75,1.3929040735873852,0.2830559204734754,-0.4039955604883463,2.206437291897891,0.844063106556799,0.00025530839926822074,0.00126936486426666,0.00026792445701776896,0.0018093897181246051,2.0355160932297447,3.13873473917869,6,4,0,1,0,1,10.75,51.25735264556352,0.5680317040951123
2019-06-25 02:00:00,atr_breakdown,0,2019-06-25 03:00:00,2019-06-25 12:00:00,stop,10,-0.1998797925722995,-0.9999999999999916,1,44.84992066135704,-1.1382921276702742,-0.020401665767673858,-0.02381491668014879,15.321428571428571,33.677205472043156,-0.003938930303720833,-0.0028677572834517884,-0.006558441558441541,32.25,29.75,2.291296625222025,0.4707427595718132,-0.8158508158508159,3.018648018648019,-2.3021205614089526,0.00023404668483612,0.001157946148385324,-6.182694792607653e-05,0.0010394962001441122,-0.8158508158508159,3.948717948717949,2,1,0,1,0,1,16.75,45.03970756011457,1.2959381044487426
