atr_col,rsi_min,atr_max,score_avg_final_move,count,avg_favorable,median_favorable,p60_favorable,p70_favorable,p80_favorable,p90_favorable,avg_adverse,median_adverse,p60_adverse,p70_adverse,p80_adverse,p90_adverse,avg_final_move,median_final_move,hit_100,hit_150,hit_200,hit_250,hit_300
d_atr14,50,150,,0,,,,,,,,,,,,,,,,,,,
d_atr14,50,175,,0,,,,,,,,,,,,,,,,,,,
d_atr14,50,200,,0,,,,,,,,,,,,,,,,,,,
d_atr14,50,225,,0,,,,,,,,,,,,,,,,,,,
d_atr14,50,250,,0,,,,,,,,,,,,,,,,,,,
d_atr14,50,275,,8,106.375,128.75,140.3,147.475,150.75,170.475,432.96875,428.5,518.45,568.15,595.65,609.85,-95.09375,-92.875,0.625,0.25,0.125,0.0,0.0
d_atr14,50,300,,8,106.375,128.75,140.3,147.475,150.75,170.475,432.96875,428.5,518.45,568.15,595.65,609.85,-95.09375,-92.875,0.625,0.25,0.125,0.0,0.0
d_atr14,50,325,,10,148.95,143.375,150.0,170.475,232.3,311.45,366.925,336.25,413.3499999999999,525.55,582.05,609.45,-50.6,-24.625,0.7,0.4,0.3,0.2,0.2
d_atr14,50,350,-170.0,21,245.27380952380952,152.25,253.25,280.5,329.0,620.5,416.45238095238096,374.25,496.75,575.25,609.25,623.25,-170.0,-144.75,0.7619047619047619,0.5238095238095238,0.47619047619047616,0.42857142857142855,0.2857142857142857
d_atr14,50,375,-196.6086956521739,23,237.3913043478261,152.25,255.54999999999998,284.5,321.20000000000005,589.1000000000001,436.2391304347826,396.5,517.05,578.25,610.45,700.45,-196.6086956521739,-208.75,0.7391304347826086,0.5217391304347826,0.4782608695652174,0.43478260869565216,0.2608695652173913
d_atr14,50,400,183.5,60,486.00416666666666,529.75,626.1999999999999,673.2249999999999,747.8,863.85,323.97083333333336,294.5,345.09999999999997,403.32499999999993,517.0500000000002,612.45,183.5,182.5,0.8666666666666667,0.7833333333333333,0.7666666666666667,0.7333333333333333,0.6666666666666666
