signal_idx,signal_time,trigger,entry_idx,entry_time,entry_price,regime_age,d1_rsi14,d1_rsi10,d1_range_atr_ratio,d1_close_vs_ema_atr,d1_ema_slope_atr,d1_ret_5,h1_atr14,h1_rsi14,h1_ret_1h,h1_ret_6h,h1_ret_24h,bar_range,body_size,atr_ratio,tickvol_ratio,dist_to_recent_low_atr,dist_to_recent_high_atr,dist_to_h1_ema_atr,recent_6h_mean_ret,recent_6h_std_ret,recent_24h_mean_ret,recent_24h_std_ret,recent_24h_low_break_distance,recent_24h_high_distance,hour,dayofweek,is_us_session,trigger_atr_breakdown,trigger_rsi_rollover,prev_bar_red,prev_bar_range,prev_bar_rsi14,prev_bar_atr_ratio,proxy_label,rf_prob,pred_label,fold_train_start,fold_train_end,fold_test_start,fold_test_end
17989,2022-04-14 13:00:00,atr_breakdown,17990,2022-04-14 14:00:00,14309.25,5,40.12291470267476,36.08696628097213,1.3594589908097798,-2.501683436736759,-0.22431500123530457,-0.02990445037445122,43.910714285714285,39.632054152256245,-0.005075877414083774,-0.0092437120254808,0.011594407819155439,142.5,72.75,3.1353135313531353,4.9551071424195055,-1.497356649044327,3.3533956893045955,-2.4179418950894886,-0.0008520321849908585,0.00046912081070402264,0.0006093068078813398,0.0020988159371226845,4.423749491663278,4.10492069947133,13,3,1,1,0,1,53.25,50.09131651254235,1.2652212652212653,1,0.5161335436397627,1,2020-01-01,2022-03-01,2022-03-01,2022-05-01
17992,2022-04-14 16:00:00,atr_breakdown,17993,2022-04-14 17:00:00,14176.25,5,40.12291470267476,36.08696628097213,1.3594589908097798,-2.501683436736759,-0.22431500123530457,-0.02990445037445122,57.464285714285715,27.705260935010585,-0.002550481953141448,-0.016442632902610388,-0.011814934216258566,75.75,36.25,1.5789473684210527,2.336805670747216,-0.4785581106277191,4.576755748912368,-3.9360341606692018,-0.00254081139631381,0.0019265725792464116,-0.0001356706757967424,0.00233295631226369,-0.4785581106277191,5.4338098197638285,16,3,1,1,0,1,75.0,30.463090580731816,1.545993300695697,0,0.5012852889712173,1,2020-01-01,2022-03-01,2022-03-01,2022-05-01
18030,2022-04-19 08:00:00,atr_breakdown,18031,2022-04-19 09:00:00,14056.75,8,45.296060642758455,44.296639355609905,1.3189158345221113,-1.743730212222037,-0.36869055295065056,0.005814055920646988,59.17857142857143,42.367635995925276,-0.005834615180607905,-0.006607423634789722,0.005471809452282539,115.25,82.75,1.4875766376250406,0.601258014194482,-0.6885938442969222,2.424864212432106,-2.983389025335273,-0.00016884991854835643,0.0021688858607052217,0.00048236515918072725,0.003265503637904713,1.584188292094146,2.623415811707906,8,1,0,1,0,1,87.25,50.75986103240253,1.1735036987222596,0,0.534864490218799,1,2020-01-01,2022-03-01,2022-03-01,2022-05-01
18042,2022-04-19 20:00:00,atr_breakdown,18043,2022-04-19 22:00:00,14292.75,8,45.296060642758455,44.296639355609905,1.3189158345221113,-1.743730212222037,-0.36869055295065056,0.005814055920646988,87.83928571428571,56.393026130687,-0.008260303687635528,-0.002878877761105514,0.01266966722188756,151.75,119.25,2.1168265039232783,0.7566035045337494,-0.08822931490140273,1.667818662329742,0.5539318978470332,0.00232333018172981,0.0035704665377477973,0.0008303319045261381,0.003405775003275377,3.085179914616792,1.667818662329742,20,1,1,1,0,0,95.0,69.9709802169382,1.3986013986013988,0,0.5338309929265702,1,2020-01-01,2022-03-01,2022-03-01,2022-05-01
18195,2022-04-28 12:00:00,atr_breakdown,18196,2022-04-28 13:00:00,13387.75,16,37.849029091918666,36.39700248610519,1.2889652988282134,-3.0317066463162483,-0.5158745425458343,-0.0044255981038441305,54.035714285714285,49.78410921619872,-0.005201270596102758,-0.003182935001116771,0.011732033552482424,98.25,70.0,1.2673331183489196,1.3547771858558175,-0.47191011235955055,2.812954395241243,-2.7053882162892906,0.0009580447109499938,0.0032496859487480437,0.0003822076062858735,0.005338490133735802,4.899537343027099,2.812954395241243,12,3,0,1,0,1,59.5,56.40606993028936,0.7569974554707379,0,0.54939968309064,1,2020-01-01,2022-03-01,2022-03-01,2022-05-01
18291,2022-05-04 13:00:00,atr_breakdown,18292,2022-05-04 14:00:00,13211.25,22,48.51937216041427,52.03799243011935,1.63183864265928,-1.8745687738451673,-0.6308706616350328,0.04736248829789269,36.660714285714285,38.07661676388513,-0.006318045918655146,-0.007642905430781943,-0.006710274049847698,102.5,83.75,2.0398009950248754,4.151648016844417,-2.011690209449586,3.71651242084754,-2.5831791642722974,-0.00033128854075331615,0.001121593515772131,0.0001386025289462587,0.002429788187414247,1.3706770579639553,4.521188504627375,13,2,1,1,0,1,37.75,50.15557957712795,0.7398334149926507,1,0.5300230391827097,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18292,2022-05-04 14:00:00,atr_breakdown,18293,2022-05-04 15:00:00,13126.5,22,48.51937216041427,52.03799243011935,1.63183864265928,-1.8745687738451673,-0.6308706616350328,0.04736248829789269,43.142857142857146,30.197989897473818,-0.006396063960639631,-0.013489901362141898,-0.013360141305573281,110.5,84.5,2.1924603174603177,4.650652028434873,-1.9296357615894038,5.116721854304635,-4.071419151206679,-0.0012748260917112564,0.002708637081063655,-0.00027714208983461536,0.002645176746552151,-0.7938741721854304,5.800496688741721,14,2,1,1,0,1,102.5,38.07661676388513,2.0398009950248754,0,0.5273795605095702,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18410,2022-05-11 17:00:00,atr_breakdown,18411,2022-05-11 18:00:00,12201.25,28,31.003445479763897,28.455766935282313,1.4266666666666667,-4.795200339707384,-0.7031335728594517,-0.06691137110958167,130.98214285714286,33.84036143176844,-0.010280847612288313,-0.04034604797483288,-0.01798720373425622,140.75,126.75,1.3126602937747727,2.3146885416639815,-0.6966598500340832,3.998636673483299,-4.0800522001341815,-0.005068430865300862,0.016346416587281535,-0.0004013046589346897,0.00974955195160113,-0.6966598500340832,4.158963871847307,17,2,1,1,0,1,183.0,38.16444726111645,1.7851481526643092,0,0.5155469628147493,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18475,2022-05-16 13:00:00,atr_breakdown,18476,2022-05-16 14:00:00,12441.0,32,38.05051219815436,38.34339226046314,0.6925643051531911,-4.109857041819039,-0.8515175938985778,-0.005765125974984575,71.125,46.39241476850823,-0.008626700934393217,-0.0032250956511288287,0.005801144058375174,152.75,108.5,1.9681108068932196,4.260710845415721,-0.5413005272407733,2.3409490333919156,-0.43758473871705433,0.0009732006946416849,0.002958896367877742,0.000527493631918489,0.0038090243298096356,2.562390158172232,3.5430579964850617,13,0,1,1,0,0,100.5,56.847200603974734,1.3521695257315842,0,0.5227642443079468,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18476,2022-05-16 14:00:00,atr_breakdown,18477,2022-05-16 15:00:00,12402.25,32,38.05051219815436,38.34339226046314,0.6925643051531911,-4.109857041819039,-0.8515175938985778,-0.005765125974984575,80.51785714285714,43.30254042059095,-0.0031350482315112282,-0.01106481389182401,-0.002774315467813926,172.25,40.0,2.127856701667696,4.445327190840292,-0.08693723663783544,2.552228875582169,-0.8536570454617446,-0.0005280405048696535,0.004940852088005241,0.0002495822899459636,0.0042193813340839015,1.7791084497671326,3.614105123087159,14,0,1,1,0,1,152.75,46.39241476850823,1.9681108068932196,0,0.5996321688527504,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18519,2022-05-18 11:00:00,atr_breakdown,18520,2022-05-18 12:00:00,12608.0,34,35.03521192360063,34.07194693364957,1.7026262626262625,-4.62411589042071,-0.8046620374946711,-0.016085132507929978,42.660714285714285,42.49488782940885,-0.005285891797006004,-0.00890225209291362,-0.005599700297730492,81.25,66.75,1.4112027789839339,0.8897784958418365,-1.0313938886563416,2.918375889493512,0.9417961071348473,-0.00015898591837087972,0.0021906841503214628,-0.0001602376864182816,0.0028130254256651705,1.9514441188781917,4.17831728756802,11,2,0,1,0,1,58.5,50.69957249548054,0.9490975461366862,1,0.6019249685092456,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18520,2022-05-18 12:00:00,atr_breakdown,18521,2022-05-18 13:00:00,12559.75,34,35.03521192360063,34.07194693364957,1.7026262626262625,-4.62411589042071,-0.8046620374946711,-0.016085132507929978,46.875,37.7126697628163,-0.0038665159716851916,-0.011277085670425735,-0.008721389108129474,83.5,48.5,1.5199089874857792,1.0603961348183344,-0.8906666666666667,3.36,-0.17925454372629368,-0.0014866017104827045,0.0025158117855115436,-0.00022986400217452074,0.002920863053608791,0.736,4.842666666666666,12,2,0,1,0,1,81.25,42.49488782940885,1.4112027789839339,1,0.5801833129455443,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18521,2022-05-18 13:00:00,atr_breakdown,18522,2022-05-18 14:00:00,12491.75,34,35.03521192360063,34.07194693364957,1.7026262626262625,-4.62411589042071,-0.8046620374946711,-0.016085132507929978,53.07142857142857,32.293618757619086,-0.005374417771408124,-0.015156591836332445,-0.01397111058489231,110.0,67.75,1.9361936193619362,4.003824579569585,-1.2247644683714671,4.23956931359354,-1.4018755065458375,-0.001885373906290233,0.0026965258847491042,-0.0003605714002001316,0.003012933565000314,-0.6218034993270525,5.549125168236878,13,2,1,1,0,1,83.5,37.7126697628163,1.5199089874857792,0,0.5901583703810832,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18526,2022-05-18 18:00:00,atr_breakdown,18527,2022-05-18 19:00:00,12120.75,34,35.03521192360063,34.07194693364957,1.7026262626262625,-4.62411589042071,-0.8046620374946711,-0.016085132507929978,83.66071428571429,17.60079703775139,-0.004087753173657616,-0.034933715514152586,-0.0439163873003352,91.25,49.75,1.300784034212402,2.2654459530880056,-0.3526147278548559,5.641835645677695,-5.002440278858249,-0.005853976768598168,0.006568995945225879,-0.0016298699555826375,0.004399343966051181,-0.3526147278548559,7.957737459978655,18,2,1,1,0,1,176.25,18.988313059307544,2.637979420018709,1,0.5762360515599236,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18567,2022-05-20 13:00:00,atr_breakdown,18568,2022-05-20 14:00:00,12188.75,36,35.996569518054415,35.38543948023296,1.3500896235809599,-4.353447585974925,-0.8074640751750636,-0.049578454794953264,55.55357142857143,49.3467640016164,-0.0028632784538296097,-0.004593711719068971,0.014777812467478446,107.75,34.25,1.5395606358278264,3.85153711813133,-0.22050787528126004,1.8135647701703632,-2.2972830141314424,0.0006215038656605479,0.0027738160682072017,0.0006541676585779301,0.004119569448639238,4.000642880102861,1.8135647701703632,13,4,1,1,0,1,58.0,53.43347690518989,0.7932979996580612,1,0.6315455132512076,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18569,2022-05-20 15:00:00,atr_breakdown,18570,2022-05-20 16:00:00,11927.0,36,35.996569518054415,35.38543948023296,1.3500896235809599,-4.353447585974925,-0.8074640751750636,-0.049578454794953264,71.07142857142857,30.293328569110486,-0.005710593776703243,-0.026169140011022884,-0.01801078588777738,105.0,68.5,1.4492753623188406,3.364320195841836,-0.8477386934673367,4.94572864321608,-5.285865951798337,-0.0035988166656279463,0.006200403013600705,-0.00033058122528011047,0.005133090099021614,-0.8477386934673367,5.104020100502512,15,4,1,1,0,1,217.25,33.906828726299125,2.943766937669377,1,0.6087980053564518,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18588,2022-05-23 08:00:00,atr_breakdown,18589,2022-05-23 09:00:00,12091.25,39,39.184022924315656,39.8868879365602,0.712205754141238,-4.37044714207711,-0.8725668039851068,0.005137378065267484,78.71428571428571,49.12625398033523,-0.006940024228486941,-0.004015650741350907,-0.012031703231605184,140.5,84.25,1.7165546731826513,0.7832870513994296,-0.5939201451905627,1.8738656987295828,-1.6733351169738,7.514533689523262e-05,0.00279761436953165,-0.00020634124464684322,0.00887806366565252,5.170598911070781,2.3756805807622507,8,0,0,1,0,1,83.25,55.26577658816311,0.9715536105032823,0,0.577471891363004,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18593,2022-05-23 13:00:00,atr_breakdown,18594,2022-05-23 14:00:00,12046.25,39,39.184022924315656,39.8868879365602,0.712205754141238,-4.37044714207711,-0.8725668039851068,0.005137378065267484,72.64285714285714,45.669026629101865,-0.003536272644552918,-0.01063589511939711,0.0100194939945919,159.0,43.0,2.631905648665425,7.0382110074603625,-0.15830875122910523,2.0924287118977385,-2.270741214256772,-0.0018479413573948926,0.004391305557388438,0.00035845207118105166,0.008451263049565734,4.983284169124877,2.649950835791544,13,0,1,1,0,1,70.0,48.68642470323906,1.036653091447612,0,0.5322135395105004,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18617,2022-05-24 14:00:00,atr_breakdown,18618,2022-05-24 15:00:00,11819.25,40,38.72754698101352,39.21950154720281,0.809506694222302,-4.502096336698451,-0.906915909579919,-0.006638217164532945,59.232142857142854,28.90133851860054,-0.004485249215607778,-0.013233145481110431,-0.01886479194770152,103.75,52.5,1.7078189300411524,5.121989270230604,-0.8356949050346699,4.229122701236057,-5.58661065128926,-0.0017015194054013822,0.00594623876491066,-0.000742672858330721,0.0047544608951104825,-0.8356949050346699,7.588785046728972,14,1,1,1,0,1,175.5,32.01357169852663,2.89544235924933,0,0.502041908527728,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18637,2022-05-25 11:00:00,atr_breakdown,18638,2022-05-25 12:00:00,11894.0,41,39.57168714623993,40.452183573499525,0.9252451539338654,-4.381704670946717,-0.9316040494609426,0.004279541299651024,52.07142857142857,37.68301707759452,-0.004498849131617466,-0.01321247822118976,-0.010709087128301098,94.5,54.0,1.285932981799626,0.7732916658628961,-0.6001371742112483,3.53840877914952,-3.9218622129484313,-0.001582336347790832,0.002501636834967628,-0.00023842907266527955,0.004396588582848049,2.3909465020576133,3.67283950617284,11,2,0,1,0,1,56.5,42.462646805784,0.7640297498309668,0,0.530868290993402,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18708,2022-05-30 13:00:00,atr_breakdown,18709,2022-05-30 14:00:00,12965.0,45,55.874299324070925,62.209217122207896,0.4455760661998727,-1.9715119643763068,-0.8173656311628631,0.07983812389747857,41.410714285714285,62.30153098727323,-0.003363056345606852,-0.006151546510290928,0.028192470112412993,76.25,43.75,1.7001114827201784,1.5395201077488399,-0.3501509271237602,2.6623544631306597,11.063777596367359,-0.00037357907196733375,0.001268729001864576,0.001703684663769282,0.0029645015471885445,11.69383354894351,2.6623544631306597,13,0,1,1,0,1,50.75,70.65171714071094,1.1626575028636885,0,0.5148770907533312,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18714,2022-05-31 00:00:00,rsi_rollover,18715,2022-05-31 01:00:00,12906.0,46,53.677185614235505,58.62016098777505,0.9280944546598278,-2.2025849585042194,-0.7454118307099722,0.06720863845103642,55.232142857142854,49.136721781445154,-0.00780289052890526,-0.004531343398700427,0.007631501902995996,138.5,101.75,2.743932639920753,1.7200883447688236,-0.42547688328483674,2.2314904623343033,6.277527636231706,-1.0483110737424806e-05,0.0023638087414342744,0.0007343370042375471,0.002125674353652061,2.561913999353379,3.0598124797930812,0,1,0,0,1,0,53.75,64.67484921458762,1.1602806260118725,0,0.5305347860809078,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18714,2022-05-31 00:00:00,atr_breakdown,18715,2022-05-31 01:00:00,12906.0,46,53.677185614235505,58.62016098777505,0.9280944546598278,-2.2025849585042194,-0.7454118307099722,0.06720863845103642,55.232142857142854,49.136721781445154,-0.00780289052890526,-0.004531343398700427,0.007631501902995996,138.5,101.75,2.743932639920753,1.7200883447688236,-0.42547688328483674,2.2314904623343033,6.277527636231706,-1.0483110737424806e-05,0.0023638087414342744,0.0007343370042375471,0.002125674353652061,2.561913999353379,3.0598124797930812,0,1,0,1,0,0,53.75,64.67484921458762,1.1602806260118725,0,0.5305347860809078,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18721,2022-05-31 07:00:00,atr_breakdown,18722,2022-05-31 08:00:00,12846.75,46,53.677185614235505,58.62016098777505,0.9280944546598278,-2.2025849585042194,-0.7454118307099722,0.06720863845103642,62.69642857142857,40.456007524199315,-0.0030847431320812913,-0.006092843326885866,-0.010018302668336365,73.75,40.0,1.324354657687991,1.739038841342989,-0.19139846197664484,1.8501851324409,3.822799027789648,-0.00026318937615231003,0.0020251899179896276,-0.00018401257488807424,0.0025375746356643635,-0.19139846197664484,3.656508117345486,7,1,0,1,0,1,80.25,45.15899965483503,1.4982497082847142,0,0.5714062568571119,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18726,2022-05-31 12:00:00,atr_breakdown,18727,2022-05-31 13:00:00,12799.75,46,53.677185614235505,58.62016098777505,0.9280944546598278,-2.2025849585042194,-0.7454118307099722,0.06720863845103642,69.14285714285714,39.265483165767414,-0.005323179142463053,-0.006693310569610422,-0.018837913456747568,84.25,68.25,1.2659654395191586,1.8212797589937206,-0.1337809917355372,2.0898760330578514,2.4554695659110073,-0.0008290894846047318,0.004122865313079982,-0.0005427842711825068,0.0028549645796505526,-0.1337809917355372,3.988119834710744,12,1,0,1,0,0,46.75,45.89932513599159,0.73767258382643,0,0.5739881102696828,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18727,2022-05-31 13:00:00,atr_breakdown,18728,2022-05-31 14:00:00,12744.0,46,53.677185614235505,58.62016098777505,0.9280944546598278,-2.2025849585042194,-0.7454118307099722,0.06720863845103642,77.33928571428571,34.95644858114562,-0.004238364030547448,-0.007842755667996526,-0.022827899488241044,168.5,54.25,2.3261432269197586,5.119539990366133,-0.5495266682059571,2.5698453013160933,1.4642040407779457,-0.0011106002947992577,0.004400983519039103,-0.0007877524112518547,0.003004875911673967,-0.5495266682059571,4.266912953128608,13,1,1,1,0,1,84.25,39.265483165767414,1.2659654395191586,0,0.5345805053574516,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18793,2022-06-03 10:00:00,atr_breakdown,18794,2022-06-03 11:00:00,12967.25,49,50.1244063209714,51.774977023538575,1.1876282468344928,-2.571874718372093,-0.5918336765655426,-0.014519652765694224,34.892857142857146,47.33185317833863,-0.004089547653789993,-0.008941706948929151,0.011998595286405456,66.0,53.5,1.206581352833638,0.5458116226283171,-0.7881269191402251,3.8188331627430907,3.738028809271502,-0.000799092379640931,0.0021031203132997997,0.0006901282515235132,0.003267204628246317,9.529170931422723,4.8792221084953935,10,4,0,1,0,1,44.0,54.66265774959954,0.7410526315789474,1,0.5711635099160702,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18795,2022-06-03 12:00:00,atr_breakdown,18796,2022-06-03 13:00:00,12908.25,49,50.1244063209714,51.774977023538575,1.1876282468344928,-2.571874718372093,-0.5918336765655426,-0.014519652765694224,41.55357142857143,40.60720651726388,-0.0013152804642165838,-0.013206429294956301,0.00621674819246576,124.0,17.0,2.4862155388471177,2.868741905829145,-0.3188654920498496,4.175333046841427,1.626310867202873,-0.002170236802770916,0.0022221438570597164,0.0002807493263738553,0.003478896832903336,6.56381607219596,5.535023635582294,12,4,0,1,0,1,55.0,42.41404300497451,1.0842779694430753,1,0.5291780587874239,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18798,2022-06-03 15:00:00,atr_breakdown,18799,2022-06-03 16:00:00,12740.25,49,50.1244063209714,51.774977023538575,1.1876282468344928,-2.571874718372093,-0.5918336765655426,-0.014519652765694224,61.660714285714285,27.304023580487296,-0.0016064571742026024,-0.02154212426080948,-0.004103806769326979,71.25,20.25,1.2627381479840496,2.8464361919059975,-0.2675933970460469,4.581523313061107,-1.5780875738876503,-0.0034915164270376184,0.003358425174414324,0.00013148004313923156,0.0038790220566247784,0.8108890819577179,6.446568201563857,15,4,1,1,0,1,167.5,28.535058798371935,3.0241480478447302,0,0.5870221860031144,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
18824,2022-06-06 16:00:00,atr_breakdown,18825,2022-06-06 17:00:00,12798.0,52,51.24114747919738,53.17342529229768,0.8574089290605315,-2.478217883077671,-0.5224566187624132,0.007459455203904897,61.32142857142857,42.87259957883205,-0.004801804078617411,-0.010151400893323226,0.004217588324146204,135.75,60.75,2.5086625086625087,2.618009191785472,-0.37099592312172397,3.3511939429237043,-0.5854691550860013,-0.0005975432570644404,0.004109991818027152,0.00020804793800469068,0.005240603690918059,4.044263249854398,3.3511939429237043,16,0,1,1,0,1,165.75,48.58113000684277,3.502377179080824,0,0.5758620078447334,1,2020-01-01,2022-05-01,2022-05-01,2022-07-01
