variant,signals,win_rate_pct,mean_ret_pct,median_ret_pct,mean_mae_pct,mean_mfe_pct
break_signal_high,29,68.96551724137932,0.6745228316757781,1.005851684228376,-0.7609781300644013,1.3627037948351612
next_close,38,71.05263157894737,0.6643933394354343,1.04409661316488,-0.8541495175105014,1.3616937114021104
reclaim_midpoint,35,68.57142857142857,0.7274699361963359,1.0853274363310295,-0.739437827430073,1.4357207130064376
wait_1_bar_close,38,68.42105263157895,0.661804249021092,1.0431730834155606,-0.8099675383853927,1.384908772663225
wait_2_bar_close,38,71.05263157894737,0.6633569943466153,1.023068059804888,-0.7821539377502091,1.4158925433499683
