strategy,bars_in_market,pct_time_in_market,long_pct,short_pct,total_return_pct,sharpe,max_drawdown_pct
buyhold,2353,99.95751911639762,99.95751911639762,0.0,273.9466514604326,0.727897194337433,-36.28218987397993
long_only_above,1733,73.61937128292269,73.61937128292269,0.0,174.94863217492798,0.7736568285608156,-20.076557155444853
short_only_below_falling,512,21.75021240441801,0.0,21.75021240441801,-36.266880663105105,-0.22295244880130446,-43.781931861487244
long_above_short_below_falling,2245,95.3695836873407,73.61937128292269,21.75021240441801,75.23333985920671,0.3817919087903921,-30.90322309532261
