atr_col,rsi_min,atr_max,score_avg_final_move,count,avg_favorable,median_favorable,p60_favorable,p70_favorable,p80_favorable,p90_favorable,avg_adverse,median_adverse,p60_adverse,p70_adverse,p80_adverse,p90_adverse,avg_final_move,median_final_move,hit_100,hit_150,hit_200,hit_250,hit_300
d_atr7,52,325,,9,128.94444444444446,138.25,146.45,150.75,176.55,232.3,398.94444444444446,352.75,473.95,546.85,588.85,609.65,-85.44444444444444,-41.0,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111
d_atr7,52,350,,10,148.95,143.375,150.0,170.475,232.3,311.45,366.925,336.25,413.3499999999999,525.55,582.05,609.45,-50.6,-24.625,0.7,0.4,0.3,0.2,0.2
d_atr7,52,375,134.42307692307693,26,371.1730769230769,272.625,329.0,548.0,742.5,805.875,286.3076923076923,234.375,283.0,362.125,504.25,610.25,134.42307692307693,6.625,0.8461538461538461,0.6538461538461539,0.6153846153846154,0.5769230769230769,0.46153846153846156
d_atr7,52,400,95.585,50,429.125,430.75,546.35,646.8249999999999,715.8000000000001,797.775,330.195,286.625,360.25,447.4249999999999,579.75,686.4000000000002,95.585,27.125,0.84,0.72,0.7,0.66,0.6
d_atr7,52,425,200.06716417910448,67,494.6380597014925,556.25,638.75,703.6999999999999,756.4,858.35,311.07089552238807,273.0,327.55,387.49999999999994,502.75000000000006,643.8499999999999,200.06716417910448,315.75,0.8656716417910447,0.7761194029850746,0.7611940298507462,0.7313432835820896,0.6865671641791045
d_atr7,52,450,151.71153846153845,91,478.95054945054943,471.5,614.25,681.7499999999999,757.75,894.5,347.739010989011,309.0,396.5,509.74999999999994,582.75,719.75,151.71153846153845,29.5,0.9010989010989011,0.8241758241758241,0.7802197802197802,0.6923076923076923,0.6043956043956044
d_atr7,52,475,157.96236559139786,93,481.8709677419355,474.5,615.5,681.6,755.0500000000001,888.55,342.2123655913978,300.75,387.49999999999994,506.44999999999993,581.25,710.7499999999999,157.96236559139786,29.75,0.9032258064516129,0.8279569892473119,0.7849462365591398,0.6989247311827957,0.6129032258064516
d_atr7,52,500,185.15441176470588,102,484.60049019607845,499.625,591.45,661.35,746.1,864.65,322.37254901960785,268.375,351.54999999999995,477.69999999999993,573.8000000000001,669.6000000000003,185.15441176470588,289.375,0.9117647058823529,0.8431372549019608,0.803921568627451,0.7254901960784313,0.6372549019607843
d_atr7,52,525,181.77403846153845,104,481.25,485.375,589.1,661.05,744.3000000000001,864.45,321.0264423076923,266.375,348.2,472.59999999999997,570.9000000000001,659.3000000000002,181.77403846153845,191.25,0.9134615384615384,0.8461538461538461,0.8076923076923077,0.7307692307692307,0.6346153846153846
d_atr7,52,550,185.11190476190475,105,482.4714285714286,496.25,591.05,660.9,743.4,864.35,321.2857142857143,269.0,348.85,464.7999999999999,569.45,654.1500000000004,185.11190476190475,263.0,0.9142857142857143,0.8476190476190476,0.8095238095238095,0.7333333333333333,0.638095238095238
d_atr7,52,575,185.11190476190475,105,482.4714285714286,496.25,591.05,660.9,743.4,864.35,321.2857142857143,269.0,348.85,464.7999999999999,569.45,654.1500000000004,185.11190476190475,263.0,0.9142857142857143,0.8476190476190476,0.8095238095238095,0.7333333333333333,0.638095238095238
d_atr7,52,600,185.11190476190475,105,482.4714285714286,496.25,591.05,660.9,743.4,864.35,321.2857142857143,269.0,348.85,464.7999999999999,569.45,654.1500000000004,185.11190476190475,263.0,0.9142857142857143,0.8476190476190476,0.8095238095238095,0.7333333333333333,0.638095238095238
