rsi_lo,rsi_hi,st_period,st_mult,direction,stop_mult,tp_mode,tp_param,n_trades,win_rate,expectancy,profit_factor,median_rr,total_usd
55,65,10,2.5,1,2.0,fixed_rr,2.5,38,0.4473684210526316,-21.576428839206187,0.9209842671805324,-1.0009555086402377,-819.9042958898351
55,65,10,2.5,1,1.0,atr_multiple,2.0,38,0.6052631578947368,-23.396839895492448,0.8865463223176728,0.4418693222744232,-889.079916028713
55,65,10,2.5,1,1.5,atr_multiple,2.0,38,0.6052631578947368,-23.396839895492448,0.8865463223176728,0.4418693222744232,-889.079916028713
55,65,10,2.5,1,2.0,atr_multiple,2.0,38,0.6052631578947368,-23.396839895492448,0.8865463223176728,0.4418693222744232,-889.079916028713
55,65,10,2.5,1,1.0,fixed_rr,2.0,38,0.4473684210526316,-25.301595138868972,0.9073422160683935,-1.0009555086402377,-961.4606152770209
55,65,10,2.5,1,1.5,fixed_rr,2.0,38,0.4473684210526316,-25.301595138868972,0.9073422160683935,-1.0009555086402377,-961.4606152770209
55,65,10,2.5,1,2.0,fixed_rr,2.0,38,0.4473684210526316,-25.301595138868972,0.9073422160683935,-1.0009555086402377,-961.4606152770209
55,65,14,2.5,1,1.0,atr_multiple,2.0,38,0.6052631578947368,-26.838037870909545,0.8718515824106127,0.4418693222744232,-1019.8454390945627
55,65,14,2.5,1,1.5,atr_multiple,2.0,38,0.6052631578947368,-26.838037870909545,0.8718515824106127,0.4418693222744232,-1019.8454390945627
55,65,14,2.5,1,2.0,atr_multiple,2.0,38,0.6052631578947368,-26.838037870909545,0.8718515824106127,0.4418693222744232,-1019.8454390945627
55,65,10,2.5,1,1.0,fixed_rr,1.5,38,0.4473684210526316,-32.426117277378864,0.88125127479366,-1.0009555086402377,-1232.1924565403967
55,65,10,2.5,1,1.5,fixed_rr,1.5,38,0.4473684210526316,-32.426117277378864,0.88125127479366,-1.0009555086402377,-1232.1924565403967
55,65,10,2.5,1,2.0,fixed_rr,1.5,38,0.4473684210526316,-32.426117277378864,0.88125127479366,-1.0009555086402377,-1232.1924565403967
50,60,10,3.0,1,1.0,fixed_rr,2.5,31,0.4838709677419355,-33.82440636045689,0.8983337847874269,-0.3644673325599504,-1048.5565971741637
50,60,10,3.0,1,1.5,fixed_rr,2.5,31,0.4838709677419355,-33.82440636045689,0.8983337847874269,-0.3644673325599504,-1048.5565971741637
50,60,10,3.0,1,2.0,fixed_rr,2.5,31,0.4838709677419355,-33.82440636045689,0.8983337847874269,-0.3644673325599504,-1048.5565971741637
50,60,14,2.5,1,1.0,atr_multiple,2.0,34,0.5882352941176471,-44.17036462112781,0.8126343993327256,0.38473472260082253,-1501.7923971183454
50,60,14,2.5,1,1.5,atr_multiple,2.0,34,0.5882352941176471,-44.17036462112781,0.8126343993327256,0.38473472260082253,-1501.7923971183454
50,60,14,2.5,1,2.0,atr_multiple,2.0,34,0.5882352941176471,-44.17036462112781,0.8126343993327256,0.38473472260082253,-1501.7923971183454
50,60,10,3.0,1,1.0,fixed_rr,2.0,31,0.4838709677419355,-55.66802344975734,0.8326782976710009,-0.3644673325599504,-1725.7087269424776
50,60,10,3.0,1,1.5,fixed_rr,2.0,31,0.4838709677419355,-55.66802344975734,0.8326782976710009,-0.3644673325599504,-1725.7087269424776
50,60,10,3.0,1,2.0,fixed_rr,2.0,31,0.4838709677419355,-55.66802344975734,0.8326782976710009,-0.3644673325599504,-1725.7087269424776
50,60,10,3.0,1,1.0,fixed_rr,1.5,31,0.4838709677419355,-60.076256511690346,0.8194284458803962,-0.3644673325599504,-1862.3639518624007
