time,setup_type,d1_rsi_14,d1_atr_ratio,d1_trigger_bar_size,d1_trigger_close_pos,d1_consec_red,d1_consec_green,d1_price_vs_slow_ma,d1_ma_band_width,d1_day_of_week,h1_body_ratio,h1_atr_vs_d1,h1_hour_gmt,h1_above_trigger,h1_rsi_7,h1_rsi_14,h1_atr_14,h1_atr_pct_60,h1_close_location,h1_upper_wick_ratio,h1_lower_wick_ratio,h1_down_bars_last_3,h1_down_bars_last_5,h1_pullback_depth_atr,h1_fast_minus_slow_atr,d1_ema50_slope_5,d1_ema100_slope_5,close_above_d_50,close_above_d_100,close_above_d_200,dist_prev_day_high,dist_prev_day_low,dist_prev_day_close,bars_since_20bar_high,label,entry,stop,target,mae_r,mfe_r,exit_r,bars_held,setup_type_code
2025-10-27 01:00:00+00:00,daily_dip,61.19141689867068,1.252953088459277,0.6978125598731313,0.901883830455259,0,2,8.470822385880913,1.5846247514001237,0,0.21176470588235294,0.26127445317323833,1,0.0,62.20417381304274,61.87885124466031,119.25253015051179,0.95,0.3411764705882353,0.4470588235294118,0.3411764705882353,2.0,2.0,0.5848932505831672,2.2977939230493654,37.7712178800226,33.015835736205915,1,1,1,-0.15281766421083487,0.0432709515148959,0.0021909342539187795,3.0,1,26233.0,26054.121204774234,26590.757590451532,-0.0321446708803177,3.8098422965106975,2.0,35,1
2025-10-30 14:00:00+00:00,daily_dip,62.22897733491121,1.2170511850249035,1.2300922418424591,0.5809698078682525,1,0,8.91615824300578,1.722477931300533,3,0.539227895392279,0.2416213045630546,14,0.0,28.523196025905392,36.5189238460619,107.3464561860238,1.0,0.19053549190535493,0.27023661270236615,0.19053549190535493,2.0,2.0,3.407192123475238,5.911995990334803,54.60253230180533,41.937129925141925,1,1,1,-0.8136840721428161,-0.06865107662615738,-0.4923745249826861,11.0,0,26531.5,26370.480315720964,26853.53936855807,-3.4017580052559815,1.5929729408455668,-1.0,6,1
2025-10-30 15:00:00+00:00,daily_dip,62.22897733491121,1.2170511850249035,1.2300922418424591,0.5809698078682525,1,0,8.91615824300578,1.722477931300533,3,0.23076923076923078,0.24212831668955861,15,0.0,26.771064319772563,35.22531102531909,107.57170931559352,1.0,0.2171945701357466,0.5520361990950227,0.2171945701357466,2.0,3.0,3.135117979863805,5.811441993984756,54.60253230180533,41.937129925141925,1,1,1,-0.8722063013979011,-0.12717330588124234,-0.5508967542377711,12.0,0,26506.5,26345.14243602661,26829.21512794678,-3.239699380229914,1.7445726935145305,-1.0,29,1
2025-10-30 17:00:00+00:00,daily_dip,62.22897733491121,1.2170511850249035,1.2300922418424591,0.5809698078682525,1,0,8.91615824300578,1.722477931300533,3,0.06818181818181818,0.2378742449894635,17,0.0,39.76528699623967,41.89466297589852,105.68172895069034,0.95,0.8928571428571429,0.03896103896103896,0.8928571428571429,2.0,3.0,2.112474901921461,5.790177127577044,54.60253230180533,41.937129925141925,1,1,1,-0.6988904686039956,0.04614252691266316,-0.37758092144386557,14.0,0,26582.5,26423.977406573966,26899.54518685207,-3.777064121016751,1.296345180574434,-1.0,2,1
2025-10-30 18:00:00+00:00,daily_dip,62.22897733491121,1.2170511850249035,1.2300922418424591,0.5809698078682525,1,0,8.91615824300578,1.722477931300533,3,0.8463611859838275,0.23583533551418012,18,0.0,32.11937782107309,37.43965319782167,104.77589116849818,0.9333333333333333,0.1509433962264151,0.0026954177897574125,0.1509433962264151,2.0,4.0,2.8847285060446635,5.754289161354394,54.60253230180533,41.937129925141925,1,1,1,-0.8767080113406,-0.1316750158239412,-0.5553984641804699,15.0,0,26503.75,26346.58616324725,26818.077673505497,-3.308649182560162,1.8086221733513963,-1.0,26,1
2025-10-30 19:00:00+00:00,daily_dip,62.22897733491121,1.2170511850249035,1.2300922418424591,0.5809698078682525,1,0,8.91615824300578,1.722477931300533,3,0.9362549800796812,0.239167261470621,19,0.0,24.071119370126183,31.98083890326926,106.2561846564626,0.95,0.02390438247011952,0.0398406374501992,0.02390438247011952,3.0,4.0,3.952711094962652,5.556488413178685,54.60253230180533,41.937129925141925,1,1,1,-1.1417461842169945,-0.3967131887003357,-0.8204366370568643,16.0,1,26386.5,26227.115723015308,26705.268553969385,-2.5269117357082904,2.5190690549643167,2.0,4,1
2025-10-30 22:00:00+00:00,daily_dip,62.22897733491121,1.2170511850249035,1.2300922418424591,0.5809698078682525,1,0,8.91615824300578,1.722477931300533,3,0.14146341463414633,0.2586507426542385,22,0.0,55.04907206090377,50.354426956918026,114.91222044358254,0.9833333333333333,0.2682926829268293,0.5902439024390244,0.2682926829268293,2.0,4.0,1.2030922339358625,5.080906268418418,54.60253230180533,41.937129925141925,1,1,1,-0.5171339296675297,0.227899065849129,-0.19582438250739972,18.0,0,26664.0,26491.631669334627,27008.736661330746,-4.301834316882202,0.7193896902136117,-1.0,18,1
2025-11-03 01:00:00+00:00,daily_dip,58.35853530856131,1.2047036982043262,0.5704445409746942,0.22233201581027667,1,0,8.482844053602857,1.7641748129862012,0,0.7746478873239436,0.29314304778860595,1,0.0,57.195537183098175,52.15245607464728,130.01297367802735,0.9666666666666667,0.04225352112676056,0.18309859154929578,0.04225352112676056,1.0,1.0,0.7230047689916528,3.391336511745343,42.48786701473946,36.64403297171812,1,1,1,-0.008455205646858116,0.17248619519590555,0.018601452423087854,13.0,0,26604.5,26409.48053948296,26994.53892103408,-4.13676664811361,0.9037559612395708,-1.0,27,1
2025-11-03 05:00:00+00:00,daily_dip,58.35853530856131,1.2047036982043262,0.5704445409746942,0.22233201581027667,1,0,8.482844053602857,1.7641748129862012,0,0.5038167938931297,0.23718844683269413,5,0.0,55.0211987118037,51.16907800755343,105.19633853649884,0.7166666666666667,0.3816793893129771,0.11450381679389313,0.3816793893129771,2.0,4.0,0.5252083938342635,4.085481374488796,42.48786701473946,36.64403297171812,1,1,1,-0.05636803764572077,0.1245733631970429,-0.0293113795757748,17.0,0,26583.0,26425.20549219525,26898.589015609497,-4.976408944293867,1.2532121855894458,-1.0,22,1
2025-11-03 06:00:00+00:00,daily_dip,58.35853530856131,1.2047036982043262,0.5704445409746942,0.22233201581027667,1,0,8.482844053602857,1.7641748129862012,0,0.39800995024875624,0.22833925460663732,6,0.0,52.73646387331554,50.18006841870315,101.27160006960607,0.6666666666666666,0.3283582089552239,0.2736318407960199,0.3283582089552239,2.0,4.0,0.7405827492451087,4.2073587457429795,42.48786701473946,36.64403297171812,1,1,1,-0.10089878738584018,0.0800426134569235,-0.0738421293158942,18.0,0,26563.25,26411.34259989559,26867.06480020882,-5.039254173752242,1.431793315207201,-1.0,22,1
2025-12-07 23:00:00+00:00,daily_dip,56.29287460386686,1.083188472814133,0.1189216717974833,0.5096153846153846,1,0,6.561425930748131,1.077366536280399,6,0.057692307692307696,0.2789231772995538,23,0.0,57.8008874402825,54.460891187439024,121.96267509824682,1.0,0.5096153846153846,0.4326923076923077,0.5096153846153846,1.0,2.0,1.0023558428963757,2.3626330814665066,19.258890813073958,19.072745988093082,1,1,1,1.2017949717226437,1.2017949717226437,1.2017949717226437,9.0,0,26260.75,26077.80598735263,26626.638025294742,-1.2162190868135934,0.6778029966961149,-1.0,38,1
2025-12-11 16:00:00+00:00,daily_dip,54.870131720029796,1.0235886887184962,1.17183431841651,0.6024973985431842,1,0,6.634764387088585,1.1543337031905412,3,0.22889305816135083,0.24477992931229764,16,0.0,41.97923771928404,43.13033005216563,100.36978281494056,1.0,0.33583489681050654,0.4352720450281426,0.33583489681050654,2.0,3.0,1.9926315908121002,1.3909403874825512,20.829285695739237,19.861738385868374,1,1,1,-0.8999102257974864,-0.06706648024236009,-0.5572614812865193,19.0,1,26015.75,25865.19532577759,26316.85934844482,-4.481760553001558,2.402781593254262,2.0,5,1
