label,initial_capital_usd,final_capital_usd,total_pnl_usd,total_return_pct,total_trades,winners,losers,win_rate_pct,profit_factor,sharpe,max_drawdown_usd,max_drawdown_pct,avg_winner_usd,avg_loser_usd,avg_pnl_per_trade_usd,avg_bars_held,start_entry,end_exit
full_filtered_oos,5000.0,13150.767857142866,8150.767857142866,163.0153571428573,207,99,108,47.82608695652174,1.5246845177472417,2.880708347638023,-2215.303571428576,-44.30607142857152,239.2462121212124,-143.8389550264552,39.375690131124955,4.27536231884058,2022-03-08 07:00:00,2026-03-27 10:00:00
postsample_2024_2026,5000.0,12766.321428571442,7766.321428571442,155.32642857142883,84,48,36,57.14285714285714,2.169909885675857,5.388365390877034,-1267.1428571428623,-25.342857142857245,300.09821428571485,-184.39980158730194,92.45620748299336,4.214285714285714,2024-04-24 16:00:00,2026-03-27 10:00:00
