signal_time,trigger,label,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,bars_held,return_pct,r_multiple,pnl_usd,rf_prob,capital_before,capital_after
2022-11-02 19:00:00,atr_breakdown,1,2022-11-02 20:00:00,10985.25,11071.589285714286,10855.74107142857,2022-11-03 12:00:00,10855.74107142857,target,16,1.1929994250902576,1.500000000000009,259.0178571428587,0.5931853983583932,6311.642857142851,6570.66071428571
2022-11-16 13:00:00,atr_breakdown,1,2022-11-16 14:00:00,11878.0,11923.339285714286,11809.99107142857,2022-11-16 14:00:00,11809.99107142857,target,1,0.5758592716971656,1.500000000000017,136.0178571428587,0.5043989117540219,6570.66071428571,6706.678571428569
2022-11-25 09:00:00,atr_breakdown,1,2022-11-25 10:00:00,11903.5,11921.125,11877.0625,2022-11-25 13:00:00,11877.0625,target,4,0.22259291807211756,1.5,52.875,0.5095919094961961,6706.678571428569,6759.553571428569
2022-12-09 13:00:00,atr_breakdown,0,2022-12-09 14:00:00,11664.0,11703.607142857143,11604.589285714286,2022-12-09 14:00:00,11703.607142857143,stop,1,-0.33841825322473706,-1.0000000000000067,-79.21428571428623,0.6786213264123441,6759.553571428569,6680.339285714283
2022-12-09 13:00:00,rsi_rollover,0,2022-12-09 14:00:00,11664.0,11703.607142857143,11604.589285714286,2022-12-09 14:00:00,11703.607142857143,stop,1,-0.33841825322473706,-1.0000000000000067,-79.21428571428623,0.6786213264123441,6680.339285714283,6601.124999999996
2022-12-14 19:00:00,atr_breakdown,0,2022-12-14 20:00:00,11767.25,11831.464285714286,11670.92857142857,2022-12-14 20:00:00,11831.464285714286,stop,1,-0.542741660403101,-1.0000000000000082,-128.42857142857247,0.5622787898003642,6601.124999999996,6472.696428571424
2022-12-19 14:00:00,atr_breakdown,0,2022-12-19 15:00:00,11334.0,11368.857142857143,11281.714285714286,2022-12-19 15:00:00,11368.857142857143,stop,1,-0.30660199542610345,-1.0000000000000075,-69.71428571428623,0.5078648528162555,6472.696428571424,6402.982142857138
2022-12-22 12:00:00,atr_breakdown,1,2022-12-22 13:00:00,11360.25,11382.142857142857,11327.410714285714,2022-12-22 13:00:00,11327.410714285714,target,1,0.2899099056492327,1.5000000000000238,65.67857142857247,0.6333849257730366,6402.982142857138,6468.66071428571
2022-12-22 13:00:00,atr_breakdown,1,2022-12-22 14:00:00,11269.75,11298.107142857143,11227.214285714286,2022-12-22 14:00:00,11227.214285714286,target,1,0.3788625851725014,1.4999999999999816,85.07142857142753,0.5799246952084084,6468.66071428571,6553.732142857138
2022-12-22 15:00:00,atr_breakdown,1,2022-12-22 16:00:00,11073.0,11115.589285714286,11009.11607142857,2022-12-22 17:00:00,11009.11607142857,target,2,0.5802820876530168,1.5000000000000182,127.7678571428587,0.5072722682608621,6553.732142857138,6681.499999999996
2022-12-27 12:00:00,atr_breakdown,1,2022-12-27 13:00:00,11153.75,11181.75,11111.75,2022-12-27 13:00:00,11111.75,target,1,0.3779782662497011,1.5,84.0,0.6221312219110573,6681.499999999996,6765.499999999996
2022-12-27 13:00:00,atr_breakdown,1,2022-12-27 14:00:00,11121.75,11147.392857142857,11083.285714285714,2022-12-27 14:00:00,11083.285714285714,target,1,0.347047677970691,1.5000000000000202,76.92857142857247,0.5428702261673152,6765.499999999996,6842.428571428569
2022-12-27 14:00:00,atr_breakdown,0,2022-12-27 15:00:00,10996.25,11032.92857142857,10941.232142857143,2022-12-27 15:00:00,11032.92857142857,stop,1,-0.3324463780501108,-0.9999999999999787,-73.3571428571413,0.5123691580037698,6842.428571428569,6769.0714285714275
2022-12-30 12:00:00,atr_breakdown,1,2022-12-30 13:00:00,10997.5,11024.410714285714,10957.13392857143,2022-12-30 14:00:00,10957.13392857143,target,2,0.36839990906119,1.4999999999999711,80.7321428571413,0.5626692445403843,6769.0714285714275,6849.803571428569
2023-01-03 14:00:00,atr_breakdown,1,2023-01-03 15:00:00,11061.25,11120.089285714286,10972.99107142857,2023-01-03 16:00:00,10972.99107142857,target,2,0.8043288105942015,1.5000000000000133,176.5178571428587,0.5698072383411416,6849.803571428569,7026.3214285714275
2023-01-03 14:00:00,rsi_rollover,1,2023-01-03 15:00:00,11061.25,11120.089285714286,10972.99107142857,2023-01-03 16:00:00,10972.99107142857,target,2,0.8043288105942015,1.5000000000000133,176.5178571428587,0.5698072383411416,7026.3214285714275,7202.839285714286
2023-01-03 16:00:00,atr_breakdown,0,2023-01-03 17:00:00,10939.5,11008.660714285714,10835.75892857143,2023-01-03 19:00:00,11008.660714285714,stop,3,-0.6282391299058276,-0.9999999999999925,-138.32142857142753,0.5008820623834715,7202.839285714286,7064.517857142859
2023-01-05 13:00:00,atr_breakdown,1,2023-01-05 14:00:00,10995.5,11033.80357142857,10938.044642857143,2023-01-05 14:00:00,10938.044642857143,target,1,0.5252799656506824,1.4999999999999931,114.91071428571377,0.5487777309309805,7064.517857142859,7179.4285714285725
2023-01-06 14:00:00,rsi_rollover,0,2023-01-06 15:00:00,10881.25,10933.267857142857,10803.223214285714,2023-01-06 15:00:00,10933.267857142857,stop,1,-0.4757759328915867,-0.9999999999999949,-104.03571428571377,0.532560729602602,7179.4285714285725,7075.392857142859
2023-01-18 15:00:00,rsi_rollover,1,2023-01-18 16:00:00,11682.0,11732.67857142857,11605.982142857143,2023-01-18 16:00:00,11605.982142857143,target,1,0.6549885757806573,1.499999999999995,152.03571428571377,0.5861816667719476,7075.392857142859,7227.4285714285725
