time,open,high,low,close,tick_volume,spread,real_volume,segment,segment_start,segment_end
2022-04-04 00:00:00+00:00,15012.0,15019.5,14995.0,15012.5,7761,25,8352,7,2022-04-04,2023-01-10
2022-04-04 01:00:00+00:00,15012.5,15026.25,15003.0,15020.25,7071,0,7790,7,2022-04-04,2023-01-10
2022-04-04 02:00:00+00:00,15020.5,15024.75,15011.0,15018.5,4472,25,4926,7,2022-04-04,2023-01-10
2022-04-04 03:00:00+00:00,15019.0,15047.0,15017.5,15042.5,5984,25,7047,7,2022-04-04,2023-01-10
2022-04-04 04:00:00+00:00,15042.0,15056.25,15041.25,15053.5,4694,25,5737,7,2022-04-04,2023-01-10
2022-04-04 05:00:00+00:00,15053.75,15083.75,15039.5,15081.0,9570,25,11236,7,2022-04-04,2023-01-10
2022-04-04 06:00:00+00:00,15081.0,15090.0,15066.5,15078.25,9207,25,10029,7,2022-04-04,2023-01-10
2022-04-04 07:00:00+00:00,15078.0,15081.0,15018.25,15043.5,23022,0,25024,7,2022-04-04,2023-01-10
2022-04-04 08:00:00+00:00,15043.75,15076.25,15034.25,15069.75,17148,25,18404,7,2022-04-04,2023-01-10
2022-04-04 09:00:00+00:00,15069.5,15117.5,15069.25,15110.75,17146,0,19073,7,2022-04-04,2023-01-10
2022-04-04 10:00:00+00:00,15110.5,15132.0,15104.25,15108.0,12989,0,14348,7,2022-04-04,2023-01-10
2022-04-04 11:00:00+00:00,15108.25,15124.75,15098.25,15119.0,12706,0,14120,7,2022-04-04,2023-01-10
2022-04-04 12:00:00+00:00,15119.0,15126.0,15071.5,15077.5,21791,25,24166,7,2022-04-04,2023-01-10
2022-04-04 13:00:00+00:00,15077.75,15244.5,15075.0,15240.5,129676,0,141173,7,2022-04-04,2023-01-10
2022-04-04 14:00:00+00:00,15240.0,15268.5,15200.75,15254.0,126654,0,140213,7,2022-04-04,2023-01-10
2022-04-04 15:00:00+00:00,15254.25,15314.5,15250.0,15301.75,68803,0,77684,7,2022-04-04,2023-01-10
2022-04-04 16:00:00+00:00,15302.0,15324.0,15288.5,15291.0,44459,0,48656,7,2022-04-04,2023-01-10
2022-04-04 17:00:00+00:00,15290.75,15316.75,15278.5,15312.25,34855,0,38487,7,2022-04-04,2023-01-10
2022-04-04 18:00:00+00:00,15312.25,15334.25,15260.75,15322.75,50012,0,56630,7,2022-04-04,2023-01-10
2022-04-04 19:00:00+00:00,15322.75,15360.0,15307.5,15356.25,60391,0,66833,7,2022-04-04,2023-01-10
2022-04-04 20:00:00+00:00,15356.0,15367.0,15347.25,15352.25,10764,25,12614,7,2022-04-04,2023-01-10
2022-04-04 22:00:00+00:00,15353.0,15355.25,15345.25,15350.75,2966,25,3366,7,2022-04-04,2023-01-10
2022-04-04 23:00:00+00:00,15351.0,15357.25,15344.75,15345.0,2696,25,2960,7,2022-04-04,2023-01-10
2022-04-05 00:00:00+00:00,15344.75,15350.75,15337.75,15350.25,5292,0,5880,7,2022-04-04,2023-01-10
2022-04-05 01:00:00+00:00,15350.5,15352.75,15336.5,15348.0,4332,0,5030,7,2022-04-04,2023-01-10
2022-04-05 02:00:00+00:00,15347.5,15351.75,15342.0,15345.75,2555,25,2802,7,2022-04-04,2023-01-10
