time,open,high,low,close,tick_volume,spread,real_volume,segment,segment_start,segment_end
2024-03-24 22:00:00+00:00,18810.25,18829.75,18796.75,18805.5,10390,0,12027,9,2024-03-24,2024-04-21
2024-03-24 23:00:00+00:00,18805.75,18832.75,18800.25,18830.25,10281,25,11707,9,2024-03-24,2024-04-21
2024-03-25 00:00:00+00:00,18830.25,18842.25,18825.75,18828.25,9754,25,10955,9,2024-03-24,2024-04-21
2024-03-25 01:00:00+00:00,18828.0,18845.5,18821.75,18835.5,12500,0,14183,9,2024-03-24,2024-04-21
2024-03-25 02:00:00+00:00,18835.5,18835.75,18809.75,18822.0,9936,25,11476,9,2024-03-24,2024-04-21
2024-03-25 03:00:00+00:00,18821.75,18822.25,18811.25,18820.75,5150,0,5987,9,2024-03-24,2024-04-21
2024-03-25 04:00:00+00:00,18820.5,18820.5,18810.0,18811.5,3051,25,3524,9,2024-03-24,2024-04-21
2024-03-25 05:00:00+00:00,18811.25,18816.0,18796.25,18798.25,6715,0,8077,9,2024-03-24,2024-04-21
2024-03-25 06:00:00+00:00,18798.5,18799.0,18776.0,18791.75,11141,0,13310,9,2024-03-24,2024-04-21
2024-03-25 07:00:00+00:00,18791.5,18794.75,18779.25,18785.75,9065,25,10611,9,2024-03-24,2024-04-21
2024-03-25 08:00:00+00:00,18786.0,18809.0,18782.25,18795.5,19038,0,22299,9,2024-03-24,2024-04-21
2024-03-25 09:00:00+00:00,18795.25,18800.75,18763.75,18768.75,15295,25,17871,9,2024-03-24,2024-04-21
2024-03-25 10:00:00+00:00,18768.75,18773.75,18740.0,18746.75,18316,0,21700,9,2024-03-24,2024-04-21
2024-03-25 11:00:00+00:00,18746.75,18747.0,18701.0,18712.75,29905,0,35564,9,2024-03-24,2024-04-21
2024-03-25 12:00:00+00:00,18713.0,18732.0,18703.75,18720.0,30130,25,35081,9,2024-03-24,2024-04-21
2024-03-25 13:00:00+00:00,18720.25,18731.5,18659.25,18721.5,166852,0,189554,9,2024-03-24,2024-04-21
2024-03-25 14:00:00+00:00,18721.0,18786.5,18711.0,18766.0,164298,0,191740,9,2024-03-24,2024-04-21
2024-03-25 15:00:00+00:00,18765.75,18797.25,18758.75,18782.75,108868,0,127221,9,2024-03-24,2024-04-21
2024-03-25 16:00:00+00:00,18782.75,18784.0,18755.5,18774.5,74368,0,86355,9,2024-03-24,2024-04-21
2024-03-25 17:00:00+00:00,18774.5,18802.0,18759.25,18796.75,56270,0,66785,9,2024-03-24,2024-04-21
2024-03-25 18:00:00+00:00,18796.75,18816.0,18792.0,18811.75,48553,0,57437,9,2024-03-24,2024-04-21
2024-03-25 19:00:00+00:00,18812.0,18814.0,18751.5,18754.0,91088,0,107702,9,2024-03-24,2024-04-21
2024-03-25 20:00:00+00:00,18754.0,18778.0,18752.5,18777.5,10764,25,13579,9,2024-03-24,2024-04-21
2024-03-25 22:00:00+00:00,18778.25,18786.75,18774.0,18777.0,6455,0,7255,9,2024-03-24,2024-04-21
2024-03-25 23:00:00+00:00,18777.25,18788.0,18770.75,18784.5,5412,25,6189,9,2024-03-24,2024-04-21
2024-03-26 00:00:00+00:00,18785.0,18794.25,18780.0,18791.0,6442,0,7222,9,2024-03-24,2024-04-21
2024-03-26 01:00:00+00:00,18791.5,18800.75,18784.5,18787.0,8455,25,9781,9,2024-03-24,2024-04-21
2024-03-26 02:00:00+00:00,18787.5,18792.0,18778.75,18779.25,6289,25,7166,9,2024-03-24,2024-04-21
2024-03-26 03:00:00+00:00,18779.25,18783.5,18761.0,18767.75,8322,0,9597,9,2024-03-24,2024-04-21
2024-03-26 04:00:00+00:00,18768.0,18783.75,18767.25,18778.75,4991,25,5674,9,2024-03-24,2024-04-21
2024-03-26 05:00:00+00:00,18778.75,18794.5,18776.75,18792.0,5717,25,6636,9,2024-03-24,2024-04-21
2024-03-26 06:00:00+00:00,18791.75,18823.0,18784.0,18819.75,11207,25,13015,9,2024-03-24,2024-04-21
2024-03-26 07:00:00+00:00,18819.75,18852.75,18808.25,18813.0,22958,0,27535,9,2024-03-24,2024-04-21
2024-03-26 08:00:00+00:00,18813.5,18845.5,18809.75,18836.25,16612,0,19005,9,2024-03-24,2024-04-21
2024-03-26 09:00:00+00:00,18836.75,18858.0,18832.25,18847.5,16061,25,18156,9,2024-03-24,2024-04-21
2024-03-26 10:00:00+00:00,18847.75,18857.75,18840.75,18850.0,12299,25,13972,9,2024-03-24,2024-04-21
2024-03-26 11:00:00+00:00,18849.5,18863.0,18837.25,18859.25,18429,0,20963,9,2024-03-24,2024-04-21
2024-03-26 12:00:00+00:00,18859.25,18861.0,18800.75,18812.75,42934,0,49021,9,2024-03-24,2024-04-21
2024-03-26 13:00:00+00:00,18812.5,18839.0,18794.25,18834.5,124872,0,140608,9,2024-03-24,2024-04-21
2024-03-26 14:00:00+00:00,18834.5,18853.5,18778.25,18806.0,185374,0,210735,9,2024-03-24,2024-04-21
2024-03-26 15:00:00+00:00,18805.75,18826.5,18794.0,18824.25,92355,0,104728,9,2024-03-24,2024-04-21
2024-03-26 16:00:00+00:00,18824.5,18833.0,18779.25,18786.0,75581,0,87376,9,2024-03-24,2024-04-21
2024-03-26 17:00:00+00:00,18786.0,18801.25,18773.5,18781.75,62075,0,71737,9,2024-03-24,2024-04-21
2024-03-26 18:00:00+00:00,18782.0,18807.0,18780.25,18799.25,52281,0,60802,9,2024-03-24,2024-04-21
2024-03-26 19:00:00+00:00,18799.25,18799.5,18683.5,18694.75,133814,0,153237,9,2024-03-24,2024-04-21
2024-03-26 20:00:00+00:00,18694.75,18728.5,18691.75,18724.0,19017,25,22870,9,2024-03-24,2024-04-21
2024-03-26 22:00:00+00:00,18723.75,18726.25,18712.25,18720.25,6722,25,7686,9,2024-03-24,2024-04-21
2024-03-26 23:00:00+00:00,18720.0,18737.25,18716.75,18733.5,5793,25,6641,9,2024-03-24,2024-04-21
2024-03-27 00:00:00+00:00,18733.25,18740.0,18727.75,18734.75,6826,0,7679,9,2024-03-24,2024-04-21
2024-03-27 01:00:00+00:00,18734.5,18738.5,18725.75,18737.5,7127,0,8036,9,2024-03-24,2024-04-21
2024-03-27 02:00:00+00:00,18737.5,18742.75,18732.0,18737.25,5042,25,5693,9,2024-03-24,2024-04-21
2024-03-27 03:00:00+00:00,18737.25,18746.5,18736.75,18741.25,4246,25,4720,9,2024-03-24,2024-04-21
2024-03-27 04:00:00+00:00,18741.0,18761.5,18739.75,18760.75,6954,0,8528,9,2024-03-24,2024-04-21
2024-03-27 05:00:00+00:00,18760.75,18768.75,18752.0,18752.75,9649,25,11272,9,2024-03-24,2024-04-21
2024-03-27 06:00:00+00:00,18752.25,18755.25,18741.25,18743.5,8392,25,9782,9,2024-03-24,2024-04-21
2024-03-27 07:00:00+00:00,18743.5,18747.0,18714.25,18723.5,16610,25,19774,9,2024-03-24,2024-04-21
2024-03-27 08:00:00+00:00,18723.75,18765.25,18723.25,18754.0,18646,25,21022,9,2024-03-24,2024-04-21
