time,open,high,low,close,tick_volume,spread,real_volume,segment,segment_start,segment_end
2021-02-15 00:00:00+00:00,13866.0,13903.25,13862.75,13897.5,9003,25,10394,4,2021-02-15,2021-03-05
2021-02-15 01:00:00+00:00,13897.25,13906.5,13886.25,13892.5,3854,25,4440,4,2021-02-15,2021-03-05
2021-02-15 02:00:00+00:00,13892.5,13897.25,13886.75,13888.25,2006,25,2235,4,2021-02-15,2021-03-05
2021-02-15 03:00:00+00:00,13887.75,13893.75,13885.0,13891.25,1774,25,2067,4,2021-02-15,2021-03-05
2021-02-15 04:00:00+00:00,13891.0,13899.75,13887.75,13890.0,1637,25,1884,4,2021-02-15,2021-03-05
2021-02-15 05:00:00+00:00,13889.75,13890.75,13880.75,13882.5,1784,25,1990,4,2021-02-15,2021-03-05
2021-02-15 06:00:00+00:00,13882.25,13889.5,13875.75,13877.25,2524,25,2891,4,2021-02-15,2021-03-05
2021-02-15 07:00:00+00:00,13877.0,13886.0,13876.25,13884.0,2621,25,2973,4,2021-02-15,2021-03-05
2021-02-15 08:00:00+00:00,13883.5,13883.75,13872.25,13882.25,4303,25,4715,4,2021-02-15,2021-03-05
2021-02-15 09:00:00+00:00,13883.0,13886.0,13877.25,13883.25,2526,25,2780,4,2021-02-15,2021-03-05
2021-02-15 10:00:00+00:00,13882.25,13890.0,13880.75,13883.5,2763,25,3135,4,2021-02-15,2021-03-05
2021-02-15 11:00:00+00:00,13883.25,13888.0,13879.5,13885.0,2317,25,2559,4,2021-02-15,2021-03-05
2021-02-15 12:00:00+00:00,13884.25,13886.0,13876.5,13878.25,2087,25,2340,4,2021-02-15,2021-03-05
2021-02-15 13:00:00+00:00,13878.0,13886.5,13877.5,13884.75,2810,25,3412,4,2021-02-15,2021-03-05
2021-02-15 14:00:00+00:00,13884.75,13902.0,13883.25,13896.5,11109,25,13630,4,2021-02-15,2021-03-05
2021-02-15 15:00:00+00:00,13896.75,13904.0,13892.25,13902.5,6869,25,8395,4,2021-02-15,2021-03-05
2021-02-15 16:00:00+00:00,13902.5,13902.75,13893.5,13898.75,5554,25,6984,4,2021-02-15,2021-03-05
2021-02-15 17:00:00+00:00,13899.0,13919.0,13896.25,13911.25,5188,0,6391,4,2021-02-15,2021-03-05
2021-02-15 23:00:00+00:00,13911.75,13914.25,13896.0,13897.75,4597,25,5407,4,2021-02-15,2021-03-05
2021-02-16 00:00:00+00:00,13897.5,13924.5,13897.25,13918.25,6078,25,7225,4,2021-02-15,2021-03-05
2021-02-16 01:00:00+00:00,13918.25,13940.5,13912.5,13931.25,6589,25,7584,4,2021-02-15,2021-03-05
2021-02-16 02:00:00+00:00,13931.25,13938.0,13929.75,13931.75,2761,25,3346,4,2021-02-15,2021-03-05
2021-02-16 03:00:00+00:00,13932.0,13937.75,13924.25,13934.75,3391,25,3880,4,2021-02-15,2021-03-05
2021-02-16 04:00:00+00:00,13934.75,13939.25,13931.25,13937.5,1480,25,1628,4,2021-02-15,2021-03-05
2021-02-16 05:00:00+00:00,13937.0,13940.25,13913.0,13923.75,5181,25,5794,4,2021-02-15,2021-03-05
2021-02-16 06:00:00+00:00,13923.25,13929.0,13917.25,13922.5,2106,25,2387,4,2021-02-15,2021-03-05
2021-02-16 07:00:00+00:00,13923.0,13925.5,13900.5,13906.5,5153,25,6111,4,2021-02-15,2021-03-05
2021-02-16 08:00:00+00:00,13906.5,13909.75,13887.5,13904.25,6900,25,7762,4,2021-02-15,2021-03-05
2021-02-16 09:00:00+00:00,13904.0,13905.75,13885.75,13901.25,5048,25,5523,4,2021-02-15,2021-03-05
2021-02-16 10:00:00+00:00,13900.75,13911.75,13898.0,13908.75,3883,25,4491,4,2021-02-15,2021-03-05
2021-02-16 11:00:00+00:00,13908.75,13920.25,13894.25,13915.75,6453,25,7607,4,2021-02-15,2021-03-05
2021-02-16 12:00:00+00:00,13915.5,13920.75,13907.75,13917.0,5540,25,6483,4,2021-02-15,2021-03-05
2021-02-16 13:00:00+00:00,13917.25,13919.5,13888.25,13892.0,14806,25,18005,4,2021-02-15,2021-03-05
2021-02-16 14:00:00+00:00,13892.0,13908.25,13851.25,13892.75,98533,25,120022,4,2021-02-15,2021-03-05
2021-02-16 15:00:00+00:00,13892.5,13915.25,13853.5,13873.0,103356,25,130548,4,2021-02-15,2021-03-05
2021-02-16 16:00:00+00:00,13872.75,13878.25,13783.75,13789.75,106141,25,131969,4,2021-02-15,2021-03-05
2021-02-16 17:00:00+00:00,13789.5,13831.5,13755.5,13828.75,84755,25,109515,4,2021-02-15,2021-03-05
2021-02-16 18:00:00+00:00,13828.75,13842.0,13792.75,13794.5,44236,25,57644,4,2021-02-15,2021-03-05
2021-02-16 19:00:00+00:00,13794.0,13837.25,13794.0,13813.25,37329,25,48264,4,2021-02-15,2021-03-05
2021-02-16 20:00:00+00:00,13813.5,13826.25,13786.0,13803.75,63591,25,82288,4,2021-02-15,2021-03-05
2021-02-16 21:00:00+00:00,13803.25,13810.5,13785.25,13794.0,8579,0,11769,4,2021-02-15,2021-03-05
2021-02-16 23:00:00+00:00,13797.5,13805.75,13765.25,13771.25,8779,0,9839,4,2021-02-15,2021-03-05
2021-02-17 00:00:00+00:00,13770.75,13773.0,13745.0,13757.5,12439,25,13869,4,2021-02-15,2021-03-05
2021-02-17 01:00:00+00:00,13756.5,13766.5,13734.0,13764.75,10164,25,11426,4,2021-02-15,2021-03-05
2021-02-17 02:00:00+00:00,13764.0,13799.25,13759.0,13795.25,8487,25,9810,4,2021-02-15,2021-03-05
2021-02-17 03:00:00+00:00,13795.0,13812.0,13787.5,13804.25,6414,25,7483,4,2021-02-15,2021-03-05
2021-02-17 04:00:00+00:00,13804.25,13805.25,13793.5,13795.5,2747,25,3094,4,2021-02-15,2021-03-05
