time,open,high,low,close,tick_volume,spread,real_volume,segment,segment_start,segment_end
2021-02-15 00:00:00+00:00,13866.0,13919.0,13862.75,13897.75,75326,0,88622,4,2021-02-15,2021-03-05
2021-02-16 00:00:00+00:00,13897.5,13940.5,13755.5,13771.25,630668,0,789684,4,2021-02-15,2021-03-05
2021-02-17 00:00:00+00:00,13770.75,13825.25,13582.75,13742.75,699278,0,858843,4,2021-02-15,2021-03-05
2021-02-18 00:00:00+00:00,13743.75,13764.5,13508.5,13655.25,762952,0,940660,4,2021-02-15,2021-03-05
2021-02-19 00:00:00+00:00,13655.25,13768.75,13574.0,13611.75,747158,0,894809,4,2021-02-15,2021-03-05
2021-02-20 00:00:00+00:00,13611.75,13611.75,13611.75,13611.75,1,800,1,4,2021-02-15,2021-03-05
2021-02-21 00:00:00+00:00,13611.75,13657.75,13588.0,13631.75,17694,0,19725,4,2021-02-15,2021-03-05
2021-02-22 00:00:00+00:00,13632.0,13668.75,13254.75,13268.25,950093,0,1132083,4,2021-02-15,2021-03-05
2021-02-23 00:00:00+00:00,13268.0,13375.5,12797.25,13208.75,1287024,0,1589278,4,2021-02-15,2021-03-05
2021-02-24 00:00:00+00:00,13208.5,13378.75,12997.75,13368.0,1118039,0,1281011,4,2021-02-15,2021-03-05
2021-02-25 00:00:00+00:00,13367.5,13394.0,12796.0,12817.5,1669544,0,1908615,4,2021-02-15,2021-03-05
2021-02-26 00:00:00+00:00,12817.5,13129.5,12703.0,12951.75,1629406,0,1848320,4,2021-02-15,2021-03-05
2021-02-28 00:00:00+00:00,12995.5,13048.5,12986.5,13044.0,26542,25,29076,4,2021-02-15,2021-03-05
2021-03-01 00:00:00+00:00,13044.0,13367.75,13036.5,13358.0,904535,0,1006910,4,2021-02-15,2021-03-05
2021-03-02 00:00:00+00:00,13357.75,13365.75,13087.75,13134.25,964702,0,1084911,4,2021-02-15,2021-03-05
2021-03-03 00:00:00+00:00,13134.5,13230.75,12622.5,12632.5,1268917,0,1471384,4,2021-02-15,2021-03-05
2021-03-04 00:00:00+00:00,12632.75,12836.75,12346.0,12446.75,1901023,0,2093998,4,2021-02-15,2021-03-05
2021-03-05 00:00:00+00:00,12446.25,12737.5,12247.25,12699.0,1568894,0,1768241,4,2021-02-15,2021-03-05
