time,open,high,low,close,tick_volume,spread,real_volume,body,body_abs,range,upper_wick,lower_wick,is_red,is_green,ret_1,ret_3,ret_5,ret_10,log_ret,rsi,atr,adx,ema_10,ema_20,ema_50,ema_100,ema_200,ema10_slope_5,ema20_slope_5,ema50_slope_5,dist_ema20_atr,dist_ema50_atr,dist_ema200_atr,rolling_red_ratio_5,rolling_red_ratio_10,rolling_green_ratio_5,rolling_vol_10,downside_vol_10,drawdown_pct,red_streak,green_streak,date,label,bear_window_id
2020-01-13 00:00:00+00:00,8466.0,8585.75,8463.75,8583.5,150107,0,170394,117.5,117.5,122.0,2.25,2.25,0,1,0.013879045594141326,0.010536849540852433,0.04288925338679306,0.03985704767096743,0.013783613630113933,,,,8415.976117963886,8356.687582530414,8302.777726146329,8280.146211335496,8267.731312957376,141.32475597296434,87.77750623700194,41.10288595760176,,,,0.2,0.4,0.8,0.011770896576587229,,0.0,0,2,2020-01-13 00:00:00+00:00,OUTSIDE,
2020-01-14 00:00:00+00:00,8583.75,8593.25,8507.5,8509.5,243954,0,272236,-74.25,74.25,85.75,9.5,2.0,1,0,-0.008621191821517993,0.006237620835427338,0.00937073720419912,0.01578680354531614,-0.008658569276251527,,,,8432.98046015227,8371.241146098946,8310.884481983729,8284.687870516971,8270.136971534916,129.99298215969793,86.94155326204964,42.58904729259848,,,,0.4,0.5,0.6,0.011701280259464146,,-0.008621191821517993,1,0,2020-01-14 00:00:00+00:00,OUTSIDE,
2020-01-15 00:00:00+00:00,8509.75,8574.5,8501.5,8552.75,193067,0,218114,43.0,43.0,73.0,21.75,8.25,0,1,0.0050825547917034974,0.010246869832270189,0.006916647044972857,0.03185039963806369,0.005069682208745263,,,,8454.756740124583,8388.527703613332,8320.369404258876,8289.996031496834,8272.949041469892,117.03971267611632,84.25664342756863,43.22281014386863,,,,0.4,0.4,0.6,0.010910824587234831,,-0.0035824547096172665,0,1,2020-01-15 00:00:00+00:00,OUTSIDE,
2020-01-16 00:00:00+00:00,8552.5,8636.25,8542.25,8624.25,157811,0,175330,71.75,71.75,94.0,12.0,10.25,0,1,0.008359884247756577,0.004747480631444034,0.01980666331628589,0.04454066493066078,0.008325133953405839,,75.14893274935453,,8485.573696465568,8410.977446126348,8332.286290366372,8296.614921962242,8276.444573395565,126.2143103713679,92.18458214875136,48.096425432344404,2.837998439511891,3.885134478322129,4.628215117365349,0.2,0.3,0.8,0.010718276308354232,,0.0,0,2,2020-01-16 00:00:00+00:00,OUTSIDE,
2020-01-17 00:00:00+00:00,8624.25,8667.75,8608.5,8649.75,149261,0,168455,25.5,25.5,59.25,18.0,15.75,0,1,0.0029567788503348513,0.016481579411246283,0.021704464918497424,0.03869708796157312,0.002952416177274486,85.24992907784909,74.01329469582922,,8515.423933471828,8433.71768935241,8344.735847606906,8303.607695784773,8280.159055252327,136.67534484930002,100.90509813458448,53.41617345460509,2.918831157772573,4.121072486322952,4.99357509034793,0.2,0.3,0.8,0.010620108022443248,,0.0,0,3,2020-01-17 00:00:00+00:00,OUTSIDE,
2020-01-19 00:00:00+00:00,8649.75,8663.25,8646.25,8663.25,2280,25,2656,13.5,13.5,17.0,0.0,3.5,0,1,0.0015607387496747727,0.012919821110169316,0.00929108172656834,0.05257882267176961,0.0015595220627417916,85.42026101336359,69.94091650326999,,8542.301400113312,8455.577909414085,8357.226598681145,8310.729325571212,8283.970905448821,126.32528214942613,98.89032688367115,54.44887253481647,2.9692503468439004,4.375455979398654,5.422849935537321,0.2,0.2,0.8,0.009200237838677912,,0.0,0,4,2020-01-19 00:00:00+00:00,OUTSIDE,
2020-01-20 00:00:00+00:00,8663.25,8665.5,8638.5,8648.5,29235,0,32887,-14.75,14.75,27.0,2.25,10.0,1,0,-0.001702594291980497,0.002811838710612413,0.01633468476408728,0.02585849000652396,-0.0017040453529215682,84.2751581925584,66.87370818160785,,8561.610236456347,8473.951441850839,8368.649085007375,8317.417853777722,8287.598060618486,128.6297763040766,102.71029575189277,57.76460302364649,2.610122317056839,4.184767416106765,5.3967687630154835,0.2,0.3,0.8,0.006546118938486997,,-0.001702594291980497,1,0,2020-01-20 00:00:00+00:00,OUTSIDE,
2020-01-21 00:00:00+00:00,8648.75,8678.25,8593.0,8656.75,176706,0,198618,8.0,8.0,85.25,21.5,55.75,0,1,0.0009539226455455019,0.0008092719442758245,0.012159831633100415,0.019160583941605802,0.0009534679504774601,84.40111560820867,68.18630045435015,,8578.908375282464,8491.360828341236,8379.947160105126,8324.137302217769,8291.271214244172,124.15163515788117,102.83312472790385,59.57775584625051,2.425548395450638,4.059508113073088,5.360003157826563,0.2,0.3,0.8,0.0063194631716863865,,-0.0007502957896863283,0,1,2020-01-21 00:00:00+00:00,OUTSIDE,
2020-01-22 00:00:00+00:00,8656.75,8732.5,8656.25,8661.0,175121,0,197665,4.25,4.25,76.25,71.5,0.5,0,1,0.0004909463713287376,-0.0002597177733529854,0.004261240107835462,0.024152304372246913,0.0004908258965894419,84.47012767064025,68.76227899332514,,8593.834125231107,8507.516939927784,8390.968840101004,8330.807850688703,8294.950107634779,108.26042876553947,96.53949380143604,58.68254973463263,2.232082215993961,3.927024581678102,5.323411290669326,0.2,0.2,0.8,0.005957358544899923,,-0.0002597177733529854,0,2,2020-01-22 00:00:00+00:00,OUTSIDE,
2020-01-23 00:00:00+00:00,8660.75,8750.75,8630.25,8748.5,216839,0,239012,87.75,87.75,120.5,2.25,30.5,0,1,0.010102759496593894,0.01156269873388438,0.01141651492817708,0.03336876919442466,0.010052067753630212,85.85740816792661,72.45783049380192,,8621.955193370906,8530.46770755371,8404.989669900966,8339.078982358234,8299.46304188717,106.53125989907858,96.7500182012991,60.25382229406023,3.009092198322738,4.740831015198807,6.197217816937557,0.2,0.2,0.8,0.006398548666231285,,0.0,0,3,2020-01-23 00:00:00+00:00,OUTSIDE,
2020-01-24 00:00:00+00:00,8748.75,8766.0,8588.25,8615.75,291970,25,323348,-133.0,133.0,177.75,17.25,27.5,1,0,-0.015174029833685765,-0.004736188523406626,-0.005482930770784655,0.003757208597891193,-0.015290333454004212,74.922397263168,79.97869974424464,,8620.826976394377,8538.589830643832,8413.254780885241,8344.557616370943,8302.61017579874,78.52557628106479,83.0119212297468,56.02818220409608,0.9647589871166972,2.5318643559134677,3.9152902610647162,0.4,0.3,0.6,0.007591039998820743,,-0.015174029833685765,1,0,2020-01-24 00:00:00+00:00,OUTSIDE,
2020-01-26 00:00:00+00:00,8615.75,8615.75,8472.5,8493.0,15704,0,17930,-122.75,122.75,143.25,0.0,20.5,1,0,-0.014247163624756976,-0.01939729823346037,-0.017979996531190423,-0.0019390093424995758,-0.014349628850661489,66.4896833713434,84.49807833394145,,8597.585707959035,8534.247942011087,8416.382044379938,8347.497069512112,8304.504601910196,35.97547150268838,60.29650016024789,47.73295937256262,-0.4881524269471831,0.9067419890575918,2.2307655014929377,0.4,0.3,0.6,0.008502193772553355,,-0.029205006572555314,2,0,2020-01-26 00:00:00+00:00,OUTSIDE,
2020-01-27 00:00:00+00:00,8493.25,8532.5,8404.5,8457.25,347251,0,384930,-36.0,36.0,128.0,39.25,52.75,1,0,-0.004209348875544583,-0.03329142138652341,-0.023045600254136933,-0.011165999240010493,-0.004218233124557713,64.22252274432661,87.60535845294564,,8572.070124693755,8526.914804676699,8417.984709306214,8349.670394868308,8306.024456617557,-6.838250588709343,35.55397633546272,38.03754920108804,-0.7952116846153515,0.4482064954380119,1.7262133966801685,0.6,0.4,0.4,0.008369558589940072,,-0.03329142138652341,3,0,2020-01-27 00:00:00+00:00,OUTSIDE,
2020-01-28 00:00:00+00:00,8457.25,8614.5,8443.0,8578.5,276130,0,310064,121.25,121.25,171.5,36.0,14.25,0,1,0.014336811611339373,-0.004323477352523031,-0.00952545895393142,-0.005304809113836018,0.014235011368029404,68.18486658126008,93.59783284916381,,8573.239192931254,8531.827680421775,8424.279426588324,8354.201674177846,8308.7356560542,-20.5949322998531,24.310740493991034,33.3105864873196,0.49864743827390984,1.6476938484271093,2.8821644234064197,0.6,0.4,0.4,0.009270939073113747,,-0.01943190261187633,0,1,2020-01-28 00:00:00+00:00,OUTSIDE,
