signal,mode,stop_points,time_exit_h,r_mult,entry_time,exit_time,entry_price,exit_price,gross_points,net_dollars,exit_reason,bear_window_id,hours_from_bear_start,rsi70_context_tag_v3,stall_or_reject_tag_v3
signal_v3_A_core,stop_target,300.0,48,1.0,2022-04-04 16:00:00+00:00,2022-04-05 19:00:00+00:00,15289.0,14987.0,302.0,602.5,target_1.0R,7.0,16.0,0,0
signal_v3_A_core,stop_target,300.0,48,1.5,2022-04-04 16:00:00+00:00,2022-04-06 11:00:00+00:00,15289.0,14837.0,452.0,902.5,target_1.5R,7.0,16.0,0,0
signal_v3_A_core,stop_target,300.0,48,2.0,2022-04-04 16:00:00+00:00,2022-04-06 14:00:00+00:00,15289.0,14687.0,602.0,1202.5,target_2.0R,7.0,16.0,0,0
signal_v3_A_core,stop_time,400.0,6,,2022-04-04 16:00:00+00:00,2022-04-04 23:00:00+00:00,15289.0,15347.0,-58.0,-117.5,time_exit_6h,7.0,16.0,0,0
signal_v3_A_core,stop_time,400.0,12,,2022-04-04 16:00:00+00:00,2022-04-05 05:00:00+00:00,15289.0,15355.75,-66.75,-135.0,time_exit_12h,7.0,16.0,0,0
signal_v3_A_core,stop_time,400.0,24,,2022-04-04 16:00:00+00:00,2022-04-05 17:00:00+00:00,15289.0,15067.5,221.5,441.5,time_exit_24h,7.0,16.0,0,0
signal_v3_A_core,stop_time,400.0,48,,2022-04-04 16:00:00+00:00,2022-04-06 18:00:00+00:00,15289.0,14795.5,493.5,985.5,time_exit_48h,7.0,16.0,0,0
signal_v3_A_core,stop_target,400.0,48,1.0,2022-04-04 16:00:00+00:00,2022-04-06 09:00:00+00:00,15289.0,14887.0,402.0,802.5,target_1.0R,7.0,16.0,0,0
signal_v3_A_core,stop_target,400.0,48,1.5,2022-04-04 16:00:00+00:00,2022-04-06 14:00:00+00:00,15289.0,14687.0,602.0,1202.5,target_1.5R,7.0,16.0,0,0
signal_v3_A_core,stop_target,400.0,48,2.0,2022-04-04 16:00:00+00:00,2022-04-06 18:00:00+00:00,15289.0,14795.5,493.5,985.5,time_exit_48h,7.0,16.0,0,0
signal_v3_A_core,stop_time,200.0,6,,2022-04-04 20:00:00+00:00,2022-04-05 03:00:00+00:00,15350.25,15342.75,7.5,13.5,time_exit_6h,7.0,20.0,0,0
signal_v3_A_core,stop_time,200.0,12,,2022-04-04 20:00:00+00:00,2022-04-05 09:00:00+00:00,15350.25,15333.25,17.0,32.5,time_exit_12h,7.0,20.0,0,0
signal_v3_A_core,stop_time,200.0,24,,2022-04-04 20:00:00+00:00,2022-04-05 22:00:00+00:00,15350.25,15038.5,311.75,622.0,time_exit_24h,7.0,20.0,0,0
signal_v3_A_core,stop_time,200.0,48,,2022-04-04 20:00:00+00:00,2022-04-06 23:00:00+00:00,15350.25,14643.5,706.75,1412.0,time_exit_48h,7.0,20.0,0,0
signal_v3_A_core,stop_target,200.0,48,1.0,2022-04-04 20:00:00+00:00,2022-04-05 14:00:00+00:00,15350.25,15148.25,202.0,402.5,target_1.0R,7.0,20.0,0,0
signal_v3_A_core,stop_target,200.0,48,1.5,2022-04-04 20:00:00+00:00,2022-04-05 16:00:00+00:00,15350.25,15048.25,302.0,602.5,target_1.5R,7.0,20.0,0,0
signal_v3_A_core,stop_target,200.0,48,2.0,2022-04-04 20:00:00+00:00,2022-04-06 07:00:00+00:00,15350.25,14948.25,402.0,802.5,target_2.0R,7.0,20.0,0,0
signal_v3_A_core,stop_time,300.0,6,,2022-04-04 20:00:00+00:00,2022-04-05 03:00:00+00:00,15350.25,15342.75,7.5,13.5,time_exit_6h,7.0,20.0,0,0
signal_v3_A_core,stop_time,300.0,12,,2022-04-04 20:00:00+00:00,2022-04-05 09:00:00+00:00,15350.25,15333.25,17.0,32.5,time_exit_12h,7.0,20.0,0,0
signal_v3_A_core,stop_time,300.0,24,,2022-04-04 20:00:00+00:00,2022-04-05 22:00:00+00:00,15350.25,15038.5,311.75,622.0,time_exit_24h,7.0,20.0,0,0
signal_v3_A_core,stop_time,300.0,48,,2022-04-04 20:00:00+00:00,2022-04-06 23:00:00+00:00,15350.25,14643.5,706.75,1412.0,time_exit_48h,7.0,20.0,0,0
signal_v3_A_core,stop_target,300.0,48,1.0,2022-04-04 20:00:00+00:00,2022-04-05 16:00:00+00:00,15350.25,15048.25,302.0,602.5,target_1.0R,7.0,20.0,0,0
signal_v3_A_core,stop_target,300.0,48,1.5,2022-04-04 20:00:00+00:00,2022-04-06 09:00:00+00:00,15350.25,14898.25,452.0,902.5,target_1.5R,7.0,20.0,0,0
signal_v3_A_core,stop_target,300.0,48,2.0,2022-04-04 20:00:00+00:00,2022-04-06 13:00:00+00:00,15350.25,14748.25,602.0,1202.5,target_2.0R,7.0,20.0,0,0
signal_v3_A_core,stop_time,400.0,6,,2022-04-04 20:00:00+00:00,2022-04-05 03:00:00+00:00,15350.25,15342.75,7.5,13.5,time_exit_6h,7.0,20.0,0,0
signal_v3_A_core,stop_time,400.0,12,,2022-04-04 20:00:00+00:00,2022-04-05 09:00:00+00:00,15350.25,15333.25,17.0,32.5,time_exit_12h,7.0,20.0,0,0
signal_v3_A_core,stop_time,400.0,24,,2022-04-04 20:00:00+00:00,2022-04-05 22:00:00+00:00,15350.25,15038.5,311.75,622.0,time_exit_24h,7.0,20.0,0,0
signal_v3_A_core,stop_time,400.0,48,,2022-04-04 20:00:00+00:00,2022-04-06 23:00:00+00:00,15350.25,14643.5,706.75,1412.0,time_exit_48h,7.0,20.0,0,0
signal_v3_A_core,stop_target,400.0,48,1.0,2022-04-04 20:00:00+00:00,2022-04-06 07:00:00+00:00,15350.25,14948.25,402.0,802.5,target_1.0R,7.0,20.0,0,0
signal_v3_A_core,stop_target,400.0,48,1.5,2022-04-04 20:00:00+00:00,2022-04-06 13:00:00+00:00,15350.25,14748.25,602.0,1202.5,target_1.5R,7.0,20.0,0,0
signal_v3_A_core,stop_target,400.0,48,2.0,2022-04-04 20:00:00+00:00,2022-04-06 23:00:00+00:00,15350.25,14643.5,706.75,1412.0,time_exit_48h,7.0,20.0,0,0
signal_v3_A_core,stop_time,200.0,6,,2022-04-07 19:00:00+00:00,2022-04-08 02:00:00+00:00,14730.75,14744.0,-13.25,-28.0,time_exit_6h,7.0,91.0,0,0
signal_v3_A_core,stop_time,200.0,12,,2022-04-07 19:00:00+00:00,2022-04-08 08:00:00+00:00,14730.75,14781.25,-50.5,-102.5,time_exit_12h,7.0,91.0,0,0
signal_v3_A_core,stop_time,200.0,24,,2022-04-07 19:00:00+00:00,2022-04-08 20:00:00+00:00,14730.75,14523.25,207.5,413.5,time_exit_24h,7.0,91.0,0,0
signal_v3_A_core,stop_time,200.0,48,,2022-04-07 19:00:00+00:00,2022-04-11 22:00:00+00:00,14730.75,14210.5,520.25,1039.0,time_exit_48h,7.0,91.0,0,0
signal_v3_A_core,stop_target,200.0,48,1.0,2022-04-07 19:00:00+00:00,2022-04-08 13:00:00+00:00,14730.75,14528.75,202.0,402.5,target_1.0R,7.0,91.0,0,0
signal_v3_A_core,stop_target,200.0,48,1.5,2022-04-07 19:00:00+00:00,2022-04-11 01:00:00+00:00,14730.75,14428.75,302.0,602.5,target_1.5R,7.0,91.0,0,0
signal_v3_A_core,stop_target,200.0,48,2.0,2022-04-07 19:00:00+00:00,2022-04-11 12:00:00+00:00,14730.75,14328.75,402.0,802.5,target_2.0R,7.0,91.0,0,0
signal_v3_A_core,stop_time,300.0,6,,2022-04-07 19:00:00+00:00,2022-04-08 02:00:00+00:00,14730.75,14744.0,-13.25,-28.0,time_exit_6h,7.0,91.0,0,0
signal_v3_A_core,stop_time,300.0,12,,2022-04-07 19:00:00+00:00,2022-04-08 08:00:00+00:00,14730.75,14781.25,-50.5,-102.5,time_exit_12h,7.0,91.0,0,0
