trades,win_rate,avg_net_pnl,total_net_pnl,profit_factor,avg_bars,avg_r,max_drawdown,ending_equity
7,0.14285714285714285,-68.28258567558545,-477.9780997290982,0.6417704430450363,11.714285714285714,-0.16725722061900927,-924.9831809040043,99522.02190027089
