time,open,high,low,close,tick_volume,spread,real_volume,body,body_abs,range,upper_wick,lower_wick,is_red,is_green,ret_1,ret_3,ret_5,ret_10,log_ret,rsi,atr,adx,ema_10,ema_20,ema_50,ema_100,ema_200,ema10_slope_5,ema20_slope_5,ema50_slope_5,dist_ema20_atr,dist_ema50_atr,dist_ema200_atr,rolling_red_ratio_5,rolling_red_ratio_10,rolling_green_ratio_5,rolling_vol_10,downside_vol_10,drawdown_pct,red_streak,green_streak,date,label,bear_window_id,target_active_bear,target_exhaustion_vs_active,bear_prob,exhaust_prob
2021-12-20 00:00:00+00:00,16035.25,16060.25,15819.25,16047.75,1080280,0,1193471,12.5,12.5,241.0,12.5,216.0,0,1,0.0008107391758525,0.0068702649287093,0.0020918869132178,-0.0259627932384449,0.0008104107043713,47.507729939970254,311.68506264245747,15.704494748179869,16102.74149575107,16158.529121980751,16066.28536245964,15735.449369578791,15086.437204010415,-124.9876805636195,-77.33741046027717,-4.4485201389125,-0.3554200545947534,-0.0594682411229362,3.0842440373613003,0.6,0.6,0.4,0.0162359321495036,,-0.0382938559036361,0,1,2021-12-20 00:00:00+00:00,PRE_BEAR,6.0,0,,0.5027800507035902,0.0
2021-12-21 00:00:00+00:00,16048.0,16322.5,15932.75,16287.5,851580,0,998449,239.5,239.5,389.75,35.0,115.25,0,1,0.0149397890670031,0.030202403542062,-0.0084015707284405,0.0008910465187734,0.0148292896179302,52.45872222231746,317.2611295965677,14.63247548582693,16136.333951069057,16170.812062744488,16074.960446284753,15746.381065230697,15098.388077602354,-127.35355682477892,-83.11479994025285,-9.685833074641778,0.3677977740415087,0.6699199299501786,3.748054241342871,0.6,0.5,0.4,0.0166950800006568,,-0.0239261689663955,0,2,2021-12-21 00:00:00+00:00,PRE_BEAR,6.0,0,,0.2679638479358477,0.0
2021-12-22 00:00:00+00:00,16287.75,16522.5,16209.75,16512.75,693879,0,830251,225.0,225.0,312.75,9.75,78.0,0,1,0.0138296239447428,0.0298102558505746,0.0360453625711731,0.0058783217848168,0.0137348673282904,56.60037545872464,316.93890605395575,14.257725073345766,16204.773232692864,16203.377580578346,16092.128664077509,15761.556687701372,15112.461330561537,0.2561807797264919,-20.48481899356193,13.223415281225243,0.9761263559387252,1.3271369588525253,4.418165907343921,0.4,0.5,0.6,0.0170522305802802,,-0.0104274349408962,0,3,2021-12-22 00:00:00+00:00,PRE_BEAR,6.0,0,,0.13200157103146254,0.0
2021-12-23 00:00:00+00:00,16512.5,16683.25,16472.75,16630.0,458141,0,581131,117.5,117.5,210.5,53.25,39.75,0,1,0.0071005737990341,0.0362823448770077,0.0518659076533838,0.0104201476440743,0.0070754834255826,58.62113302713618,309.33612705010177,14.365470320988983,16282.08719038507,16244.008287189932,16113.221657643096,15778.753584974616,15127.56121781963,149.3005115470496,59.561354243918686,44.861712721176445,1.2478067676445388,1.6706045533220408,4.856978059782287,0.2,0.5,0.8,0.0171695861438218,,-0.0034009019131946,0,4,2021-12-23 00:00:00+00:00,PRE_BEAR,6.0,0,,0.13802543398727035,0.0
2021-12-26 00:00:00+00:00,16631.75,16677.0,16631.75,16669.75,10219,25,11533,38.0,38.0,45.25,7.25,0.0,0,1,0.0023902585688515,0.0234689178818112,0.0396014905127926,0.0296960899376119,0.002387406444809,59.31279682385669,290.5978322608088,14.465519479514828,16352.571337587782,16284.555116981368,16135.046298519836,15796.397078341452,15142.906379831376,237.60950944758588,114.36503479211753,68.00439065368118,1.325525658680493,1.8400126983750904,5.254146626938008,0.0,0.4,1.0,0.0160256018226718,,-0.0010187723792829,0,5,2021-12-26 00:00:00+00:00,PRE_BEAR,6.0,0,,0.15831842630479026,0.0
2021-12-27 00:00:00+00:00,16669.75,16908.25,16632.0,16882.25,451426,0,551892,212.5,212.5,276.25,26.0,37.75,0,1,0.0127476416862879,0.0223766483474889,0.0520010593385364,0.0542017265872583,0.0126670744741925,62.88452168032743,289.5729870993224,15.1909211024399,16448.876548935456,16341.47843917362,16164.348404460236,15817.899116394095,15160.213281524597,346.13505318438547,182.949317192868,98.0630420005964,1.867479305453648,2.4791732223749414,5.946814085544357,0.0,0.3,1.0,0.0154957648575453,,0.0,0,6,2021-12-27 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.2485343591973075,0.10912978900989875
2021-12-28 00:00:00+00:00,16882.5,16986.0,16780.75,16866.75,691004,0,785027,-15.75,15.75,205.25,103.5,86.0,1,0,-0.0009181240652164,0.0142363199037882,0.0355640828856484,0.0268637179994519,-0.000918545799271,62.45385934951888,283.549916592228,16.06193336956857,16524.8535400381,16391.504302109464,16191.893565069638,15838.668440821935,15177.193746385048,388.519588969044,220.69223936497656,116.93311878488566,1.6760565603480135,2.380026920977268,5.958584907801953,0.2,0.4,0.8,0.0138536882197203,,-0.0009181240652164,1,0,2021-12-28 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.3252718690207657,0.024665786686759398
2021-12-29 00:00:00+00:00,16866.25,16891.5,16715.25,16790.75,559310,0,653465,-75.5,75.5,176.25,25.25,75.5,1,0,-0.0045059065913706,0.0072586571484274,0.0168354756173259,0.0534876790111837,-0.0045160887866693,60.27418773448815,275.88563683564024,16.577786503207516,16573.198350940263,16429.527701908562,16215.37813114534,15857.521541003682,15193.24903249067,368.4251182474,226.15012133021628,123.24946706783156,1.3093189708409392,2.0855448491413893,5.790446308957526,0.4,0.4,0.6,0.0084306619272747,,-0.0054198936753098,2,0,2021-12-29 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.40448545825326954,0.024792148296893805
2021-12-30 00:00:00+00:00,16790.25,16895.0,16738.75,16765.75,469363,0,557303,-24.5,24.5,156.25,104.75,27.0,1,0,-0.0014889150276193,-0.0069007389417879,0.0081629585087192,0.0604522454142948,-0.001490024563072,59.53808614149384,267.3402342045231,17.06692650042707,16608.207741678394,16461.548873155367,16236.96134168866,15875.506262964003,15208.895808286785,326.12055129332475,217.54058596543476,123.7396840455658,1.137880079105154,1.977961379007399,5.8234937825414566,0.6,0.4,0.4,0.0074805023987,,-0.0069007389417879,3,0,2021-12-30 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.428649154088172,0.01605355578302814
2021-12-31 00:00:00+00:00,16765.25,16791.5,16640.75,16661.0,484203,0,546012,-104.25,104.25,150.75,26.25,20.25,1,0,-0.0062478564931481,-0.0121985563312434,-0.0005249028929648,0.0390558006828918,-0.0062674560278939,56.42849313764937,259.01236033277144,17.05548216991898,16617.806334100504,16480.544218569143,16253.590308681263,15891.06059439046,15223.344606214278,265.2349965127214,195.9891015877747,118.54401016142585,0.6967072196825397,1.572935325539325,5.550528136721604,0.8,0.4,0.2,0.0077558863803923,,-0.0131054806083312,4,0,2021-12-31 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.4495212018636503,0.027436146413398085
2022-01-02 00:00:00+00:00,16682.5,16747.5,16682.5,16711.75,11636,25,13160,29.25,29.25,65.0,35.75,0.0,0,1,0.0030460356521218,-0.0047049714872772,-0.0100993647173807,0.0413765169572057,0.0030414058847654,57.58434339265136,246.69004888043065,17.044855291590043,16634.887000627685,16502.56381680065,16271.557355399646,15907.311869749066,15238.154610132544,186.01045169222925,161.08537762703236,107.20895093941,0.8479717124736545,1.7843956276230402,5.9734691227115535,0.8,0.4,0.2,0.0076911540006286,,-0.0100993647173807,0,1,2022-01-02 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.45665820168262,0.024948112274178945
2022-01-03 00:00:00+00:00,16711.75,16837.0,16619.0,16811.5,757888,0,864939,99.75,99.75,218.0,25.5,92.75,0,1,0.0059688542492557,0.0027287774182485,-0.0032756755154371,0.0321719109746738,0.0059511112074783,59.83941612078248,244.6407596746856,17.349430376650915,16666.998455059012,16531.986310438686,16292.731576756523,15925.21658519958,15253.809788141176,142.14491502091187,140.48200832922157,100.83801168688478,1.1425475048924851,2.120531443465578,6.367255456246065,0.6,0.4,0.4,0.0067659331836745,,-0.004190792104133,0,2,2022-01-03 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.3862517702549887,0.013181761270813122
2022-01-04 00:00:00+00:00,16811.75,16891.5,16467.25,16560.5,848177,0,971635,-251.25,251.25,424.25,79.75,93.25,1,0,-0.0149302560747107,-0.006032050897305,-0.0137129074043744,0.0028917048947025,-0.0150428343011537,52.30388591722483,257.46999112649377,16.867963546479917,16647.63509959374,16534.701899920718,16303.23229923666,15937.796454799589,15266.811680796489,74.43674865347566,105.1741980121551,87.85416809132039,0.1001984734858205,0.999214314793473,5.024617873109446,0.6,0.5,0.4,0.0078107893159118,,-0.0190584785795732,1,0,2022-01-04 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.444763441076678,0.017829029273229383
2022-01-05 00:00:00+00:00,16560.75,16586.5,16039.5,16112.0,1151371,0,1310939,-448.75,448.75,547.0,25.75,72.5,1,0,-0.0270825156245282,-0.035887923167831,-0.0389931855121303,-0.0311485267588694,-0.0274560057618149,42.10158133121082,278.15070604602994,16.573976985628693,16550.246899667603,16494.444576118745,16295.73299338424,15941.246029952072,15275.221514818417,-57.96084201079066,32.895702963378426,58.77165169558066,-1.3749545401314072,-0.6605519575917811,3.0083636927497506,0.6,0.6,0.4,0.0113212947605521,,-0.0456248426601904,2,0,2022-01-05 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.710579323155331,0.017333860056609463
2022-01-06 00:00:00+00:00,16112.0,16223.25,15926.0,16145.0,1342241,0,1467843,33.0,33.0,297.25,78.25,186.0,0,1,0.0020481628599802,-0.0396454807720905,-0.0309705299801932,-0.0314791763523748,0.0020460682340317,42.98284536417098,279.5149413284564,16.655696117560417,16476.56564518258,16461.16414029791,16289.821895604467,15945.28076203223,15283.87602710878,-141.24068891792194,-19.38007827123147,36.231586923204304,-1.131117137406936,-0.5181186197638291,3.080779756525849,0.4,0.6,0.6,0.0113031962621073,,-0.0436701269084393,0,1,2022-01-06 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.7164631624705958,0.022278833535060612
2022-01-07 00:00:00+00:00,16144.75,16180.75,15837.75,15900.25,1213846,0,1374481,-244.5,244.5,343.0,36.0,62.5,1,0,-0.0151594921028181,-0.0398689653090184,-0.0485586488548476,-0.05816760206726,-0.0152755718372219,38.32375778779153,284.0495883764238,16.998942052969493,16371.780982422111,16407.743745983826,16274.544566365075,15944.389063774164,15290.009101465908,-263.1060182055735,-94.82007081682605,2.9872109654315864,-1.786637850399884,-1.3177085328814495,2.1483604395349367,0.6,0.7,0.4,0.0103597437927483,,-0.05816760206726,1,0,2022-01-07 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.8662854965148066,0.030423839119076507
2022-01-09 00:00:00+00:00,15917.0,15938.75,15841.75,15886.5,30575,0,34021,-30.5,30.5,97.0,21.75,44.75,1,0,-0.0008647662772598,-0.0139957795431976,-0.0550218600362847,-0.0581173017919871,-0.0008651404033201,38.07406863141646,270.68890349239354,17.317670421563633,16283.548076527182,16358.101484461557,16259.327132389975,15943.242745679629,15295.944334287144,-383.4503785318302,-173.88482597712937,-33.40444436654616,-1.7422268825098282,-1.3773269889522963,2.1816766705010173,0.8,0.7,0.2,0.0103626636133578,,-0.0589820669638229,2,0,2022-01-09 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.8265384318064649,0.06093456061628209
2022-01-10 00:00:00+00:00,15887.25,15996.25,15480.0,15955.25,1692030,0,1865107,68.0,68.0,516.25,41.0,407.25,0,1,0.0043275737261196,-0.0117528646639826,-0.0365478095468132,-0.0497595402230395,0.0043182367070091,40.17293122789907,288.2289818143654,18.61114226128837,16223.857517158604,16319.734676417598,16247.40253896292,15943.48051309191,15302.504589667373,-423.7775824351356,-214.96722350311936,-55.82976027374025,-1.2645663670711138,-1.013612639242088,2.264676529832907,0.6,0.6,0.4,0.0108663649380234,,-0.0549097424810081,0,1,2022-01-10 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.8711585941996703,0.03149556133449467
2022-01-11 00:00:00+00:00,15955.75,16169.5,15802.0,16148.25,1340578,0,1462557,192.5,192.5,367.5,21.25,153.75,0,1,0.0120963319283622,0.0155972390371219,0.0022498758689175,-0.0368310394703488,0.012023755987558,45.73342272891795,293.8911973990536,18.999620735451437,16210.110695857038,16303.402802473063,16243.514204101628,15947.535354416825,15310.919966884612,-340.13620381056535,-191.04177364568025,-52.218789282613216,-0.5279259938581772,-0.3241478647360626,2.8491157289697178,0.4,0.5,0.6,0.0121323192471673,,-0.0434776170237971,0,2,2022-01-11 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.7187586081121363,0.04388656283353363
2022-01-12 00:00:00+00:00,16148.0,16337.0,16090.0,16220.0,1330310,0,1460585,72.0,72.0,247.0,117.0,58.0,0,1,0.0044432059201462,0.0209926667296131,0.0046454010529575,-0.0264689994598162,0.0044333640230025,47.68026285725194,290.54182615626405,18.64769008381052,16211.90875115576,16295.459678428011,16242.592078450583,15952.93069393332,15319.965539353425,-264.65689402682256,-165.70446186990011,-47.22981715388414,-0.2597205346517858,-0.0777584375697856,3.0977793199472266,0.4,0.4,0.6,0.0123557193456694,,-0.0392275911090049,0,3,2022-01-12 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.6403520607020613,0.02136332794161598
2022-01-13 00:00:00+00:00,16220.25,16306.75,15785.75,15825.5,1358639,0,1516852,-394.75,394.75,521.0,86.5,39.75,1,0,-0.0243218249075215,-0.0081321195217874,-0.0047011839436487,-0.0530315496581746,-0.0246224855795365,39.326328679034376,307.0031242879595,19.15527190343463,16141.652614581984,16250.701613815818,16226.235526354483,15950.407313855432,15324.995732991698,-230.1283678401287,-157.0421321680078,-48.30904001059389,-1.385007448383463,-1.3053141634435146,1.6302904674639225,0.4,0.5,0.6,0.0139285542364791,,-0.0625953294140295,1,0,2022-01-13 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.8760861179331775,0.02436182153422446
2022-01-14 00:00:00+00:00,15825.25,15947.5,15639.75,15947.25,1483485,0,1643839,122.0,122.0,307.75,0.25,185.5,0,1,0.0076932798331805,-0.0124471691979006,0.0038240015107167,-0.0514082622014692,0.0076638374650528,42.66503780557473,307.05647255310527,19.974713812057654,16106.306684657984,16221.801460119072,16215.294917477837,15950.344792788988,15331.187317738051,-177.2413918691982,-136.30002434248308,-44.03221491214026,-0.8941399535930313,-0.8729499015249667,2.006349767323016,0.2,0.5,0.8,0.0140938602278654,,-0.0553836129662811,0,1,2022-01-14 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.794232605343163,0.033953486345105956
2022-01-16 00:00:00+00:00,15944.5,15981.25,15893.25,15909.75,19716,25,21647,-34.75,34.75,88.0,36.75,16.5,1,0,-0.0023515026101679,-0.0191276202219482,-0.002851725920935,-0.0392953111319103,-0.0023542717343509,41.90024835605594,291.4095816564549,20.58560371519205,16070.569105629258,16192.082273441069,16203.312763851256,15949.540935506036,15336.944160347624,-153.28841152934547,-127.65240297653143,-44.08977511166268,-0.9688503440285312,-1.0073888517411191,1.965638317025769,0.4,0.5,0.6,0.0136821867899891,,-0.0576048808659983,1,0,2022-01-16 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.7922551117365385,0.02567389768788765
2022-01-17 00:00:00+00:00,15909.75,15963.75,15835.0,15915.75,299109,0,327978,6.0,6.0,128.75,48.0,74.75,0,1,0.0003771272333004,0.0057028213958485,-0.014397844967721,-0.0121803624627606,0.0003770561386993,42.07914795265265,279.7910401095653,21.30099956526791,16042.42017733303,16165.764914065729,16192.035792719837,15948.871808070273,15342.703422433717,-167.69051852400844,-137.63788840733832,-51.4784113817932,-0.8935772709798774,-0.987471909792544,2.048123404315878,0.4,0.4,0.6,0.0109382999181345,,-0.0572494780020436,0,1,2022-01-17 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.7457241607965283,0.030356662893895582
2022-01-18 00:00:00+00:00,15915.25,15930.25,15498.25,15521.25,1503556,0,1655674,-394.0,394.0,432.0,15.0,23.0,1,0,-0.0247867678243249,-0.0267130696515073,-0.0430795314426634,-0.0386342520904304,-0.0250991322282168,34.54689998999551,290.66310867316776,22.723800758031103,15947.661963272478,16104.382541297562,16165.730467515135,15940.404049494624,15344.480005295074,-264.2467878832813,-191.07713713044905,-76.86161093544615,-2.006214493333785,-2.217276456090665,0.6081610958881355,0.6,0.5,0.4,0.0131756416346233,,-0.080617216307068,1,0,2022-01-18 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.8964341410320367,0.1288578959564325
2022-01-19 00:00:00+00:00,15521.75,15699.75,15320.75,15333.0,1739528,0,1907298,-188.75,188.75,379.0,178.0,12.25,1,0,-0.0121285334621888,-0.0362513553009946,-0.0311206596947963,-0.0356755396927721,-0.012202684294662,31.636708140987796,296.9728866250844,24.380507500534645,15835.905242677482,16030.91753736446,16133.07437074984,15928.376246534332,15344.365776386669,-305.74737190450105,-219.78407645135667,-93.1611556046446,-2.350105241242284,-2.694099046691419,-0.0382721012541982,0.6,0.5,0.4,0.0129151526314718,,-0.0917679811636482,2,0,2022-01-19 00:00:00+00:00,ACTIVE_BEAR,6.0,1,0.0,0.8887526145314064,0.20370031484329665
2022-01-20 00:00:00+00:00,15332.75,15668.0,14974.25,15072.25,1496076,0,1613560,-260.5,260.5,693.75,335.25,98.0,1,0,-0.0170058044740103,-0.0529978166281828,-0.0548683942372509,-0.0512542095489881,-0.017152063708977,28.10510593495624,325.3141090090069,26.474536936584293,15697.058834917938,15939.615867139277,16091.47341503416,15911.423251553457,15341.658156721129,-409.24784974004615,-282.18559297979846,-123.82150244367767,-2.666241159295247,-3.133043992893465,-0.8281477785941024,0.8,0.5,0.2,0.0135392286756506,,-0.1072131972930148,3,0,2022-01-20 00:00:00+00:00,EXHAUSTION,6.0,0,1.0,0.8046935009745261,0.5414703925499779
2022-01-21 00:00:00+00:00,15072.25,15186.0,14735.75,14740.0,2115504,0,2333792,-332.25,332.25,450.25,113.75,4.25,1,0,-0.0220438222561329,-0.0503342192155915,-0.0735240968588444,-0.0761661522069537,-0.0222904179840846,24.37180095310617,334.2381012226493,28.73765690551499,15523.04813766013,15825.366736935532,16038.47445758184,15888.226751522694,15335.671508395546,-547.5209679691288,-366.7155365055333,-164.83830626941565,-3.2472860902609293,-3.8848786324240008,-1.7821771551973529,0.8,0.6,0.2,0.0140523241300223,,-0.1268936308845089,4,0,2022-01-21 00:00:00+00:00,EXHAUSTION,6.0,0,1.0,0.7337764010850466,0.6618710220204378
2022-01-22 00:00:00+00:00,14412.5,14412.5,14412.5,14412.5,1,275,1,0.0,0.0,0.0,0.0,0.0,0,0,-0.0222184531886024,-0.0600339137807344,-0.0944504657336285,-0.1074884275385877,-0.022469001166014,21.359913550749425,333.7568082781744,31.2076126760292,15321.130294449196,15690.808000084531,15974.710753362944,15859.004439611354,15326.485722242358,-721.2898828838333,-474.9569139811956,-217.32503935689056,-3.830058199199661,-4.680685800605144,-2.738478136094181,0.8,0.6,0.0,0.0127888682832181,,-0.146292703875372,0,0,2022-01-22 00:00:00+00:00,EXHAUSTION,6.0,0,1.0,0.5944607707883222,0.7102003468759024
2022-01-23 00:00:00+00:00,14737.25,14890.0,14705.25,14877.5,50240,0,55652,140.25,140.25,184.75,12.5,32.0,0,1,0.032263660017346,-0.0129210967174774,-0.0414753966336474,-0.0827681874229346,0.0317541189416932,33.858272058383776,344.0241791154476,31.588286935842262,15240.47024091298,15613.350095314576,15931.682880682043,15839.5687081339,15322.018202618056,-707.1917223594992,-491.0324459829863,-234.04758683309228,-2.1389487715851487,-3.0642697364834994,-1.292113257158259,0.6,0.6,0.2,0.0182798725114369,,-0.1187489819188792,0,1,2022-01-23 00:00:00+00:00,EXHAUSTION,6.0,0,1.0,0.6522028264991292,0.7571821081148902
2022-01-24 00:00:00+00:00,14877.5,14907.25,14033.75,14809.0,2713515,0,2963100,-68.5,68.5,873.5,29.75,775.25,1,0,-0.00460426819022,0.0046811397557666,-0.0341746559707819,-0.0642317778269249,-0.0046149004815028,33.02558499617834,381.8438806072014,32.843543897280966,15162.021106201526,15536.745324332236,15887.656101047454,15819.161406982732,15316.91354388554,-673.8841364759555,-494.17221303222505,-245.41826970238435,-1.9058713817149255,-2.824861562092325,-1.330160229562574,0.6,0.6,0.2,0.0174103897942233,,-0.1228064979490293,1,0,2022-01-24 00:00:00+00:00,EXHAUSTION,6.0,0,1.0,0.6080426557776812,0.770775888970561
2022-01-25 00:00:00+00:00,14808.5,14817.5,14217.5,14519.75,2301663,0,2502233,-288.75,288.75,600.0,9.0,302.25,1,0,-0.0195320413262205,0.0074414570685168,-0.0366567698916883,-0.0895138660270579,-0.0197253124377958,29.70362801864169,397.4264605638299,34.009139647188334,15045.244541437612,15439.888626776788,15834.012724535787,15793.430488032578,15308.98156832449,-651.8142934803254,-499.7272403624884,-257.46069049837024,-2.3152424865505523,-3.3069331183214152,-1.9858556151616225,0.6,0.7,0.2,0.0170612388321472,,-0.1399398776821809,2,0,2022-01-25 00:00:00+00:00,EXHAUSTION,6.0,0,1.0,0.5669464211517629,0.8081966419414202
2022-01-26 00:00:00+00:00,14520.0,14969.75,14304.25,14595.25,2070865,0,2255713,75.25,75.25,665.5,374.5,215.75,0,1,0.0051998140463851,-0.0189716014115274,-0.0098202170963365,-0.082622291362215,0.0051863416956248,31.636599336722757,416.5745705235564,34.561849158000385,14963.427352085318,15359.446852798044,15785.433794161836,15769.704141734905,15301.879761674498,-559.6207855748107,-465.91988413748913,-253.0406634200044,-1.834477922734438,-2.857072606870836,-1.696286359453954,0.4,0.6,0.4,0.0175653349446628,,-0.1354677249774171,0,1,2022-01-26 00:00:00+00:00,EXHAUSTION,6.0,0,1.0,0.5875020278931782,0.787655802759643
2022-01-27 00:00:00+00:00,14594.5,14737.25,14172.75,14423.25,1962326,0,2133446,-171.25,171.25,564.5,142.75,250.5,1,0,-0.0117846559668385,-0.0260483489769735,0.0007458803122288,-0.0937750341642712,-0.0118546454362657,29.63721593915392,427.1406726290166,35.25896800826356,14865.213288069805,15270.28524776966,15732.014821841763,15743.041683482728,15293.13717698122,-455.91700637939175,-420.52275231487147,-242.69593152118068,-1.9830358054086157,-3.0640135807869124,-2.036535578846036,0.6,0.7,0.4,0.0172926937935995,,-0.1456559404107864,1,0,2022-01-27 00:00:00+00:00,EXHAUSTION,6.0,0,1.0,0.5507736042164839,0.8273389201871432
2022-01-28 00:00:00+00:00,14422.75,14770.0,14158.25,14757.0,1869337,0,2081790,334.25,334.25,611.75,13.0,264.5,0,1,0.023139722323332,0.0163398130133094,-0.0080994790791463,-0.0492389466054602,0.0228760586043819,37.84556674172283,440.3270531555154,35.78553328672515,14845.538144784385,15221.400938458262,15693.77894647542,15723.51610559198,15287.8024787028,-394.9320961285957,-391.9491568563135,-237.90393420662625,-1.054672737298847,-2.1274617122935795,-1.2054732383552438,0.6,0.6,0.4,0.0191465760348297,,-0.1258866561033037,0,1,2022-01-28 00:00:00+00:00,EXHAUSTION,6.0,0,1.0,0.5762181338433867,0.7929289885947671
2022-01-29 00:00:00+00:00,14429.5,14429.5,14429.5,14429.5,4,325,32,0.0,0.0,0.0,0.0,0.0,0,0,-0.0221928576268889,-0.0113564344564156,-0.0256263083260179,-0.058925194025957,-0.0224428243305094,33.692057847596985,432.2679779301215,36.27448675958234,14769.894845732675,15145.981801462238,15644.199379946973,15697.892024293127,15279.26215553163,-392.1262604688509,-390.7635228699983,-243.4567211004833,-1.6574945127627778,-2.8100609852329472,-1.9658225890352623,0.4,0.5,0.4,0.0198331963885159,,-0.1452857290941669,0,0,2022-01-29 00:00:00+00:00,EXHAUSTION,6.0,0,1.0,0.6033639404638431,0.684353469598972
2022-01-30 00:00:00+00:00,14777.5,14801.25,14681.0,14726.0,30399,0,34223,-51.5,51.5,120.25,23.75,45.0,1,0,0.0205481825427076,0.0209904147816892,0.0142047900273765,-0.0229726815837051,0.0203399167957218,40.10141898137732,427.9452652208271,35.36730344177114,14761.91396469037,15105.98353465631,15608.191561125524,15678.646637673462,15273.757059456688,-283.33057674724296,-333.9050921204762,-225.8211634102663,-0.8879255492176843,-2.061458865937672,-1.2799699026323748,0.4,0.5,0.4,0.021014684322778,,-0.1277229042337366,1,0,2022-01-30 00:00:00+00:00,EXHAUSTION,6.0,0,1.0,0.5621504754106513,0.6996926106920873
2022-01-31 00:00:00+00:00,14724.5,15242.0,14694.75,15197.25,1301750,0,1453096,472.75,472.75,547.25,44.75,29.75,0,1,0.0320012223278554,0.0298332994511079,0.0412462958839348,0.0310210312075984,0.0314998514848863,48.60465657020338,436.467031990768,33.23857154492638,14841.065971110302,15114.675578974757,15592.076205787267,15669.11403098686,15272.995795183488,-122.3613809750168,-244.77127382328763,-193.35758837456888,0.1891882203533527,-0.9045957125018742,-0.1735429932428202,0.4,0.4,0.4,0.0221876230527416,,-0.0998089709606243,0,1,2022-01-31 00:00:00+00:00,EXHAUSTION,6.0,0,1.0,0.4230542431464688,0.6115186255214518
2022-02-01 00:00:00+00:00,15197.75,15465.5,15056.75,15448.25,1363972,0,1510566,250.5,250.5,408.75,17.25,141.0,0,1,0.016516146013259,0.0706018919574482,0.0710658138769002,0.0718647007805723,0.0163812378885559,52.47456692106107,434.4872439914274,31.022743021325116,14951.463067272063,15146.44457145335,15586.43596242306,15664.740485818802,15274.739618116986,86.24977920226047,-123.84067631630931,-145.57885941870336,0.6946243709576071,-0.3180437730544434,0.3993451690067046,0.2,0.4,0.6,0.0205637180580974,,-0.0849412844851841,0,2,2022-02-01 00:00:00+00:00,EXHAUSTION,6.0,0,1.0,0.319821858090581,0.3926576639046525
2022-02-02 00:00:00+00:00,15447.75,15589.0,15083.25,15093.0,1340067,0,1491595,-354.75,354.75,505.75,141.25,9.75,1,0,-0.0229961322479892,0.0249219068314545,0.0227688554584264,0.0144849605108385,-0.0232646681426764,47.072170995619565,439.5774408491826,29.258707277219717,14977.19705504078,15141.354612267316,15567.085532524115,15653.418892040212,15272.931263707864,131.65891025639576,-80.04632619094627,-126.6934139513014,-0.1100024882393961,-1.0785028722317311,-0.4093277929828922,0.4,0.5,0.4,0.0205471586526411,,-0.1059840957218379,1,0,2022-02-02 00:00:00+00:00,EXHAUSTION,6.0,0,1.0,0.4313228074054935,0.7506176913089335
2022-02-03 00:00:00+00:00,15093.75,15197.5,14784.0,15090.25,1390071,0,1543380,-3.5,3.5,413.5,103.75,306.25,1,0,-0.0001822036705757,-0.0070407475036602,0.0457916074708062,0.0189918292929975,-0.0001822202716805,47.03180529581746,437.7147665028125,27.46746738508654,14997.752135942454,15136.487506337096,15548.386099876112,15642.267032791891,15271.11353969087,227.8572902097785,-9.494295125143251,-95.81328007085904,-0.1056338736445107,-1.046654431004142,-0.4131995389049965,0.6,0.5,0.4,0.0204496489144366,,-0.1061469887011505,2,0,2022-02-03 00:00:00+00:00,EXHAUSTION,6.0,0,1.0,0.4293097071325527,0.7458545943671031
2022-02-04 00:00:00+00:00,15090.75,15153.25,14690.75,14972.5,1585657,0,1769906,-118.25,118.25,462.5,62.5,281.75,1,0,-0.0078030516393035,-0.0307963685207062,0.0167391009099551,0.0311816663510047,-0.0078336547491293,45.24280391754581,439.4851403240401,26.023865573378405,14993.16083849837,15120.869648590706,15525.80233125352,15629.00431927126,15268.142260688972,231.2468738080006,14.886113934395324,-82.38922987200385,-0.3375987831609283,-1.2589784738695813,-0.6727013806905727,0.6,0.5,0.4,0.019370897440633,,-0.1131217699062625,3,0,2022-02-04 00:00:00+00:00,EXHAUSTION,6.0,0,1.0,0.4881431408492658,0.7318475023388583
